year,site,block,plot,subplot,treatment,species,value,dataset_id,treatment_type,design,timepoints,time_since_disturbance,realm,taxon,metric,unit,comment
2010,Valley,8,B,disturbance,hardwood_management_disturbance,Myrmica punctiventris,4,ellison_2018,manipulated community,AI,T5,4,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2010,Valley,8,B,exclosure,hardwood_management_exclosure,Aphaenogaster picea,7,ellison_2018,manipulated community,AI,T5,4,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2010,Valley,8,B,exclosure,hardwood_management_exclosure,Stenamma impar,1,ellison_2018,manipulated community,AI,T5,4,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2010,Valley,8,B,exclosure,hardwood_management_exclosure,Lasius alienus,1,ellison_2018,manipulated community,AI,T5,4,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,5,A,control,girdle_control,Aphaenogaster picea,3,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,5,A,control,girdle_control,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,5,A,disturbance,girdle_disturbance,Aphaenogaster picea,4,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,5,A,disturbance,girdle_disturbance,Camponotus pennsylvanicus,5,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,5,A,exclosure,girdle_exclosure,Aphaenogaster picea,9,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,5,A,exclosure,girdle_exclosure,Lasius umbratus,8,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,5,B,control,girdle_control,Aphaenogaster picea,2,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,5,B,disturbance,girdle_disturbance,Camponotus pennsylvanicus,7,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,5,B,disturbance,girdle_disturbance,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,5,B,exclosure,girdle_exclosure,Aphaenogaster picea,7,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,6,A,control,hemlock_management_control,Aphaenogaster picea,5,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,6,A,disturbance,hemlock_management_disturbance,Camponotus pennsylvanicus,18,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,6,A,disturbance,hemlock_management_disturbance,Aphaenogaster picea,3,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,6,A,exclosure,hemlock_management_exclosure,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,6,B,control,hemlock_management_control,Aphaenogaster picea,3,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,6,B,disturbance,hemlock_management_disturbance,Camponotus pennsylvanicus,3,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,6,B,disturbance,hemlock_management_disturbance,Aphaenogaster picea,3,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,6,B,exclosure,hemlock_management_exclosure,Aphaenogaster picea,11,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,6,B,exclosure,hemlock_management_exclosure,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,6,B,exclosure,hemlock_management_exclosure,Stenamma brevicorne,2,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,7,A,control,hardwood_management_control,Aphaenogaster picea,4,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,7,A,control,hardwood_management_control,Formica subsericea,4,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,7,A,control,hardwood_management_control,Lasius umbratus,5,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,7,A,control,hardwood_management_control,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,7,A,disturbance,hardwood_management_disturbance,Aphaenogaster picea,14,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,7,A,disturbance,hardwood_management_disturbance,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,7,A,exclosure,hardwood_management_exclosure,Aphaenogaster picea,10,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,7,B,control,hardwood_management_control,Formica neogagates,1,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,7,B,exclosure,hardwood_management_exclosure,Myrmica punctiventris,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Ridge,7,B,exclosure,hardwood_management_exclosure,Formica subsericea,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,1,A,control,girdle_control,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,1,A,control,girdle_control,Lasius alienus,1,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,1,A,control,girdle_control,Myrmica punctiventris,1,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,1,A,control,girdle_control,Myrmica detritinodis,1,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,1,A,disturbance,girdle_disturbance,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,1,A,disturbance,girdle_disturbance,Camponotus pennsylvanicus,12,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,1,B,control,girdle_control,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,1,B,control,girdle_control,Aphaenogaster picea,3,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,1,B,disturbance,girdle_disturbance,Formica subsericea,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,1,B,exclosure,girdle_exclosure,Lasius umbratus,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,A,control,log_control,Camponotus pennsylvanicus,5,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,A,control,log_control,Camponotus novaeboracensis,2,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,A,control,log_control,Myrmica nearctica,2,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,A,control,log_control,Aphaenogaster picea,2,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,A,disturbance,log_disturbance,Camponotus novaeboracensis,2,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,A,disturbance,log_disturbance,Formica subsericea,5,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,A,disturbance,log_disturbance,Aphaenogaster picea,2,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,A,disturbance,log_disturbance,Camponotus pennsylvanicus,4,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,A,exclosure,log_exclosure,Tapinoma sessile,4,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,A,exclosure,log_exclosure,Myrmica punctiventris,4,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,A,exclosure,log_exclosure,Camponotus pennsylvanicus,2,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,B,control,log_control,Aphaenogaster picea,14,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,B,control,log_control,Formica subsericea,1,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,B,control,log_control,Camponotus novaeboracensis,1,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,B,disturbance,log_disturbance,Tapinoma sessile,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,B,disturbance,log_disturbance,Myrmica punctiventris,9,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,B,disturbance,log_disturbance,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,B,disturbance,log_disturbance,Aphaenogaster picea,5,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,2,B,exclosure,log_exclosure,Myrmica punctiventris,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,3,A,control,hemlock_management_control,Aphaenogaster picea,1,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,3,A,disturbance,hemlock_management_disturbance,Camponotus pennsylvanicus,2,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,3,A,disturbance,hemlock_management_disturbance,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,3,A,exclosure,hemlock_management_exclosure,Aphaenogaster picea,5,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,3,B,control,hemlock_management_control,Camponotus pennsylvanicus,2,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,3,B,control,hemlock_management_control,Aphaenogaster picea,3,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,3,B,disturbance,hemlock_management_disturbance,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,A,control,log_control,Camponotus pennsylvanicus,7,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,A,control,log_control,Aphaenogaster picea,3,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,A,control,log_control,Lasius alienus,1,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,A,disturbance,log_disturbance,Camponotus novaeboracensis,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,A,disturbance,log_disturbance,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,A,disturbance,log_disturbance,Aphaenogaster picea,4,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,A,exclosure,log_exclosure,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,A,exclosure,log_exclosure,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,B,control,log_control,Aphaenogaster picea,4,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,B,control,log_control,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AC,T6,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,B,disturbance,log_disturbance,Camponotus pennsylvanicus,22,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,B,disturbance,log_disturbance,Formica subsericea,5,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,B,disturbance,log_disturbance,Aphaenogaster picea,3,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,B,disturbance,log_disturbance,Formica incerta,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,B,disturbance,log_disturbance,Myrmica punctiventris,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,B,disturbance,log_disturbance,Camponotus novaeboracensis,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,B,exclosure,log_exclosure,Camponotus novaeboracensis,3,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,B,exclosure,log_exclosure,Formica subsericea,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,B,exclosure,log_exclosure,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,B,exclosure,log_exclosure,Camponotus pennsylvanicus,2,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2011,Valley,4,B,exclosure,log_exclosure,Myrmica detritinodis,2,ellison_2018,manipulated community,AI,T6,5,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
