"dataset_id","year","month","day","site","block","plot","subplot","treatment","treatment_type","design","timepoint","time_since_disturbance_days","species","metric","value","unit","comment"
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Briza media","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Carex caryophyllea","count",16,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Carex flacca","count",25,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Carex panicea","count",13,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Carex pulicaris","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Danthonia decumbens","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Festuca ovina","count",41,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Helianthemum nummularium","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Helictotrichon pratense","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Koeleria macrantha","count",6,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Linum catharticum","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Lotus corniculatus","count",9,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Plantago lanceolata","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Polygala vulgaris","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Potentilla erecta","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Sanguisorba minor","count",8,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Scabiosa columbaria","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Succisa pratensis","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Thymus polytrichus","count",5,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E3",NA,NA,"dry","manipulated climate","AI","T7",NA,"Viola riviniana","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Agrostis","count",10,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Anthoxanthum odoratum","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Briza media","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Calluna vulgaris","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Campanula rotundifolia","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Carex caryophyllea","count",6,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Carex flacca","count",28,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Carex panicea","count",13,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Carex pulicaris","count",5,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Centaurea nigra","count",5,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Danthonia decumbens","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Festuca ovina","count",44,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Helictotrichon pratense","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Hypericum pulchrum","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Koeleria macrantha","count",8,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Linum catharticum","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Lotus corniculatus","count",5,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Plantago lanceolata","count",5,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Potentilla erecta","count",8,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Sanguisorba minor","count",8,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Scabiosa columbaria","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Thymus polytrichus","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E4",NA,NA,"control","manipulated climate","AC","T7",NA,"Viola riviniana","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Agrostis","count",12,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Anthoxanthum odoratum","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Briza media","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Carex caryophyllea","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Carex flacca","count",35,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Carex hostiana","count",8,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Carex panicea","count",12,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Carex pulicaris","count",21,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Danthonia decumbens","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Festuca ovina","count",45,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Helictotrichon pratense","count",7,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Koeleria macrantha","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Lotus corniculatus","count",20,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Pimpinella saxifraga","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Plantago lanceolata","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Potentilla erecta","count",7,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Sanguisorba minor","count",6,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Scabiosa columbaria","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E6",NA,NA,"wet","manipulated climate","AI","T7",NA,"Succisa pratensis","count",6,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Agrostis","count",6,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Anthoxanthum odoratum","count",10,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Carex caryophyllea","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Carex flacca","count",22,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Carex panicea","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Carex pulicaris","count",10,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Danthonia decumbens","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Festuca ovina","count",80,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Festuca rubra","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Helianthemum nummularium","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Helictotrichon pratense","count",13,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Holcus lanatus","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Koeleria macrantha","count",27,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Lotus corniculatus","count",5,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Luzula campestris","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Plantago lanceolata","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Potentilla erecta","count",9,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E7",NA,NA,"warm","manipulated climate","AI","T7",NA,"Sanguisorba minor","count",11,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Agrostis","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Anthoxanthum odoratum","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Carex caryophyllea","count",6,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Carex flacca","count",20,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Carex panicea","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Carex pulicaris","count",9,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Danthonia decumbens","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Festuca ovina","count",120,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Helictotrichon pratense","count",6,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Hypericum pulchrum","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Koeleria macrantha","count",23,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Linum catharticum","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Plantago lanceolata","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Potentilla erecta","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Sanguisorba minor","count",6,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Scabiosa columbaria","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2000,NA,NA,"E","E8",NA,NA,"warm dry","manipulated climate","AI","T7",NA,"Thymus polytrichus","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2001,NA,NA,"A","A1",NA,NA,"warm","manipulated climate","AI","T8",NA,"Agrostis","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2001,NA,NA,"A","A1",NA,NA,"warm","manipulated climate","AI","T8",NA,"Briza media","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2001,NA,NA,"A","A1",NA,NA,"warm","manipulated climate","AI","T8",NA,"Campanula rotundifolia","count",10,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2001,NA,NA,"A","A1",NA,NA,"warm","manipulated climate","AI","T8",NA,"Carex caryophyllea","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2001,NA,NA,"A","A1",NA,NA,"warm","manipulated climate","AI","T8",NA,"Carex flacca","count",20,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2001,NA,NA,"A","A1",NA,NA,"warm","manipulated climate","AI","T8",NA,"Carex panicea","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",2001,NA,NA,"A","A1",NA,NA,"warm","manipulated climate","AI","T8",NA,"Centaurea nigra","count",6,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
