lakeid,lakename,year4,daynum,sampledate,old_taxon_code,taxon_code,division,taxon_name,concentration,class,gal_dimension,mean_individ_vol,mean_individ_biovol,total_vol,total_biovol 
"E","East Long Lake",1991,156,1991-06-05,"DC2",1125,"Chrysophyte","Dinobryon cylindricum",3.709,"Y",179.200,23350.600,3749.200,0.087,0.014
"E","East Long Lake",1991,156,1991-06-05,"DB1",1121,"Chrysophyte","Dinobryon bavaricum",1.854,"Y",58.300,1938.000,161.000,0.004,0.000
"E","East Long Lake",1991,156,1991-06-05,"DI",1400,"Chrysophyte","Diceras sp.",6.181,"Y",50.000,153.000,153.000,0.001,0.001
"E","East Long Lake",1991,156,1991-06-05,"CHY1",1480,"Chrysophyte","Chrysosphaerella sp.",117.585,"Y",5.000,179.400,179.400,0.021,0.021
"E","East Long Lake",1991,156,1991-06-05,"CHL",2080,"Chlorophyte","Chlamydomonas sp.",3.675,"C",6.250,49.260,49.260,0.000,0.000
"E","East Long Lake",1991,156,1991-06-05,"K6",1566,"Chrysophyte","Kephyrion sp. 6",3.675,"Y",5.000,65.375,65.375,0.000,0.000
"E","East Long Lake",1991,156,1991-06-05,"SY1",1321,"Chrysophyte","Synura uvella/sphagnicola",18.373,"Y",12.500,230.000,230.000,0.004,0.004
"E","East Long Lake",1991,163,1991-06-12,"DC2",1125,"Chrysophyte","Dinobryon cylindricum",6.954,"Y",179.200,23350.600,3749.200,0.162,0.026
"E","East Long Lake",1991,163,1991-06-12,"SY2",1322,"Chrysophyte","Synura uvella/spahgnicola (colonial)",4.172,"Y",47.500,2392.000,2392.000,0.010,0.010
"E","East Long Lake",1991,156,1991-06-05,"NIT",1220,"Diatom","Nitzschia sp.",0.618,"T",25.000,27.248,27.248,0.000,0.000
"E","East Long Lake",1989,173,1989-06-22,"DB1",1121,"Chrysophyte","Dinobryon bavaricum",0.598,"Y",50.600,1938.000,161.000,0.116,0.010
"E","East Long Lake",1989,146,1989-05-26,"MCA",1185,"Chrysophyte","Mallomonaas caudata",0.110,"Y",135.100,5605.900,5605.900,0.061,0.061
"E","East Long Lake",1989,146,1989-05-26,"DD1",1127,"Chrysophyte","Dinobryon cyst",0.020,"Y",54.250,1924.500,309.000,0.004,0.001
"E","East Long Lake",1989,146,1989-05-26,"DB2",1121,"Chrysophyte","Dinobryon bavaricum",0.070,"Y",318.500,29612.640,2460.080,0.206,0.017
"E","East Long Lake",1989,146,1989-05-26,"DD2",1128,"Chrysophyte","Dinobryon divergens",0.070,"Y",341.800,119960.500,19261.000,0.836,0.134
"E","East Long Lake",1989,146,1989-05-26,"PK1",1413,"Chrysophyte","Dinobryon sp. ",0.010,"Y",28.000,641.000,89.600,0.001,0.000
"E","East Long Lake",1989,146,1989-05-26,"N",1210,"Diatom","Navicula sp.",0.010,"T",56.000,8624.000,8624.000,0.009,0.009
"E","East Long Lake",1989,146,1989-05-26,"MAR",1184,"Chrysophyte","Mallomonaas acaroides",0.349,"Y",56.600,2222.000,2222.000,0.077,0.077
"E","East Long Lake",1989,146,1989-05-26,"DI",1400,"Chrysophyte","Diceras sp.",0.030,"Y",81.670,153.000,153.000,0.000,0.000
"E","East Long Lake",1989,146,1989-05-26,"F",1150,"Diatom","Fragilaria sp.",0.010,"C",157.500,2463.000,2463.000,0.002,0.002
"E","East Long Lake",1989,146,1989-05-26,"SY1",1321,"Chrysophyte","Synura uvella/sphagnicola",0.010,"Y",7.000,230.000,230.000,0.000,0.000
"E","East Long Lake",1989,146,1989-05-26,"NIT",1220,"Diatom","Nitzschia sp.",0.020,"T",35.000,362.000,362.000,0.001,0.001
"E","East Long Lake",1989,146,1989-05-26,"MS3",1182,"Chrysophyte","Mallomonas sp. 3",0.120,"Y",21.290,1067.000,1067.000,0.013,0.013
"E","East Long Lake",1989,146,1989-05-26,"DCY",1126,"Chrysophyte","Dinobryon cylindricum",0.010,"Y",10.500,605.438,605.438,0.001,0.001
"E","East Long Lake",1989,173,1989-06-22,"O1",2361,"Chlorophyte","Oocystis sp. 1",0.070,"C",17.000,784.317,434.684,0.005,0.003
"E","East Long Lake",1989,173,1989-06-22,"DB2",1121,"Chrysophyte","Dinobryon bavaricum",0.359,"Y",99.570,3585.300,297.850,0.129,0.011
"E","East Long Lake",1989,173,1989-06-22,"DCY",1126,"Chrysophyte","Dinobryon cylindricum",0.030,"Y",11.670,831.217,831.217,0.002,0.002
"E","East Long Lake",1989,173,1989-06-22,"CO1",2151,"Chlorophyte","Closteriopsis longissima",0.030,"C",75.800,182.678,182.678,0.001,0.001
"E","East Long Lake",1989,173,1989-06-22,"CMR1",2180,"Chlorophyte","Cosmarium sp.",0.010,"C",21.000,1861.228,1861.228,0.002,0.002
"E","East Long Lake",1989,173,1989-06-22,"DI",1400,"Chrysophyte","Diceras sp.",0.010,"Y",87.500,153.000,153.000,0.000,0.000
"E","East Long Lake",1989,173,1989-06-22,"PK4",1418,"Chrysophyte","Dinobryon sp. 4",0.020,"Y",28.000,641.000,89.600,0.001,0.000
"E","East Long Lake",1989,173,1989-06-22,"K1",1561,"Chrysophyte","Kephyrion sp. 1",1.348,"Y",7.000,179.389,179.389,0.024,0.024
"E","East Long Lake",1989,201,1989-07-20,"CHY1",1480,"Chrysophyte","Chrysosphaerella sp.",0.667,"Y",7.000,179.400,179.400,0.012,0.012
"E","East Long Lake",1989,201,1989-07-20,"G2",2282,"Chlorophyte","Gloeocystis ampla (ovoid)",0.020,"C",22.750,6158.088,2152.800,0.012,0.004
"E","East Long Lake",1989,201,1989-07-20,"CHY2",1482,"Chrysophyte","Chrysosphaerella longispina (colonial)",0.070,"Y",113.750,15907.400,15907.400,0.111,0.111
"E","East Long Lake",1989,201,1989-07-20,"SC",2480,"Chlorophyte","Scenedesmus sp.",0.010,"C",14.000,1200.000,1200.000,0.001,0.001
"E","East Long Lake",1989,201,1989-07-20,"DI",1400,"Chrysophyte","Diceras sp.",0.090,"Y",111.220,153.000,153.000,0.001,0.001
"E","East Long Lake",1989,201,1989-07-20,"SY2",1322,"Chrysophyte","Synura uvella/spahgnicola (colonial)",0.010,"Y",87.500,23000.000,23000.000,0.023,0.023
"E","East Long Lake",1989,236,1989-08-24,"CHY1",1480,"Chrysophyte","Chrysosphaerella sp.",0.012,"Y",7.000,179.400,179.400,0.000,0.000
"E","East Long Lake",1989,236,1989-08-24,"CHY2",1482,"Chrysophyte","Chrysosphaerella longispina (colonial)",0.025,"Y",140.000,8431.800,8431.800,0.021,0.021
"E","East Long Lake",1989,236,1989-08-24,"MAR",1184,"Chrysophyte","Mallomonaas acaroides",0.100,"Y",72.500,2222.000,2222.000,0.022,0.022
"E","East Long Lake",1989,236,1989-08-24,"BO",2041,"Chlorophyte","Botryococcus braunii",0.075,"C",17.250,3381.000,3381.000,0.025,0.025
"E","East Long Lake",1989,236,1989-08-24,"CG",2190,"Chlorophyte","Crucigenia sp.",0.050,"C",13.120,323.180,323.180,0.002,0.002
"E","East Long Lake",1989,236,1989-08-24,"O1",2361,"Chlorophyte","Oocystis sp. 1",0.037,"C",15.170,557.316,320.800,0.002,0.001
"E","East Long Lake",1989,236,1989-08-24,"CO1",2151,"Chlorophyte","Closteriopsis longissima",0.012,"C",105.000,253.050,253.050,0.000,0.000
"E","East Long Lake",1989,236,1989-08-24,"ES",2230,"Chlorophyte","Elakatothrix sp.",0.075,"G",35.000,592.013,113.373,0.004,0.001
"E","East Long Lake",1989,236,1989-08-24,"G1",2280,"Chlorophyte","Gloeocystis sp.",0.012,"C",14.000,1435.112,1435.000,0.002,0.002
"E","East Long Lake",1989,236,1989-08-24,"QL1",2462,"Chlorophyte","Quadrigula lacustris",0.012,"C",42.000,573.064,51.000,0.001,0.000
"E","East Long Lake",1991,142,1991-05-22,"MS3",1182,"Chrysophyte","Mallomonas sp. 3",11.126,"Y",35.000,2222.000,2222.000,0.025,0.025
"E","East Long Lake",1991,142,1991-05-22,"G1",2280,"Chlorophyte","Gloeocystis sp.",0.464,"C",40.000,33472.000,4184.000,0.016,0.002
"E","East Long Lake",1991,142,1991-05-22,"DB2",1121,"Chrysophyte","Dinobryon bavaricum",3.709,"Y",314.200,12984.600,1078.700,0.048,0.004
"E","East Long Lake",1991,142,1991-05-22,"DC2",1125,"Chrysophyte","Dinobryon cylindricum",5.563,"Y",178.900,24505.300,3934.600,0.136,0.022
"E","East Long Lake",1991,142,1991-05-22,"BO",2041,"Chlorophyte","Botryococcus braunii",0.927,"C",40.000,9231.601,9231.601,0.009,0.009
"E","East Long Lake",1991,142,1991-05-22,"DB1",1121,"Chrysophyte","Dinobryon bavaricum",0.927,"Y",47.500,1938.000,161.000,0.002,0.000
"E","East Long Lake",1991,142,1991-05-22,"CYCLC",1074,"Diatom","Cyclotella (chain)",0.927,"T",17.500,1374.450,1374.450,0.001,0.001
"E","East Long Lake",1991,142,1991-05-22,"CSA1",1510,"Chrysophyte","Chrysocapsa sp.",0.464,"Y",15.000,1765.125,65.400,0.001,0.000
"E","East Long Lake",1991,142,1991-05-22,"O1",2361,"Chlorophyte","Oocystis sp. 1",1.391,"C",15.000,538.789,326.800,0.001,0.000
"E","East Long Lake",1991,142,1991-05-22,"AT",1021,"Diatom","Asterionella formosa",0.464,"T",125.000,1058.400,1058.400,0.000,0.000
"E","East Long Lake",1991,142,1991-05-22,"DC1",1124,"Chrysophyte","Dinobryon monads",0.464,"Y",35.000,1283.000,206.000,0.001,0.000
"E","East Long Lake",1991,142,1991-05-22,"TABF",1331,"Diatom","Tabellaria fenestrata",0.464,"T",162.500,16664.060,16664.060,0.008,0.008
"E","East Long Lake",1991,142,1991-05-22,"SY2",1322,"Chrysophyte","Synura uvella/spahgnicola (colonial)",0.464,"Y",35.000,920.000,920.000,0.000,0.000
"E","East Long Lake",1991,142,1991-05-22,"OCH",1570,"Chrysophyte","Ochromonas sp.",11.024,"C",4.000,33.510,33.510,0.000,0.000
"E","East Long Lake",1991,142,1991-05-22,"URO1",1630,"Chrysophyte","Uroglena sp. (single)",202.100,"Y",5.000,65.400,65.400,0.013,0.013
"E","East Long Lake",1991,142,1991-05-22,"K1",1561,"Chrysophyte","Kephyrion sp. 1",3.675,"Y",5.000,65.375,65.375,0.000,0.000
"E","East Long Lake",1991,149,1991-05-29,"DB1",1121,"Chrysophyte","Dinobryon bavaricum",21.325,"Y",47.500,1938.000,161.000,0.041,0.003
"E","East Long Lake",1991,149,1991-05-29,"DB2",1121,"Chrysophyte","Dinobryon bavaricum",57.483,"Y",314.200,12984.600,1078.700,0.746,0.062
"E","East Long Lake",1991,149,1991-05-29,"DC2",1125,"Chrysophyte","Dinobryon cylindricum",22.252,"Y",199.500,21426.100,3440.200,0.477,0.077
"E","East Long Lake",1991,149,1991-05-29,"DCYS",1126,"Chrysophyte","Dinobryon cylindricum",0.927,"Y",12.500,1021.484,1021.484,0.001,0.001
"E","East Long Lake",1991,149,1991-05-29,"O1",2361,"Chlorophyte","Oocystis sp. 1",5.563,"C",15.000,538.789,212.420,0.003,0.001
"E","East Long Lake",1991,149,1991-05-29,"BO",2041,"Chlorophyte","Botryococcus braunii",1.854,"C",17.500,2692.550,2692.550,0.005,0.005
"E","East Long Lake",1991,149,1991-05-29,"DC1",1124,"Chrysophyte","Dinobryon monads",1.854,"Y",40.600,1924.500,309.000,0.004,0.001
"E","East Long Lake",1991,149,1991-05-29,"SY2",1322,"Chrysophyte","Synura uvella/spahgnicola (colonial)",1.854,"Y",48.800,5865.000,5865.000,0.011,0.011
"E","East Long Lake",1991,149,1991-05-29,"TABF",1331,"Diatom","Tabellaria fenestrata",0.927,"T",55.000,11109.380,11109.380,0.010,0.010
"E","East Long Lake",1991,149,1991-05-29,"MS3",1182,"Chrysophyte","Mallomonas sp. 3",1.854,"Y",35.000,2222.000,2222.000,0.004,0.004
"E","East Long Lake",1991,149,1991-05-29,"SY1",1321,"Chrysophyte","Synura uvella/sphagnicola",35.232,"Y",12.500,230.000,230.000,0.008,0.008
"E","East Long Lake",1991,149,1991-05-29,"OCH",1570,"Chrysophyte","Ochromonas sp.",11.024,"C",4.000,33.510,33.510,0.000,0.000
"E","East Long Lake",1991,149,1991-05-29,"CHL",2080,"Chlorophyte","Chlamydomonas sp.",3.675,"C",5.000,25.221,25.221,0.000,0.000
"E","East Long Lake",1991,149,1991-05-29,"URO1",1630,"Chrysophyte","Uroglena sp. (single)",319.685,"Y",5.000,65.400,65.400,0.021,0.021
"E","East Long Lake",1991,149,1991-05-29,"K1",1561,"Chrysophyte","Kephyrion sp. 1",29.396,"Y",5.000,65.375,65.375,0.002,0.002
"E","East Long Lake",1991,149,1991-05-29,"K5",1565,"Chrysophyte","Kephyrion sp. 5",44.094,"Y",5.000,65.375,65.375,0.003,0.003
"E","East Long Lake",1991,149,1991-05-29,"DBM",1123,"Chrysophyte","Dinobryon bavaricum",7.349,"Y",10.000,161.000,161.000,0.001,0.001
"E","East Long Lake",1991,156,1991-06-05,"DCYS",1126,"Chrysophyte","Dinobryon cylindricum",0.618,"Y",25.000,8171.875,8171.875,0.005,0.005
"E","East Long Lake",1991,156,1991-06-05,"O1",2361,"Chlorophyte","Oocystis sp. 1",4.327,"C",13.900,428.735,261.600,0.002,0.001
"W","West Long Lake",1995,220,1995-08-08,,1184,"Chrysophyte","Mallomonaas acaroides",6.576,"Y",17.600,,712.820,,0.005
"W","West Long Lake",1995,220,1995-08-08,,1326,"Chrysophyte","Synura sphagnicola",6.576,"Y",13.200,,300.721,,0.002
"W","West Long Lake",1995,220,1995-08-08,,2085,"Chlorophyte","Chlamydomonas platystigma",78.130,"C",6.600,,66.827,,0.005
"W","West Long Lake",1995,220,1995-08-08,,2191,"Chlorophyte","Crucigenia truncata",6.576,"C",15.400,,542.080,,0.004
"W","West Long Lake",1995,220,1995-08-08,,2192,"Chlorophyte","Crucigenia rectangularis",46.030,"C",33.367,,1381.088,,0.064
"W","West Long Lake",1995,220,1995-08-08,,2363,"Chlorophyte","Oocystis parva",98.636,"C",13.200,,359.194,,0.035
"W","West Long Lake",1995,227,1995-08-15,,1154,"Diatom","Fragilaria construens",4.384,"T",35.200,,706.141,,0.003
"W","West Long Lake",1995,227,1995-08-15,,1630,"Chrysophyte","Uroglena sp. (single)",26.043,"Y",4.400,,44.636,,0.001
"W","West Long Lake",1995,227,1995-08-15,,2192,"Chlorophyte","Crucigenia rectangularis",130.217,"C",33.000,,1180.608,,0.154
"W","West Long Lake",1995,227,1995-08-15,,2195,"Chlorophyte","Crucigenia quadrata",26.043,"C",13.200,,348.480,,0.009
"W","West Long Lake",1995,227,1995-08-15,,2197,"Chlorophyte","Crucigenia apiculata",52.087,"C",12.100,,89.102,,0.005
"W","West Long Lake",1995,227,1995-08-15,,2231,"Chlorophyte","Elakatothrix gelatinosa",52.087,"C",24.750,,42.384,,0.002
"W","West Long Lake",1995,227,1995-08-15,,2363,"Chlorophyte","Oocystis parva",130.217,"C",12.650,,455.954,,0.059
"W","West Long Lake",1995,227,1995-08-15,,2367,"Chlorophyte","Oocystis pusilla",26.043,"C",4.400,,11.138,,0.000
"W","West Long Lake",1995,234,1995-08-22,,1185,"Chrysophyte","Mallomonaas caudata",17.362,"Y",44.000,,2088.339,,0.036
"W","West Long Lake",1995,234,1995-08-22,,2082,"Chlorophyte","Chlamydomonas globosa",17.362,"C",5.500,,87.014,,0.002
"W","West Long Lake",1995,234,1995-08-22,,2085,"Chlorophyte","Chlamydomonas platystigma",17.362,"C",8.800,,200.481,,0.003
"W","West Long Lake",1995,234,1995-08-22,,2191,"Chlorophyte","Crucigenia truncata",34.725,"C",13.200,,145.200,,0.005
"W","West Long Lake",1995,234,1995-08-22,,2192,"Chlorophyte","Crucigenia rectangularis",34.725,"C",66.000,,37.590,,0.001
"W","West Long Lake",1995,234,1995-08-22,,2195,"Chlorophyte","Crucigenia quadrata",17.362,"C",22.000,,392.040,,0.007
"W","West Long Lake",1995,234,1995-08-22,,2197,"Chlorophyte","Crucigenia apiculata",52.087,"C",8.800,,44.551,,0.002
"W","West Long Lake",1995,234,1995-08-22,,2231,"Chlorophyte","Elakatothrix gelatinosa",17.362,"C",22.000,,35.692,,0.001
"W","West Long Lake",1995,234,1995-08-22,,2363,"Chlorophyte","Oocystis parva",52.087,"C",12.467,,131.797,,0.007
"W","West Long Lake",1995,234,1995-08-22,,2483,"Chlorophyte","Scenedesmus bijuga",17.362,"C",8.800,,100.304,,0.002
"W","West Long Lake",1995,234,1995-08-22,,2488,"Chlorophyte","Scenedesmus denticulatus",17.362,"C",13.200,,413.755,,0.007
"W","West Long Lake",1995,241,1995-08-29,,1185,"Chrysophyte","Mallomonaas caudata",4.384,"Y",44.000,,2227.562,,0.010
"W","West Long Lake",1995,241,1995-08-29,,1630,"Chrysophyte","Uroglena sp. (single)",34.725,"Y",4.400,,44.636,,0.002
"W","West Long Lake",1995,241,1995-08-29,,2191,"Chlorophyte","Crucigenia truncata",52.087,"C",11.000,,148.427,,0.008
"W","West Long Lake",1995,241,1995-08-29,,2231,"Chlorophyte","Elakatothrix gelatinosa",4.384,"C",22.000,,107.076,,0.000
"W","West Long Lake",1995,241,1995-08-29,,2363,"Chlorophyte","Oocystis parva",17.362,"C",13.200,,300.721,,0.005
"W","West Long Lake",1995,247,1995-09-04,,1630,"Chrysophyte","Uroglena sp. (single)",208.347,"Y",4.400,,44.636,,0.009
"W","West Long Lake",1995,247,1995-09-04,,2085,"Chlorophyte","Chlamydomonas platystigma",26.043,"C",6.600,,37.590,,0.001
"W","West Long Lake",1995,247,1995-09-04,,2191,"Chlorophyte","Crucigenia truncata",59.182,"C",16.500,,619.520,,0.037
"W","West Long Lake",1995,247,1995-09-04,,2192,"Chlorophyte","Crucigenia rectangularis",19.727,"C",51.333,,4009.611,,0.079
"W","West Long Lake",1995,247,1995-09-04,,2363,"Chlorophyte","Oocystis parva",6.576,"C",26.400,,2138.459,,0.014
"E","East Long Lake",1992,181,1992-06-29,"DI",1400,"Chrysophyte","Diceras sp.",2.185,"Y",66.000,153.000,153.000,0.000,0.000
"E","East Long Lake",1992,181,1992-06-29,"K1",1561,"Chrysophyte","Kephyrion sp. 1",52.087,"Y",6.600,150.360,150.360,0.008,0.008
"E","East Long Lake",1992,174,1992-06-22,"CHCL",1450,"Chrysophyte","Chloroocloster sp.",69.449,"Y",12.100,49.600,49.600,0.003,0.003
"E","East Long Lake",1992,174,1992-06-22,"NCY",1651,"Chrysophyte","Non-motile chrysophytes",156.261,"Y",4.400,44.602,44.602,0.007,0.007
"E","East Long Lake",1992,174,1992-06-22,"RZ",1260,"Diatom","Rhizolenia sp.",17.362,"T",5.500,92.900,372.000,0.002,0.006
"E","East Long Lake",1992,174,1992-06-22,"PSTR",1580,"Chrysophyte","Pseudotetraedron sp.",17.362,"Y",16.500,50.000,50.000,0.001,0.001
"E","East Long Lake",1992,181,1992-06-29,"DC2",1125,"Chrysophyte","Dinobryon cylindricum",2.185,"Y",127.600,41056.000,6592.000,0.090,0.014
"E","East Long Lake",1992,181,1992-06-29,"AFM",2032,"Chlorophyte","Ankistrodesmus falcatus v. mirabilis",15.298,"C",88.000,431.750,431.750,0.007,0.007
"E","East Long Lake",1992,181,1992-06-29,"PEDT",2386,"Chlorophyte","Pediastrum tetras",10.927,"C",8.800,20.000,20.000,0.000,0.000
"E","East Long Lake",1992,181,1992-06-29,"G1",2280,"Chlorophyte","Gloeocystis sp.",2.185,"C",22.000,5568.904,178.000,0.012,0.000
"E","East Long Lake",1992,181,1992-06-29,"NITA",1221,"Diatom","Nitzschia acicularis",2.185,"T",61.600,302.225,302.225,0.001,0.001
"E","East Long Lake",1992,167,1992-06-15,"K1",1561,"Chrysophyte","Kephyrion sp. 1",34.725,"Y",6.600,150.360,150.360,0.005,0.005
"E","East Long Lake",1992,167,1992-06-15,"K6",1566,"Chrysophyte","Kephyrion sp. 6",173.623,"Y",8.800,356.410,356.410,0.062,0.062
"E","East Long Lake",1992,167,1992-06-15,"CYSY",1653,"Chrysophyte","Chrysophyte cyst",17.362,"Y",4.400,44.551,44.551,0.001,0.001
"E","East Long Lake",1992,174,1992-06-22,"AFM",2032,"Chlorophyte","Ankistrodesmus falcatus v. mirabilis",13.112,"C",88.000,431.750,431.750,0.006,0.006
"E","East Long Lake",1992,174,1992-06-22,"DI",1400,"Chrysophyte","Diceras sp.",13.112,"Y",64.500,153.000,153.000,0.002,0.002
"E","East Long Lake",1992,167,1992-06-15,"MCA",1185,"Chrysophyte","Mallomonaas caudata",2.185,"Y",22.000,1150.600,1150.600,0.003,0.003
"E","East Long Lake",1992,167,1992-06-15,"BO",2041,"Chlorophyte","Botryococcus braunii",2.185,"C",44.000,6769.841,6769.841,0.015,0.015
"E","East Long Lake",1992,167,1992-06-15,"CO1",2151,"Chlorophyte","Closteriopsis longissima",2.185,"C",99.000,485.719,485.719,0.001,0.001
"E","East Long Lake",1992,167,1992-06-15,"SY1",1321,"Chrysophyte","Synura uvella/sphagnicola",4.371,"Y",12.500,230.000,230.000,0.001,0.001
"E","East Long Lake",1992,167,1992-06-15,"PEDT",2386,"Chlorophyte","Pediastrum tetras",2.185,"C",15.400,160.000,160.000,0.000,0.000
"E","East Long Lake",1992,167,1992-06-15,"OCH",1570,"Chrysophyte","Ochromonas sp.",816.027,"C",2.000,4.189,4.189,0.003,0.003
"E","East Long Lake",1992,174,1992-06-22,"PK6",1421,"Chrysophyte","Dinobryon sp. 6",6.556,"Y",26.400,641.000,89.600,0.004,0.001
"E","East Long Lake",1992,174,1992-06-22,"SC",2480,"Chlorophyte","Scenedesmus sp.",2.185,"C",22.000,345.400,345.400,0.001,0.001
"E","East Long Lake",1992,174,1992-06-22,"PEDT",2386,"Chlorophyte","Pediastrum tetras",2.185,"C",12.300,48.000,48.000,0.000,0.000
"E","East Long Lake",1992,174,1992-06-22,"OCH",1570,"Chrysophyte","Ochromonas sp.",885.476,"C",3.300,18.817,18.817,0.017,0.017
"E","East Long Lake",1992,160,1992-06-08,"OCH",1570,"Chrysophyte","Ochromonas sp.",1232.722,"C",3.300,18.817,18.817,0.023,0.023
"E","East Long Lake",1992,160,1992-06-08,"K1",1561,"Chrysophyte","Kephyrion sp. 1",34.725,"Y",6.600,150.360,150.360,0.005,0.005
"E","East Long Lake",1992,160,1992-06-08,"CHL",2080,"Chlorophyte","Chlamydomonas sp.",121.536,"C",6.600,58.007,58.007,0.007,0.007
"E","East Long Lake",1992,160,1992-06-08,"URO1",1630,"Chrysophyte","Uroglena sp. (single)",17.362,"Y",4.400,65.400,65.400,0.001,0.001
"E","East Long Lake",1992,160,1992-06-08,"RZ",1260,"Diatom","Rhizolenia sp.",34.725,"T",104.500,92.900,372.000,0.003,0.013
"E","East Long Lake",1992,160,1992-06-08,"K6",1566,"Chrysophyte","Kephyrion sp. 6",225.710,"Y",8.800,356.410,356.410,0.080,0.080
"E","East Long Lake",1992,167,1992-06-15,"CHY2",1482,"Chrysophyte","Chrysosphaerella longispina (colonial)",2.185,"Y",33.000,358.800,358.800,0.001,0.001
"E","East Long Lake",1992,167,1992-06-15,"DD1",1127,"Chrysophyte","Dinobryon cyst",2.185,"Y",33.000,1283.000,206.000,0.003,0.000
"E","East Long Lake",1992,167,1992-06-15,"AFM",2032,"Chlorophyte","Ankistrodesmus falcatus v. mirabilis",19.668,"C",77.000,377.781,377.781,0.007,0.007
"E","East Long Lake",1992,160,1992-06-08,"AFM",2032,"Chlorophyte","Ankistrodesmus falcatus v. mirabilis",6.556,"C",88.000,431.750,431.750,0.003,0.003
"E","East Long Lake",1992,167,1992-06-15,"CHCL",1450,"Chrysophyte","Chloroocloster sp.",270.987,"Y",13.200,240.000,240.000,0.065,0.065
"E","East Long Lake",1992,167,1992-06-15,"DI",1400,"Chrysophyte","Diceras sp.",8.742,"Y",72.100,153.000,153.000,0.001,0.001
"E","East Long Lake",1992,167,1992-06-15,"NIT",1220,"Diatom","Nitzschia sp.",2.185,"T",66.000,1428.365,1428.365,0.003,0.003
"E","East Long Lake",1992,167,1992-06-15,"CG",2190,"Chlorophyte","Crucigenia sp.",4.371,"C",11.000,113.000,113.000,0.000,0.000
"E","East Long Lake",1992,167,1992-06-15,"DP",2211,"Chlorophyte","Dictyosphaerium pulchellum",2.185,"C",33.000,18795.050,1432.000,0.041,0.003
"E","East Long Lake",1992,153,1992-06-01,"OCH",1570,"Chrysophyte","Ochromonas sp.",364.608,"Y",4.400,44.602,44.602,0.016,0.016
"E","East Long Lake",1992,153,1992-06-01,"CHRY",1460,"Chrysophyte","Chrysochromulina sp.",52.087,"Y",6.600,641.000,65.400,0.033,0.003
"E","East Long Lake",1992,153,1992-06-01,"NCY",1651,"Chrysophyte","Non-motile chrysophytes",260.434,"Y",4.400,44.602,44.602,0.012,0.012
"E","East Long Lake",1992,160,1992-06-08,"DP",2211,"Chlorophyte","Dictyosphaerium pulchellum",4.371,"C",44.000,44551.230,5728.000,0.195,0.025
"E","East Long Lake",1992,160,1992-06-08,"CO1",2151,"Chlorophyte","Closteriopsis longissima",2.185,"C",70.400,345.400,345.400,0.001,0.001
"E","East Long Lake",1992,160,1992-06-08,"SC",2480,"Chlorophyte","Scenedesmus sp.",2.185,"C",13.200,64.763,64.763,0.000,0.000
"E","East Long Lake",1992,160,1992-06-08,"CYSY",1653,"Chrysophyte","Chrysophyte cyst",2.185,"Y",8.800,356.410,356.410,0.001,0.001
"E","East Long Lake",1992,160,1992-06-08,"MS3",1182,"Chrysophyte","Mallomonas sp. 3",6.556,"Y",29.300,3447.878,3447.878,0.023,0.023
"E","East Long Lake",1992,153,1992-06-01,"AFM",2032,"Chlorophyte","Ankistrodesmus falcatus v. mirabilis",2.185,"C",77.000,377.781,377.781,0.001,0.001
"E","East Long Lake",1992,153,1992-06-01,"OCH",1570,"Chrysophyte","Ochromonas sp.",416.695,"C",4.400,44.602,44.602,0.019,0.019
"E","East Long Lake",1992,153,1992-06-01,"K1",1561,"Chrysophyte","Kephyrion sp. 1",52.087,"Y",6.600,150.360,150.360,0.008,0.008
"E","East Long Lake",1992,153,1992-06-01,"URO1",1630,"Chrysophyte","Uroglena sp. (single)",312.521,"Y",4.400,65.400,65.400,0.020,0.020
"E","East Long Lake",1992,146,1992-05-25,"AFM",2032,"Chlorophyte","Ankistrodesmus falcatus v. mirabilis",6.556,"C",88.000,431.750,431.750,0.003,0.003
"E","East Long Lake",1992,146,1992-05-25,"MCA",1185,"Chrysophyte","Mallomonaas caudata",4.371,"Y",44.000,9204.800,9204.800,0.040,0.040
"E","East Long Lake",1992,146,1992-05-25,"TABF",1331,"Diatom","Tabellaria fenestrata",4.371,"T",134.200,7796.250,7796.250,0.034,0.034
"E","East Long Lake",1992,146,1992-05-25,"DP",2211,"Chlorophyte","Dictyosphaerium pulchellum",2.185,"C",13.200,1202.883,716.000,0.003,0.002
"E","East Long Lake",1992,146,1992-05-25,"PK4",1418,"Chrysophyte","Dinobryon sp. 4",2.185,"Y",15.400,641.000,89.600,0.001,0.000
"E","East Long Lake",1992,146,1992-05-25,"DCYS",1126,"Chrysophyte","Dinobryon cylindricum",15.298,"Y",11.000,696.113,696.113,0.011,0.011
"E","East Long Lake",1992,146,1992-05-25,"PK6",1421,"Chrysophyte","Dinobryon sp. 6",2.185,"Y",35.200,641.000,89.600,0.001,0.000
"E","East Long Lake",1992,146,1992-05-25,"K5",1565,"Chrysophyte","Kephyrion sp. 5",2.185,"Y",13.200,1202.883,1202.883,0.003,0.003
"E","East Long Lake",1992,146,1992-05-25,"CYMB",1090,"Diatom","Cymbella sp.",2.185,"T",22.000,29.293,29.293,0.000,0.000
"E","East Long Lake",1992,146,1992-05-25,"OCH",1570,"Chrysophyte","Ochromonas sp.",208.347,"C",4.400,44.602,44.602,0.009,0.009
