"lakeid","lakename","year4","daynum","sampledate","standard_taxon_code","group_code","taxon_name","number_per_net","mean_length","mean_individ_biomass","net_efficiency_measured","net_efficiency_mean","abundance_raw","abundance","biomass"
"R","Peter Lake",1993,188,1993-07-07,"FIL","ROT","Filinia longispina",47.5,0.16,0.053,NA,0.17723005627381,671.987537499114,3791.61160148217,0.000200955414878555
"R","Peter Lake",1993,188,1993-07-07,"KLONG","ROT","Kellicotia longispina",63.5,0.13,0.007,NA,0.17723005627381,898.34123434092,5068.78603566563,3.54815022496594e-05
"R","Peter Lake",1993,188,1993-07-07,"KCOCH","ROT","Keratella cochlearis",18350,0.12,0.003,NA,0.17723005627381,259599.396065447,1464759.42920416,0.00439427828761249
"R","Peter Lake",1993,188,1993-07-07,"KTAU","ROT","Keratella taurocephala",79,0.121,0.004,NA,0.17723005627381,1117.62137815642,6306.04876878087,2.52241950751235e-05
"R","Peter Lake",1993,188,1993-07-07,"LEC","ROT","Lecane sp.",47.5,0.201,0.081,NA,0.17723005627381,671.987537499114,3791.61160148217,0.000307120539720056
"R","Peter Lake",1993,188,1993-07-07,"NAUP","OCOP","Nauplii",31.7,0.208,0.962,0.003,0.143749885772727,448.463261867829,3119.74690941225,0.00300119652685458
"R","Peter Lake",1993,188,1993-07-07,"PVULG","ROT","Polyarthra vulgaris",6550,0.14,0.077,NA,0.17723005627381,92663.5446446146,522843.283993857,0.040258932867527
"R","Peter Lake",1993,188,1993-07-07,"TMULT","ROT","Trichocerca multicrinis",665,0.161,0.068,NA,0.17723005627381,9407.82552498759,53082.5624207503,0.00360961424461102
"L","Paul Lake",1993,189,1993-07-08,"ASPLG","PROT","Asplanchna sp.",39.6,0.482,2.576,0.002,0.136313053125,560.225399683472,4109.84411866809,0.010586958449689
"L","Paul Lake",1993,189,1993-07-08,"CCOL","ROT","colonial Conochilus sp.",70,0.14,2.91,0.183,0.2166,990.297423682904,4572.01026631073,0.0133045498749642
"L","Paul Lake",1993,189,1993-07-08,"COPD","OCOP","Copepodite",237.5,0.396,0.737,0.665,0.195779391571429,3359.93768749557,17161.8558037541,0.0126482877273668
"L","Paul Lake",1993,189,1993-07-08,"DPUL","CLAD","Daphnia pulex",6,0.858,4.603,NA,0.1437983365,84.8826363156775,590.289417678191,0.00271710218957271
"L","Paul Lake",1993,189,1993-07-08,"DROS","CLAD","Daphnia rosea",4,0.744,3.124,NA,0.1437983365,56.5884242104517,393.526278452127,0.00122937609388445
"L","Paul Lake",1993,189,1993-07-08,"DT-CYV","OCOP","Diacyclops thomasi + Cyclops varicans rubellus",15.9,0.482,1.217,NA,0.195567789555556,224.938986236545,1150.18422383225,0.00139977420040385
"L","Paul Lake",1993,189,1993-07-08,"HGIB","CLAD","Holopedium gibberum",60,1.074,11.465,0.086,0.181128487363636,848.826363156775,4686.32171289908,0.0537286784383879
"L","Paul Lake",1993,189,1993-07-08,"KBOST","ROT","Kellicotia bostoniensis",198,0.11,0.004,NA,0.1437983365,2801.12699841736,19479.5507833803,7.79182031335212e-05
"L","Paul Lake",1993,189,1993-07-08,"KLONG","ROT","Kellicotia longispina",297,0.13,0.007,NA,0.1437983365,4201.69049762604,29219.3261750704,0.000204535283225493
"L","Paul Lake",1993,189,1993-07-08,"KCOCH","ROT","Keratella cochlearis",810,0.12,0.003,NA,0.1437983365,11459.1559026165,79689.0713865557,0.000239067214159667
"L","Paul Lake",1993,189,1993-07-08,"KTAU","ROT","Keratella taurocephala",790,0.121,0.004,NA,0.1437983365,11176.2137815642,77721.4399942951,0.00031088575997718
"L","Paul Lake",1993,189,1993-07-08,"MESO","CCOP","Mesocyclops edax",24,1.437,22.181,NA,0.169252581333333,339.53054526271,2006.05829812441,0.0444963791106975
"L","Paul Lake",1993,189,1993-07-08,"NAUP","OCOP","Nauplii",2120,0.195,0.934,0.158,0.184969965304348,29991.8648315394,162144.512392545,0.151442974574637
"L","Paul Lake",1993,189,1993-07-08,"ORTH","OCOP","Orthocyclops modestus",15.9,0.804,4.485,NA,0.195567789555556,224.938986236545,1150.18422383225,0.00515857624388764
"L","Paul Lake",1993,189,1993-07-08,"PVULG","ROT","Polyarthra vulgaris",99,0.14,0.077,NA,0.1437983365,1400.56349920868,9739.77539169015,0.000749962705160141
"L","Paul Lake",1993,189,1993-07-08,"FDIAPT","OCOP","Skistodiaptomus sp.",600,0.813,2.167,NA,0.119340016222222,8488.26363156775,71126.7175945562,0.154131597027403
"L","Paul Lake",1993,189,1993-07-08,"TCYL","ROT","Trichocerca cylindrica",99,0.322,0.124,NA,0.1437983365,1400.56349920868,9739.77539169015,0.00120773214856958
"L","Paul Lake",1993,189,1993-07-08,"TROP","OCOP","Tropocyclops prasinus mexicanus",15.9,0.523,1.493,NA,0.195567789555556,224.938986236545,1150.18422383225,0.00171722504618155
"E","East Long Lake",1993,193,1993-07-12,"FCHYD","CLAD","Alona",4,0.201,0.26,NA,0.306834663852941,56.5884242104517,184.426438329579,4.79508739656906e-05
"E","East Long Lake",1993,193,1993-07-12,"ASPLG","PROT","Asplanchna sp.",1300,0.482,2.576,0.199,0.134,18391.2378683968,137248.043794006,0.353550960813359
"E","East Long Lake",1993,193,1993-07-12,"BOS","CLAD","Bosmina longirostris",4,0.442,1.911,NA,0.168996417428571,56.5884242104517,334.849845171242,0.000639898054122243
"E","East Long Lake",1993,193,1993-07-12,"COPD","OCOP","Copepodite",4,0.603,2.152,NA,0.160443139142857,56.5884242104517,352.700804239849,0.000759012130724154
"E","East Long Lake",1993,193,1993-07-12,"DPUL","CLAD","Daphnia pulex",380,1.162,10.51,NA,0.306834663852941,5375.90029999291,17520.51164131,0.184140577350169
"E","East Long Lake",1993,193,1993-07-12,"DROS","CLAD","Daphnia rosea",1600,1.116,9.411,NA,0.306834663852941,22635.3696841807,73770.5753318318,0.694254884447869
"E","East Long Lake",1993,193,1993-07-12,"FIL","ROT","Filinia longispina",190,0.16,0.053,NA,0.306834663852941,2687.95014999645,8760.25582065502,0.000464293558494716
"E","East Long Lake",1993,193,1993-07-12,"KLONG","ROT","Kellicotia longispina",31.5,0.13,0.007,NA,0.306834663852941,445.633840657307,1452.35820184544,1.01665074129181e-05
"E","East Long Lake",1993,193,1993-07-12,"KCOCH","ROT","Keratella cochlearis",65,0.12,0.003,NA,0.306834663852941,919.56189341984,2996.92962285567,8.990788868567e-06
"E","East Long Lake",1993,193,1993-07-12,"KTAU","ROT","Keratella taurocephala",65,0.121,0.004,NA,0.306834663852941,919.56189341984,2996.92962285567,1.19877184914227e-05
"E","East Long Lake",1993,193,1993-07-12,"NAUP","OCOP","Nauplii",24,0.241,1.031,NA,0.165807564142857,339.53054526271,2047.73857584794,0.00211121847169923
"E","East Long Lake",1993,193,1993-07-12,"PVULG","ROT","Polyarthra vulgaris",95,0.14,0.077,NA,0.306834663852941,1343.97507499823,4380.12791032751,0.000337269849095218
"E","East Long Lake",1993,193,1993-07-12,"FDIAPT","OCOP","Skistodiaptomus sp.",4,0.804,2.116,NA,0.306834663852941,56.5884242104517,184.426438329579,0.00039024634350539
"W","West Long Lake",1993,194,1993-07-13,"FCHYD","CLAD","Alona",1172,0.289,0.65,NA,0.196538807490741,16580.4082936623,84362.0072053376,0.0548353046834695
"W","West Long Lake",1993,194,1993-07-13,"ASPLG","PROT","Asplanchna sp.",2185,0.482,2.576,0.055,0.118267295666667,30911.4267249592,261369.185375493,0.67328702152727
"W","West Long Lake",1993,194,1993-07-13,"BOS","CLAD","Bosmina longirostris",126.5,0.302,0.725,0.017,0.224588808444444,1789.60891565553,7968.37976055348,0.00577707532640127
"W","West Long Lake",1993,194,1993-07-13,"COPD","OCOP","Copepodite",4,0.583,1.973,NA,0.271187219818182,56.5884242104517,208.669214752788,0.00041170436070725
"W","West Long Lake",1993,194,1993-07-13,"DPUL","CLAD","Daphnia pulex",1640,0.994,6.868,NA,0.196538807490741,23201.2539262852,118049.225099619,0.810762077984185
"W","West Long Lake",1993,194,1993-07-13,"DROS","CLAD","Daphnia rosea",1292,1.029,7.55,NA,0.196538807490741,18278.0610199759,92999.7553833586,0.702148153144357
"W","West Long Lake",1993,194,1993-07-13,"FIL","ROT","Filinia longispina",760,0.16,0.053,NA,0.196538807490741,10751.8005999858,54705.7384607992,0.00289940413842236
"W","West Long Lake",1993,194,1993-07-13,"KCOCH","ROT","Keratella cochlearis",5650,0.12,0.003,NA,0.196538807490741,79931.149197263,406693.976715152,0.00122008193014546
"W","West Long Lake",1993,194,1993-07-13,"KTAU","ROT","Keratella taurocephala",2660,0.121,0.004,NA,0.196538807490741,37631.3020999504,191470.084612797,0.000765880338451188
"W","West Long Lake",1993,194,1993-07-13,"MESO","CCOP","Mesocyclops edax",6,0.925,3.854,NA,0.348853014,84.8826363156775,243.319200090608,0.000937752197149202
"W","West Long Lake",1993,194,1993-07-13,"PVULG","ROT","Polyarthra vulgaris",2060,0.14,0.077,NA,0.196538807490741,29143.0384683826,148281.343722692,0.0114176634666473
"W","West Long Lake",1993,194,1993-07-13,"SYNCH","ROT","Synchaeta sp.",1140,0.161,0.05,NA,0.196538807490741,16127.7008999787,82058.6076911987,0.00410293038455994
"R","Peter Lake",1993,195,1993-07-14,"ASPLG","PROT","Asplanchna sp.",570,0.482,2.576,0.01,0.125464151,8063.85044998936,64272.1477467246,0.165565052595563
"R","Peter Lake",1993,195,1993-07-14,"COPD","OCOP","Copepodite",16,0.442,0.975,0.218,0.172107014230769,226.353696841807,1315.191585035,0.00128231179540913
"R","Peter Lake",1993,195,1993-07-14,"DT-CYV","OCOP","Diacyclops thomasi + Cyclops varicans rubellus",4,0.603,2.152,NA,0.239530295888889,56.5884242104517,236.247460891967,0.000508404535839514
"R","Peter Lake",1993,195,1993-07-14,"FIL","ROT","Filinia longispina",317,0.16,0.053,NA,0.17723005627381,4484.6326186783,25304.0184772599,0.00134111297929478
"R","Peter Lake",1993,195,1993-07-14,"KLONG","ROT","Kellicotia longispina",31.7,0.13,0.007,NA,0.17723005627381,448.463261867829,2530.40184772599,1.7712812934082e-05
"R","Peter Lake",1993,195,1993-07-14,"KCOCH","ROT","Keratella cochlearis",2505,0.12,0.003,NA,0.17723005627381,35438.5006617954,199957.622351849,0.000599872867055547
"R","Peter Lake",1993,195,1993-07-14,"KTAU","ROT","Keratella taurocephala",158.5,0.121,0.004,NA,0.17723005627381,2242.31630933915,12652.00923863,5.06080369545199e-05
"R","Peter Lake",1993,195,1993-07-14,"LEC","ROT","Lecane sp.",158.5,0.201,0.081,NA,0.17723005627381,2242.31630933915,12652.00923863,0.00102481274832903
"R","Peter Lake",1993,195,1993-07-14,"NAUP","OCOP","Nauplii",31.7,0.208,0.962,0.003,0.143749885772727,448.463261867829,3119.74690941225,0.00300119652685458
"R","Peter Lake",1993,195,1993-07-14,"PVULG","ROT","Polyarthra vulgaris",3515,0.14,0.077,NA,0.17723005627381,49727.0777749344,280579.25850968,0.0216046029052454
"R","Peter Lake",1993,195,1993-07-14,"SYNCH","ROT","Synchaeta sp.",285,0.161,0.05,NA,0.17723005627381,4031.92522499468,22749.669608893,0.00113748348044465
"R","Peter Lake",1993,195,1993-07-14,"TMULT","ROT","Trichocerca multicrinis",95,0.161,0.068,NA,0.17723005627381,1343.97507499823,7583.22320296434,0.000515659177801575
"L","Paul Lake",1993,196,1993-07-15,"ASPLG","PROT","Asplanchna sp.",47.5,0.482,2.576,0.002,0.136313053125,671.987537499114,4929.73726355389,0.0126990031909148
"L","Paul Lake",1993,196,1993-07-15,"CCOL","ROT","colonial Conochilus sp.",26,0.14,2.91,0.183,0.2166,367.824757367936,1698.17524177256,0.00494168995355814
"L","Paul Lake",1993,196,1993-07-15,"COPD","OCOP","Copepodite",700,0.425,0.881,0.665,0.195779391571429,9902.97423682904,50582.3118426437,0.0445630167333691
"L","Paul Lake",1993,196,1993-07-15,"DPUL","CLAD","Daphnia pulex",72,0.938,5.873,NA,0.1437983365,1018.59163578813,7083.47301213829,0.0416012370002882
"L","Paul Lake",1993,196,1993-07-15,"HGIB","CLAD","Holopedium gibberum",20,1.049,10.907,0.086,0.181128487363636,282.942121052258,1562.10723763303,0.0170379036408634
"L","Paul Lake",1993,196,1993-07-15,"KBOST","ROT","Kellicotia bostoniensis",142.5,0.11,0.004,NA,0.1437983365,2015.96261249734,14019.373669857,5.60774946794281e-05
"L","Paul Lake",1993,196,1993-07-15,"KLONG","ROT","Kellicotia longispina",635,0.13,0.007,NA,0.1437983365,8983.4123434092,62472.2967042752,0.000437306076929926
"L","Paul Lake",1993,196,1993-07-15,"KCOCH","ROT","Keratella cochlearis",920,0.12,0.003,NA,0.1437983365,13015.3375684039,90511.0440439892,0.000271533132131968
"L","Paul Lake",1993,196,1993-07-15,"KTAU","ROT","Keratella taurocephala",1170,0.121,0.004,NA,0.1437983365,16552.1140815571,115106.436447247,0.000460425745788989
"L","Paul Lake",1993,196,1993-07-15,"MESO","CCOP","Mesocyclops edax",12,0.985,4.952,NA,0.169252581333333,169.765272631355,1003.02914906221,0.00496700034615604
"L","Paul Lake",1993,196,1993-07-15,"NAUP","OCOP","Nauplii",3625,0.192,0.927,0.158,0.184969965304348,51283.2594407218,277251.819539139,0.257012436712782
"L","Paul Lake",1993,196,1993-07-15,"ORTH","OCOP","Orthocyclops modestus",11.3,0.724,3.427,NA,0.195567789555556,159.862298394526,817.426523855624,0.00280132069725322
"L","Paul Lake",1993,196,1993-07-15,"PVULG","ROT","Polyarthra vulgaris",15.9,0.14,0.077,NA,0.1437983365,224.938986236545,1564.26695684721,0.000120448555677235
"L","Paul Lake",1993,196,1993-07-15,"FDIAPT","OCOP","Skistodiaptomus sp.",510,0.8,2.089,NA,0.119340016222222,7215.02408683259,60457.7099553727,0.126296156096774
"L","Paul Lake",1993,196,1993-07-15,"SYNCH","ROT","Synchaeta sp.",15.9,0.161,0.05,NA,0.1437983365,224.938986236545,1564.26695684721,7.82133478423603e-05
"L","Paul Lake",1993,196,1993-07-15,"TCYL","ROT","Trichocerca cylindrica",79,0.322,0.124,NA,0.1437983365,1117.62137815642,7772.14399942951,0.000963745855929259
"E","East Long Lake",1993,200,1993-07-19,"ASPLG","PROT","Asplanchna sp.",1205,0.482,2.576,0.199,0.134,17047.2627933986,127218.379055213,0.327714544446229
"E","East Long Lake",1993,200,1993-07-19,"DPUL","CLAD","Daphnia pulex",196,1.158,10.412,NA,0.306834663852941,2772.83278631213,9036.89547814939,0.0940921557184914
"E","East Long Lake",1993,200,1993-07-19,"DROS","CLAD","Daphnia rosea",796,1.276,13.574,NA,0.306834663852941,11261.0964178799,36700.8612275863,0.498177490303256
"E","East Long Lake",1993,200,1993-07-19,"FIL","ROT","Filinia longispina",31.7,0.16,0.053,NA,0.306834663852941,448.463261867829,1461.57952376192,7.74637147593816e-05
"E","East Long Lake",1993,200,1993-07-19,"KCOCH","ROT","Keratella cochlearis",63.5,0.12,0.003,NA,0.306834663852941,898.34123434092,2927.76970848207,8.78330912544622e-06
"E","East Long Lake",1993,200,1993-07-19,"KTAU","ROT","Keratella taurocephala",31.7,0.121,0.004,NA,0.306834663852941,448.463261867829,1461.57952376192,5.84631809504767e-06
"E","East Long Lake",1993,200,1993-07-19,"LEC","ROT","Lecane sp.",31.7,0.201,0.106,NA,0.306834663852941,448.463261867829,1461.57952376192,0.000154927429518763
"E","East Long Lake",1993,200,1993-07-19,"PVULG","ROT","Polyarthra vulgaris",63.5,0.14,0.077,NA,0.306834663852941,898.34123434092,2927.76970848207,0.00022543826755312
"E","East Long Lake",1993,200,1993-07-19,"SYNCH","ROT","Synchaeta sp.",885,0.161,0.05,NA,0.306834663852941,12520.1888565624,40804.3494804194,0.00204021747402097
"W","West Long Lake",1993,201,1993-07-20,"FCHYD","CLAD","Alona",348.5,0.307,0.756,NA,0.196538807490741,4930.2664593356,25085.4603336691,0.0189646080122538
"W","West Long Lake",1993,201,1993-07-20,"ASPLG","PROT","Asplanchna sp.",4880,0.482,2.576,0.055,0.118267295666667,69037.877536751,583744.45063268,1.50372570482978
"W","West Long Lake",1993,201,1993-07-20,"BOS","CLAD","Bosmina longirostris",285,0.366,1.187,0.017,0.224588808444444,4031.92522499468,17952.4761403774,0.021309589178628
"W","West Long Lake",1993,201,1993-07-20,"COPD","OCOP","Copepodite",16,0.422,0.866,NA,0.271187219818182,226.353696841807,834.676859011151,0.000722830159903657
"W","West Long Lake",1993,201,1993-07-20,"DPUL","CLAD","Daphnia pulex",2030,1.168,10.658,NA,0.196538807490741,28718.6252868042,146121.906678187,1.55736728137612
"W","West Long Lake",1993,201,1993-07-20,"DROS","CLAD","Daphnia rosea",1240,1.458,19.486,NA,0.196538807490741,17542.41150524,89256.7311728828,1.7392566636348
"W","West Long Lake",1993,201,1993-07-20,"DT-CYV","OCOP","Diacyclops thomasi + Cyclops varicans rubellus",4,0.683,2.962,NA,0.53507272025,56.5884242104517,105.758380251589,0.000313256322305207
"W","West Long Lake",1993,201,1993-07-20,"FIL","ROT","Filinia longispina",505,0.16,0.053,NA,0.196538807490741,7144.28855656952,36350.5235825047,0.00192657774987275
"W","West Long Lake",1993,201,1993-07-20,"KCOCH","ROT","Keratella cochlearis",14450,0.12,0.003,NA,0.196538807490741,204425.682460257,1040128.84310335,0.00312038652931006
"W","West Long Lake",1993,201,1993-07-20,"KTAU","ROT","Keratella taurocephala",9150,0.121,0.004,NA,0.196538807490741,129446.020381408,658628.298574095,0.00263451319429638
"W","West Long Lake",1993,201,1993-07-20,"MESO","CCOP","Mesocyclops edax",4,0.844,2.686,NA,0.348853014,56.5884242104517,162.212800060405,0.000435703580962248
"W","West Long Lake",1993,201,1993-07-20,"NAUP","OCOP","Nauplii",63.5,0.208,0.962,NA,0.178782979692308,898.34123434092,5024.75815028366,0.00483381734057288
"W","West Long Lake",1993,201,1993-07-20,"PVULG","ROT","Polyarthra vulgaris",2280,0.14,0.077,NA,0.196538807490741,32255.4017999575,164117.215382397,0.0126370255844446
"W","West Long Lake",1993,201,1993-07-20,"SYNCH","ROT","Synchaeta sp.",540,0.161,0.05,NA,0.196538807490741,7639.43726841098,38869.8668010941,0.00194349334005471
"W","West Long Lake",1993,201,1993-07-20,"TMULT","ROT","Trichocerca multicrinis",190,0.161,0.068,NA,0.196538807490741,2687.95014999645,13676.4346151998,0.000929997553833586
"R","Peter Lake",1993,202,1993-07-21,"ASPLG","PROT","Asplanchna sp.",985,0.482,2.576,0.01,0.125464151,13934.8994618237,111066.781632498,0.286108029485314
"R","Peter Lake",1993,202,1993-07-21,"CCOL","ROT","colonial Conochilus sp.",8,0.14,2.91,NA,0.142,113.176848420903,797.020059302136,0.00231932837256922
"R","Peter Lake",1993,202,1993-07-21,"COPD","OCOP","Copepodite",9.5,0.454,1.041,0.218,0.172107014230769,134.397507499823,780.895003614531,0.000812911698762727
"R","Peter Lake",1993,202,1993-07-21,"DROS","CLAD","Daphnia rosea",0.5,1.206,11.635,NA,0.17723005627381,7.07355302630646,39.9117010682333,0.000464372641928895
"R","Peter Lake",1993,202,1993-07-21,"DT-CYV","OCOP","Diacyclops thomasi + Cyclops varicans rubellus",2,0.633,2.437,NA,0.239530295888889,28.2942121052258,118.123730445984,0.000287867531096862
"R","Peter Lake",1993,202,1993-07-21,"EUCH","ROT","Euchlanis sp.",11.9,0.314,0.31,NA,0.17723005627381,168.350562026094,949.898485423954,0.000294468530481426
"R","Peter Lake",1993,202,1993-07-21,"FIL","ROT","Filinia longispina",146.5,0.16,0.053,NA,0.17723005627381,2072.55103670779,11694.1284129924,0.000619788805888596
"R","Peter Lake",1993,202,1993-07-21,"KLONG","ROT","Kellicotia longispina",11.9,0.13,0.007,NA,0.17723005627381,168.350562026094,949.898485423954,6.64928939796768e-06
"R","Peter Lake",1993,202,1993-07-21,"KCOCH","ROT","Keratella cochlearis",835,0.12,0.003,NA,0.17723005627381,11812.8335539318,66652.5407839497,0.000199957622351849
"R","Peter Lake",1993,202,1993-07-21,"KTAU","ROT","Keratella taurocephala",23.8,0.121,0.004,NA,0.17723005627381,336.701124052187,1899.79697084791,7.59918788339163e-06
"R","Peter Lake",1993,202,1993-07-21,"LEC","ROT","Lecane sp.",4,0.201,0.081,NA,0.17723005627381,56.5884242104517,319.293608545867,2.58627822922152e-05
"R","Peter Lake",1993,202,1993-07-21,"NAUP","OCOP","Nauplii",47.5,0.241,1.031,0.003,0.143749885772727,671.987537499114,4674.69962766819,0.00481961531612591
"R","Peter Lake",1993,202,1993-07-21,"PVULG","ROT","Polyarthra vulgaris",368.5,0.14,0.077,NA,0.17723005627381,5213.20858038786,29414.923687288,0.00226494912392117
"R","Peter Lake",1993,202,1993-07-21,"SYNCH","ROT","Synchaeta sp.",404,0.161,0.05,NA,0.17723005627381,5715.43084525562,32248.6544631325,0.00161243272315663
"R","Peter Lake",1993,202,1993-07-21,"TMULT","ROT","Trichocerca multicrinis",19.8,0.161,0.068,NA,0.17723005627381,280.112699841736,1580.50336230204,0.000107474228636539
"L","Paul Lake",1993,203,1993-07-22,"ASPLG","PROT","Asplanchna sp.",15.9,0.482,2.576,0.002,0.136313053125,224.938986236545,1650.16468401067,0.00425082422601149
"L","Paul Lake",1993,203,1993-07-22,"CCOL","ROT","colonial Conochilus sp.",47,0.14,2.91,0.183,0.2166,664.913984472807,3069.77832166578,0.00893305491604741
"L","Paul Lake",1993,203,1993-07-22,"COPD","OCOP","Copepodite",565,0.41,0.804,0.665,0.195779391571429,7993.1149197263,40827.1517015624,0.0328250299680562
"L","Paul Lake",1993,203,1993-07-22,"DPUL","CLAD","Daphnia pulex",34,1.005,7.086,NA,0.1437983365,481.001605788839,3344.97336684308,0.0237024812774501
"L","Paul Lake",1993,203,1993-07-22,"DROS","CLAD","Daphnia rosea",16,0.891,5.108,NA,0.1437983365,226.353696841807,1574.10511380851,0.00804052892133386
"L","Paul Lake",1993,203,1993-07-22,"DT-CYV","OCOP","Diacyclops thomasi + Cyclops varicans rubellus",203.5,0.603,2.152,NA,0.195567789555556,2878.93608170673,14720.9112924442,0.0316794011013399
"L","Paul Lake",1993,203,1993-07-22,"FIL","ROT","Filinia longispina",63.5,0.16,0.053,NA,0.1437983365,898.34123434092,6247.22967042752,0.000331103172532658
"L","Paul Lake",1993,203,1993-07-22,"HGIB","CLAD","Holopedium gibberum",48,0.961,9.073,0.086,0.181128487363636,679.06109052542,3749.05737031926,0.0340151975209067
"L","Paul Lake",1993,203,1993-07-22,"KBOST","ROT","Kellicotia bostoniensis",253.5,0.11,0.004,NA,0.1437983365,3586.29138433737,24939.7278969036,9.97589115876142e-05
"L","Paul Lake",1993,203,1993-07-22,"KLONG","ROT","Kellicotia longispina",620,0.13,0.007,NA,0.1437983365,8771.20575262001,60996.5731600797,0.000426976012120558
"L","Paul Lake",1993,203,1993-07-22,"KCOCH","ROT","Keratella cochlearis",1600,0.12,0.003,NA,0.1437983365,22635.3696841807,157410.511380851,0.000472231534142552
"L","Paul Lake",1993,203,1993-07-22,"KTAU","ROT","Keratella taurocephala",1205,0.121,0.004,NA,0.1437983365,17047.2627933986,118549.791383703,0.000474199165534813
"L","Paul Lake",1993,203,1993-07-22,"MESO","CCOP","Mesocyclops edax",22.7,1.005,5.366,NA,0.169252581333333,321.139307394313,1897.396806976,0.0101814312662332
"L","Paul Lake",1993,203,1993-07-22,"NAUP","OCOP","Nauplii",3485,0.206,0.958,0.158,0.184969965304348,49302.664593356,266544.163060386,0.25534930821185
"L","Paul Lake",1993,203,1993-07-22,"PVULG","ROT","Polyarthra vulgaris",222,0.14,0.077,NA,0.1437983365,3140.65754368007,21840.7084540931,0.00168173455096517
"L","Paul Lake",1993,203,1993-07-22,"FDIAPT","OCOP","Skistodiaptomus sp.",715,0.752,1.82,NA,0.119340016222222,10115.1808276182,84759.3384668461,0.15426199600966
"L","Paul Lake",1993,203,1993-07-22,"SYNCH","ROT","Synchaeta sp.",47.5,0.161,0.05,NA,0.1437983365,671.987537499114,4673.12455661901,0.00023365622783095
"L","Paul Lake",1993,203,1993-07-22,"TCYL","ROT","Trichocerca cylindrica",317,0.322,0.124,NA,0.1437983365,4484.6326186783,31186.9575673311,0.00386718273834905
"L","Paul Lake",1993,203,1993-07-22,"TMULT","ROT","Trichocerca multicrinis",31.7,0.161,0.068,NA,0.1437983365,448.463261867829,3118.69575673311,0.000212071311457851
"E","East Long Lake",1993,207,1993-07-26,"ASPLG","PROT","Asplanchna sp.",26850,0.482,2.576,0.199,0.134,379849.797512657,2834699.98143774,7.30218715218361
"E","East Long Lake",1993,207,1993-07-26,"BOS","CLAD","Bosmina longirostris",31.7,0.343,1.005,NA,0.168996417428571,448.463261867829,2653.68502298209,0.002666953448097
"E","East Long Lake",1993,207,1993-07-26,"DROS","CLAD","Daphnia rosea",1400,1.208,11.687,NA,0.306834663852941,19805.9484736581,64549.2534153528,0.754387124665228
"E","East Long Lake",1993,207,1993-07-26,"DIAPH","CLAD","Diaphanosoma birgei",4,0.281,0.107,NA,0.524292453,56.5884242104517,107.932936830681,1.15488242408828e-05
"E","East Long Lake",1993,207,1993-07-26,"KCOCH","ROT","Keratella cochlearis",380,0.12,0.003,NA,0.306834663852941,5375.90029999291,17520.51164131,5.25615349239301e-05
"E","East Long Lake",1993,207,1993-07-26,"KTAU","ROT","Keratella taurocephala",475,0.121,0.004,NA,0.306834663852941,6719.87537499114,21900.6395516376,8.76025582065502e-05
"E","East Long Lake",1993,207,1993-07-26,"PVULG","ROT","Polyarthra vulgaris",285,0.14,0.077,NA,0.306834663852941,4031.92522499468,13140.3837309825,0.00101180954728565
"E","East Long Lake",1993,207,1993-07-26,"SYNCH","ROT","Synchaeta sp.",9400,0.161,0.05,NA,0.306834663852941,132982.796894561,433402.130074512,0.0216701065037256
"W","West Long Lake",1993,208,1993-07-27,"FCHYD","CLAD","Alona",790,0.261,0.505,NA,0.196538807490741,11176.2137815642,56865.1755053044,0.0287169136301787
"W","West Long Lake",1993,208,1993-07-27,"ASPLG","PROT","Asplanchna sp.",198,0.482,2.576,0.055,0.118267295666667,2801.12699841736,23684.7133658341,0.0610118216303887
"W","West Long Lake",1993,208,1993-07-27,"BOS","CLAD","Bosmina longirostris",39.6,0.412,1.598,0.017,0.224588808444444,560.225399683472,2494.44931634718,0.00398613000752279
"W","West Long Lake",1993,208,1993-07-27,"COPD","OCOP","Copepodite",28,0.5,1.331,NA,0.271187219818182,396.118969473162,1460.68450326952,0.00194417107385172
"W","West Long Lake",1993,208,1993-07-27,"DPUL","CLAD","Daphnia pulex",316,1.223,12.092,NA,0.196538807490741,4470.48551262568,22746.0702021218,0.275045480884056
"W","West Long Lake",1993,208,1993-07-27,"DROS","CLAD","Daphnia rosea",816,1.486,20.54,NA,0.196538807490741,11544.0385389321,58736.6876105423,1.20645156352054
"W","West Long Lake",1993,208,1993-07-27,"FIL","ROT","Filinia longispina",3170,0.16,0.053,NA,0.196538807490741,44846.3261867829,228180.514369386,0.0120935672615775
"W","West Long Lake",1993,208,1993-07-27,"KBOST","ROT","Kellicotia bostoniensis",39.6,0.11,0.004,NA,0.196538807490741,560.225399683472,2850.4568987469,1.14018275949876e-05
"W","West Long Lake",1993,208,1993-07-27,"KCOCH","ROT","Keratella cochlearis",7800,0.12,0.003,NA,0.196538807490741,110347.427210381,561453.63157136,0.00168436089471408
"W","West Long Lake",1993,208,1993-07-27,"KTAU","ROT","Keratella taurocephala",3170,0.121,0.004,NA,0.196538807490741,44846.3261867829,228180.514369386,0.000912722057477544
"W","West Long Lake",1993,208,1993-07-27,"LEC","ROT","Lecane sp.",39.6,0.201,0.081,NA,0.196538807490741,560.225399683472,2850.4568987469,0.000230887008798499
"W","West Long Lake",1993,208,1993-07-27,"MESO","CCOP","Mesocyclops edax",44,0.932,3.976,NA,0.348853014,622.472666314968,1784.34080066446,0.00709453902344187
