"Experiment"	"Location"	"Plot"	"Exclosure"	"Fertilized"	"Burned"	"Date"	"Order"	"Family(Subfamily)"	"Genus"	"Specific.epithet"	"Further.ID"	"Life.stage"	"#Specimens"
e153	Field.B	32	n	y	y	7/12/2005	Coleoptera	Curculionidae	Apion	undet	na	na	25
e153	Field.B	32	n	y	y	7/12/2005	Coleoptera	Curculionidae	Rhinoncus	pyrrhopus	na	na	4
e153	Field.B	32	n	y	y	7/12/2005	Hymenoptera	Diprionidae	Diprion	simile	na	pupae/larvae	1
e153	Field.B	32	n	y	y	7/12/2005	Hymenoptera	Eulophidae	Tetrastichus	undet	na	na	3
e153	Field.B	32	n	y	y	7/12/2005	Lepidoptera	Gelechiidae	undet	undet	sp1.dark	na	2
e153	Field.B	32	n	y	y	7/12/2005	Lepidoptera	Gelechiidae	undet	undet	sp2.pale	na	4
e153	Field.B	32	n	y	y	7/12/2005	Lepidoptera	Geometridae	undet	undet	green	larvae	1
e153	Field.B	32	n	y	y	7/12/2005	Lepidoptera	Noctuidae	undet	undet	forage.looper.red.stripe.Caenurgina?	larvae	1
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Tabanidae	Chrysops	undet	na	na	1
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Dolichopodidae	Chrysotus	undet	na	na	3
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Syrphidae	Mesograpta	undet	na	na	1
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Platystomatidae	Amphicnephes	pullus	na	na	1
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Anthomyzidae	Anthomyza	undet	na	na	35
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Chamaemyiidae	Chamaemyia	undet	na	na	19
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Drosophilidae	undet	undet	shiny.DK	na	5
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Chloropidae	Eribolus	undet	flat.back	na	1
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Chloropidae	Oscinella	undet	sp1.black	na	55
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Chloropidae	Incertella?	undet	sp5.pubescent	na	11
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Chloropidae	Malloweia?	undet	yellow.legs	na	8
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Chloropidae	Thaumatomyia	glabra	na	na	2
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Chloropidae	Meromyza	americana	na	na	1
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Muscidae	Coenosia	undet	na	na	3
e153	Field.B	32	n	y	y	7/12/2005	Diptera	Tachinidae	undet	undet	na	na	1
e153	Field.B	32	n	y	y	7/12/2005	Araneae	Araneidae	Araneus	undet	sp3.spiny	na	2
e153	Field.B	32	n	y	y	7/12/2005	Araneae	Thomisidae	Thanatus	undet	na	na	1
e153	Field.B	32	n	y	y	7/12/2005	Araneae	Salticidae	Metaphidippus	undet	na	na	6
e153	Field.B	1	y	y	n	8/12/2005	Orthoptera	Tettigoniidae	Conocephalus	saltans	na	na	2
e153	Field.B	1	y	y	n	8/12/2005	Hemiptera	Lygaeidae	Phlegyas	abbreviatus	na	na	2
e153	Field.B	1	y	y	n	8/12/2005	Hemiptera	Miridae	Collaria	meilleurii	na	na	2
e153	Field.B	1	y	y	n	8/12/2005	Hemiptera	Miridae	Stenodema	vicinum	na	na	1
e153	Field.B	1	y	y	n	8/12/2005	Homoptera	Delphacidae	Delphacodes	undet	na	na	3
e153	Field.B	1	y	y	n	8/12/2005	Homoptera	Issidae	Bruchomorpha	tristis	na	na	1
e153	Field.B	1	y	y	n	8/12/2005	Homoptera	Cercopidae	Philaenus(Philaenarcys)	bilineatus	na	na	11
e153	Field.B	1	y	y	n	8/12/2005	Homoptera	Cicadellidae	undet	undet	na	nymphs	15
e153	Field.B	1	y	y	n	8/12/2005	Homoptera	Cicadellidae (Typhlocybinae)	Typhlocyba	undet	na	na	17
e153	Field.B	1	y	y	n	8/12/2005	Homoptera	Cicadellidae	Laevicephalus	unicoloratus	na	na	3
e153	Field.B	1	y	y	n	8/12/2005	Homoptera	Cicadellidae	Quantas	sayi?	na	na	3
e153	Field.B	1	y	y	n	8/12/2005	Homoptera	Cicadellidae	Commellus	comma	na	na	1
e153	Field.B	1	y	y	n	8/12/2005	Neuroptera	Hemerobiidae	Hemerobius	undet	na	na	1
e153	Field.B	1	y	y	n	8/12/2005	Coleoptera	Melyridae	Attalus	undet	na	na	2
e153	Field.B	1	y	y	n	8/12/2005	Coleoptera	Lathridiidae	undet	undet	na	na	2
e153	Field.B	1	y	y	n	8/12/2005	Coleoptera	Chrysomelidae	Hypolampis	pilosa	na	na	1
e153	Field.B	1	y	y	n	8/12/2005	Coleoptera	Anthribidae	undet	undet	na	na	2
e153	Field.B	1	y	y	n	8/12/2005	Hymenoptera	Ichneumonidae	undet	undet	na	na	1
e153	Field.B	1	y	y	n	8/12/2005	Hymenoptera	Eupelmidae	undet	undet	na	na	1
e153	Field.B	1	y	y	n	8/12/2005	Hymenoptera	Eulophidae	Tetrastichus	undet	na	na	22
e153	Field.B	1	y	y	n	8/12/2005	Hymenoptera	Platygasteridae	undet	undet	na	na	8
e153	Field.B	1	y	y	n	8/12/2005	Hymenoptera	Formicidae	Monomorium	minimum	na	na	7
e153	Field.B	1	y	y	n	8/12/2005	Hymenoptera	Formicidae	Leptothorax	ambiguum	na	na	1
e153	Field.B	1	y	y	n	8/12/2005	Hymenoptera	Formicidae	Paratrechina	parvula	na	na	7
e153	Field.B	1	y	y	n	8/12/2005	Hymenoptera	Halictidae	Dialictus	undet	na	na	1
e153	Field.B	1	y	y	n	8/12/2005	Lepidoptera	Pyralidae	Crambus	undet	na	na	1
e153	Field.B	1	y	y	n	8/12/2005	Lepidoptera	(Misc.Macrolepidoptera)	undet	undet	misc.	larvae	2
e153	Field.B	1	y	y	n	8/12/2005	Diptera	Tipulidae	undet	undet	orange/black.large	na	2
e153	Field.B	1	y	y	n	8/12/2005	Diptera	Syrphidae	Platycheirus	undet	na	na	1
e153	Field.B	1	y	y	n	8/12/2005	Diptera	Chamaemyiidae	Chamaemyia	undet	na	na	6
e153	Field.B	1	y	y	n	8/12/2005	Diptera	Chloropidae	Oscinella	undet	sp1.black	na	3
e153	Field.B	1	y	y	n	8/12/2005	Diptera	Anthomyiidae	Hylemya	undet	na	na	2
e153	Field.B	1	y	y	n	8/12/2005	Araneae	Araneidae	Araneus	pratense	na	na	1
e153	Field.B	1	y	y	n	8/12/2005	Araneae	Thomisidae	Misumenops	undet	na	na	1
e153	Field.B	1	y	y	n	8/12/2005	Araneae	Salticidae	Metaphidippus	undet	na	na	3
e153	Field.B	2	n	y	n	8/12/2005	Orthoptera	Acrididae	Melanoplus	femurrubrum	na	na	2
e153	Field.B	2	n	y	n	8/12/2005	Orthoptera	Gryllidae	Nemobius	undet	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Hemiptera	Lygaeidae	Phlegyas	abbreviatus	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Hemiptera	Nabidae	Nabis	americoferus	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Hemiptera	Anthocoridae	Orius	insidiosus	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Homoptera	Delphacidae	Delphacodes	undet	na	na	3
e153	Field.B	2	n	y	n	8/12/2005	Homoptera	Cercopidae	Lepyronia	gibbosa	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Homoptera	Cercopidae	Philaenus(Philaenarcys)	bilineatus	na	na	17
e153	Field.B	2	n	y	n	8/12/2005	Homoptera	Cicadellidae	undet	undet	na	nymphs	11
e153	Field.B	2	n	y	n	8/12/2005	Homoptera	Cicadellidae	Dorycephalus?	platyrhynchus	or.Dorycara.minor	na	1
e153	Field.B	2	n	y	n	8/12/2005	Homoptera	Cicadellidae	Doratura	stylata	na	na	7
e153	Field.B	2	n	y	n	8/12/2005	Homoptera	Cicadellidae	Laevicephalus	unicoloratus	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Homoptera	Cicadellidae	Quantas	sayi?	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Homoptera	Aphididae	undet	undet	na	na	20
e153	Field.B	2	n	y	n	8/12/2005	Thysanoptera	undet	undet	undet	sp4.orange.legs	na	5
e153	Field.B	2	n	y	n	8/12/2005	Coleoptera	Cantharidae	Chauliognathus	pennsylvanicus	na	na	2
e153	Field.B	2	n	y	n	8/12/2005	Coleoptera	Phalacridae	undet	undet	BK	na	4
e153	Field.B	2	n	y	n	8/12/2005	Coleoptera	Anthicidae	Anthicus	undet	na	na	2
e153	Field.B	2	n	y	n	8/12/2005	Coleoptera	Chrysomelidae	Diabrotica	barberi	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Coleoptera	Anthribidae	undet	undet	na	na	2
e153	Field.B	2	n	y	n	8/12/2005	Hymenoptera	Diprionidae	Diprion	simile	na	pupae/larvae	2
e153	Field.B	2	n	y	n	8/12/2005	Hymenoptera	Braconidae	Microplitis	undet	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Hymenoptera	Pteromalidae	undet	undet	sp4.pointed.abdomen	na	1
e153	Field.B	2	n	y	n	8/12/2005	Hymenoptera	Pteromalidae	undet	undet	sp6.circle	na	1
e153	Field.B	2	n	y	n	8/12/2005	Hymenoptera	Encyrtidae	undet	undet	sp3.green.elongate.small	na	5
e153	Field.B	2	n	y	n	8/12/2005	Hymenoptera	Platygasteridae	undet	undet	na	na	2
e153	Field.B	2	n	y	n	8/12/2005	Hymenoptera	Bethylidae	Pristocera	armifera	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Hymenoptera	Formicidae	Monomorium	minimum	na	na	4
e153	Field.B	2	n	y	n	8/12/2005	Hymenoptera	Formicidae	Paratrechina	parvula	na	na	22
e153	Field.B	2	n	y	n	8/12/2005	Hymenoptera	Formicidae	Neoformica	pallidefulva	na	na	4
e153	Field.B	2	n	y	n	8/12/2005	Lepidoptera	Noctuidae	undet	undet	cutworm.midline	larvae	2
e153	Field.B	2	n	y	n	8/12/2005	Diptera	Syrphidae	Platycheirus	undet	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Diptera	Tephritidae	Euaresta	bella	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Diptera	Chamaemyiidae	Chamaemyia	undet	na	na	13
e153	Field.B	2	n	y	n	8/12/2005	Diptera	Chloropidae	Oscinella	undet	sp1.black	na	7
e153	Field.B	2	n	y	n	8/12/2005	Diptera	Chloropidae	Meromyza	americana	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Diptera	Anthomyiidae	Hylemya	undet	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Araneae	Araneidae	undet	undet	na	spiderlings	3
e153	Field.B	2	n	y	n	8/12/2005	Araneae	Araneidae	Araneus	pratense	na	na	33
e153	Field.B	2	n	y	n	8/12/2005	Araneae	Araneidae	Araneus	undet	sp3.spiny	na	1
e153	Field.B	2	n	y	n	8/12/2005	Araneae	Thomisidae	Misumenops	undet	na	na	1
e153	Field.B	2	n	y	n	8/12/2005	Araneae	Salticidae	Metaphidippus	undet	na	na	4
e153	Field.B	3	y	y	y	8/12/2005	Orthoptera	Acrididae	Melanoplus	femurrubrum	na	na	1
e153	Field.B	3	y	y	y	8/12/2005	Orthoptera	Tettigoniidae	Conocephalus	saltans	na	na	1
e153	Field.B	3	y	y	y	8/12/2005	Homoptera	Delphacidae	Delphacodes	undet	na	na	3
e153	Field.B	3	y	y	y	8/12/2005	Homoptera	Issidae	Bruchomorpha	dorsata	na	na	1
e153	Field.B	3	y	y	y	8/12/2005	Homoptera	Cercopidae	Lepyronia	gibbosa	na	na	1
e153	Field.B	3	y	y	y	8/12/2005	Homoptera	Cercopidae	Philaenus(Philaenarcys)	bilineatus	na	na	27
e153	Field.B	3	y	y	y	8/12/2005	Homoptera	Cicadellidae	undet	undet	na	nymphs	15
e153	Field.B	3	y	y	y	8/12/2005	Homoptera	Cicadellidae	Dorycephalus?	platyrhynchus	or.Dorycara.minor	na	2
e153	Field.B	3	y	y	y	8/12/2005	Homoptera	Cicadellidae	Nesosteles	neglectus	na	na	3
e153	Field.B	3	y	y	y	8/12/2005	Homoptera	Cicadellidae	Macrosteles	fascifrons	na	na	1
e153	Field.B	3	y	y	y	8/12/2005	Homoptera	Cicadellidae	Laevicephalus	unicoloratus	na	na	11
e153	Field.B	3	y	y	y	8/12/2005	Homoptera	Psyllidae	Aphalara	undet	sp1.green.yellow	na	5
e153	Field.B	3	y	y	y	8/12/2005	Thysanoptera	undet	undet	undet	sp4.orange.legs	na	5
e153	Field.B	3	y	y	y	8/12/2005	Coleoptera	Chrysomelidae	Diabrotica	barberi	na	na	1
e153	Field.B	3	y	y	y	8/12/2005	Hymenoptera	Eupelmidae	undet	undet	na	na	1
e153	Field.B	3	y	y	y	8/12/2005	Hymenoptera	Encyrtidae	undet	undet	sp3.green.elongate.small	na	3
e153	Field.B	3	y	y	y	8/12/2005	Hymenoptera	Eulophidae	Tetrastichus	undet	na	na	10
e153	Field.B	3	y	y	y	8/12/2005	Hymenoptera	Eucoilidae	undet	undet	na	na	1
e153	Field.B	3	y	y	y	8/12/2005	Hymenoptera	Platygasteridae	undet	undet	na	na	1
e153	Field.B	3	y	y	y	8/12/2005	Hymenoptera	Formicidae	Ponera	pennsylvanica	na	na	1
e153	Field.B	3	y	y	y	8/12/2005	Hymenoptera	Formicidae	Monomorium	minimum	na	na	6
e153	Field.B	3	y	y	y	8/12/2005	Lepidoptera	Geometridae	undet	undet	line	larvae	1
e153	Field.B	3	y	y	y	8/12/2005	Lepidoptera	Noctuidae	undet	undet	cutworm.midline	larvae	1
e153	Field.B	3	y	y	y	8/12/2005	Diptera	Chamaemyiidae	Chamaemyia	undet	na	na	22
e153	Field.B	3	y	y	y	8/12/2005	Diptera	Sphaeroceridae	Leptocera	undet	na	na	1
e153	Field.B	3	y	y	y	8/12/2005	Diptera	Chloropidae	Oscinella	undet	sp1.black	na	7
e153	Field.B	3	y	y	y	8/12/2005	Diptera	Chloropidae	Incertella?	undet	sp5.pubescent	na	5
e153	Field.B	3	y	y	y	8/12/2005	Diptera	Muscidae	Coenosia	undet	na	na	2
e153	Field.B	3	y	y	y	8/12/2005	Araneae	Araneidae	Argiope	undet	na	na	1
e153	Field.B	3	y	y	y	8/12/2005	Araneae	Araneidae	Araneus	pratense	na	na	18
e153	Field.B	3	y	y	y	8/12/2005	Araneae	Salticidae	Metaphidippus	undet	na	na	1
e153	Field.B	4	n	n	y	8/12/2005	Orthoptera	Tettigoniidae	Conocephalus	saltans	na	na	1
e153	Field.B	4	n	n	y	8/12/2005	Hemiptera	Lygaeidae	Ligyrocoris	diffusus	na	na	1
e153	Field.B	4	n	n	y	8/12/2005	Homoptera	Delphacidae	Delphacodes	undet	na	na	2
e153	Field.B	4	n	n	y	8/12/2005	Homoptera	Cercopidae	Lepyronia	gibbosa	na	na	1
e153	Field.B	4	n	n	y	8/12/2005	Homoptera	Cercopidae	Philaenus(Philaenarcys)	bilineatus	na	na	21
e153	Field.B	4	n	n	y	8/12/2005	Homoptera	Cicadellidae	undet	undet	na	nymphs	9
e153	Field.B	4	n	n	y	8/12/2005	Homoptera	Cicadellidae	Laevicephalus	unicoloratus	na	na	8
e153	Field.B	4	n	n	y	8/12/2005	Thysanoptera	undet	undet	undet	sp4.orange.legs	na	3
e153	Field.B	4	n	n	y	8/12/2005	Hymenoptera	Pteromalidae	undet	undet	sp11.green.globular	na	1
e153	Field.B	4	n	n	y	8/12/2005	Hymenoptera	Eulophidae	Tetrastichus	undet	na	na	11
e153	Field.B	4	n	n	y	8/12/2005	Hymenoptera	Scelionidae	undet	undet	na	na	1
e153	Field.B	4	n	n	y	8/12/2005	Hymenoptera	Formicidae	Monomorium	minimum	na	na	16
e153	Field.B	4	n	n	y	8/12/2005	Lepidoptera	Noctuidae	undet	undet	cutworm.small.brown.stripe	larvae	1
e153	Field.B	4	n	n	y	8/12/2005	Diptera	Chamaemyiidae	Chamaemyia	undet	na	na	2
e153	Field.B	4	n	n	y	8/12/2005	Diptera	Chamaemyiidae	Pseudodinia	undet	na	na	4
e153	Field.B	4	n	n	y	8/12/2005	Diptera	Sphaeroceridae	Leptocera	undet	na	na	2
e153	Field.B	4	n	n	y	8/12/2005	Diptera	Chloropidae	Oscinella	undet	sp1.black	na	2
e153	Field.B	4	n	n	y	8/12/2005	Diptera	Sarcophagidae	undet	undet	na	na	1
e153	Field.B	4	n	n	y	8/12/2005	Araneae	Araneidae	Argiope	undet	na	na	1
e153	Field.B	4	n	n	y	8/12/2005	Araneae	Araneidae	Araneus	pratense	na	na	3
e153	Field.B	4	n	n	y	8/12/2005	Araneae	Araneidae	Araneus	undet	sp3.spiny	na	1
e153	Field.B	4	n	n	y	8/12/2005	Araneae	Salticidae	Metaphidippus	undet	na	na	1
e153	Field.B	5	n	n	n	8/12/2005	Orthoptera	Acrididae	Chorthippus	curtipennis	na	na	2
e153	Field.B	5	n	n	n	8/12/2005	Orthoptera	Tettigoniidae	Conocephalus	saltans	na	na	4
e153	Field.B	5	n	n	n	8/12/2005	Orthoptera	Tettigoniidae	Conocephalus	brevipennis	na	na	1
e153	Field.B	5	n	n	n	8/12/2005	Hemiptera	Alydidae	Protenor	belfragei	na	na	1
e153	Field.B	5	n	n	n	8/12/2005	Homoptera	Delphacidae	Delphacodes	undet	na	na	2
e153	Field.B	5	n	n	n	8/12/2005	Homoptera	Issidae	Bruchomorpha	dorsata	na	na	2
e153	Field.B	5	n	n	n	8/12/2005	Homoptera	Cercopidae	Lepyronia	gibbosa	na	na	1
e153	Field.B	5	n	n	n	8/12/2005	Homoptera	Cercopidae	Philaenus(Philaenarcys)	bilineatus	na	na	15
e153	Field.B	5	n	n	n	8/12/2005	Homoptera	Cicadellidae	undet	undet	na	nymphs	5
e153	Field.B	5	n	n	n	8/12/2005	Homoptera	Cicadellidae	Quantas	sayi?	na	na	2
e153	Field.B	5	n	n	n	8/12/2005	Homoptera	Cicadellidae	Commellus	comma	na	na	4
e153	Field.B	5	n	n	n	8/12/2005	Homoptera	Aphididae	undet	undet	na	na	5
e153	Field.B	5	n	n	n	8/12/2005	Thysanoptera	undet	undet	undet	sp6.orange.pronotum	na	6
e153	Field.B	5	n	n	n	8/12/2005	Coleoptera	Melyridae	Attalus	undet	na	na	1
e153	Field.B	5	n	n	n	8/12/2005	Coleoptera	Lathridiidae	undet	undet	na	na	1
e153	Field.B	5	n	n	n	8/12/2005	Hymenoptera	Diprionidae	Diprion	simile	na	pupae/larvae	1
e153	Field.B	5	n	n	n	8/12/2005	Hymenoptera	Braconidae	Rogas	undet	na	na	1
e153	Field.B	5	n	n	n	8/12/2005	Hymenoptera	Pteromalidae	undet	undet	sp6.circle	na	12
e153	Field.B	5	n	n	n	8/12/2005	Hymenoptera	Eulophidae	Tetrastichus	undet	na	na	11
e153	Field.B	5	n	n	n	8/12/2005	Hymenoptera	Platygasteridae	undet	undet	na	na	5
e153	Field.B	5	n	n	n	8/12/2005	Hymenoptera	Formicidae	Paratrechina	parvula	na	na	3
e153	Field.B	5	n	n	n	8/12/2005	Hymenoptera	Formicidae	Proformica	neogagates	na	na	1
e153	Field.B	5	n	n	n	8/12/2005	Lepidoptera	Noctuidae	undet	undet	cutworm.small.brown.stripe	larvae	1
e153	Field.B	5	n	n	n	8/12/2005	Diptera	Chamaemyiidae	Chamaemyia	undet	na	na	9
e153	Field.B	5	n	n	n	8/12/2005	Diptera	Chamaemyiidae	Pseudodinia	undet	na	na	1
e153	Field.B	5	n	n	n	8/12/2005	Diptera	Sphaeroceridae	Leptocera	undet	na	na	1
e153	Field.B	5	n	n	n	8/12/2005	Diptera	Chloropidae	Olcella	undet	geniculate	na	1
e153	Field.B	5	n	n	n	8/12/2005	Araneae	Araneidae	Araneus	pratense	na	na	35
e153	Field.B	5	n	n	n	8/12/2005	Araneae	Thomisidae	Tibellus	undet	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Orthoptera	Acrididae	Chorthippus	curtipennis	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Orthoptera	Acrididae	Melanoplus	femurrubrum	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Orthoptera	Tettigoniidae	Conocephalus	saltans	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Hemiptera	Pentatomidae	Euschistus	undet	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Hemiptera	Alydidae	Protenor	belfragei	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Hemiptera	Lygaeidae	Phlegyas	abbreviatus	na	na	7
e153	Field.B	6	n	n	n	8/12/2005	Homoptera	Issidae	Bruchomorpha	tristis	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Homoptera	Issidae	Aphelonema	histrionica	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Homoptera	Acanaloniidae	Acanalonia	bivittata	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Homoptera	Cercopidae	Philaenus(Philaenarcys)	bilineatus	na	na	9
e153	Field.B	6	n	n	n	8/12/2005	Homoptera	Cicadellidae	undet	undet	na	nymphs	5
e153	Field.B	6	n	n	n	8/12/2005	Homoptera	Cicadellidae	Empoasca	fabae	na	na	2
e153	Field.B	6	n	n	n	8/12/2005	Homoptera	Cicadellidae (Typhlocybinae)	Typhlocyba	undet	na	na	21
e153	Field.B	6	n	n	n	8/12/2005	Homoptera	Cicadellidae	Macrosteles	fascifrons	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Homoptera	Cicadellidae	Doratura	stylata	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Homoptera	Cicadellidae	Laevicephalus	unicoloratus	na	na	4
e153	Field.B	6	n	n	n	8/12/2005	Homoptera	Cicadellidae	Quantas	sayi?	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Homoptera	Cicadellidae	Deltocephalus	undet	sp1.gnarus?	na	1
e153	Field.B	6	n	n	n	8/12/2005	Homoptera	Aphididae	undet	undet	na	na	5
e153	Field.B	6	n	n	n	8/12/2005	Thysanoptera	undet	undet	undet	sp4.orange.legs	na	5
e153	Field.B	6	n	n	n	8/12/2005	Coleoptera	Cantharidae	Chauliognathus	pennsylvanicus	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Coleoptera	Phalacridae	undet	undet	BK	na	5
e153	Field.B	6	n	n	n	8/12/2005	Coleoptera	Lathridiidae	undet	undet	na	na	10
e153	Field.B	6	n	n	n	8/12/2005	Coleoptera	Chrysomelidae	Diabrotica	barberi	na	na	2
e153	Field.B	6	n	n	n	8/12/2005	Coleoptera	Curculionidae	Apion	undet	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Hymenoptera	Diprionidae	Diprion	simile	na	pupae/larvae	1
e153	Field.B	6	n	n	n	8/12/2005	Hymenoptera	Pteromalidae	undet	undet	sp6.circle	na	1
e153	Field.B	6	n	n	n	8/12/2005	Hymenoptera	Eurytomidae	undet	undet	sp1.orange	na	1
e153	Field.B	6	n	n	n	8/12/2005	Hymenoptera	Eupelmidae	undet	undet	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Hymenoptera	Encyrtidae	undet	undet	sp3.green.elongate.small	na	3
e153	Field.B	6	n	n	n	8/12/2005	Hymenoptera	Eulophidae	Tetrastichus	undet	na	na	55
e153	Field.B	6	n	n	n	8/12/2005	Hymenoptera	Platygasteridae	undet	undet	na	na	13
e153	Field.B	6	n	n	n	8/12/2005	Hymenoptera	Formicidae	Myrmica	emeryana	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Hymenoptera	Formicidae	Monomorium	minimum	na	na	2
e153	Field.B	6	n	n	n	8/12/2005	Hymenoptera	Formicidae	Paratrechina	parvula	na	na	14
e153	Field.B	6	n	n	n	8/12/2005	Lepidoptera	Noctuidae	undet	undet	cutworm.green.stripe	larvae	2
e153	Field.B	6	n	n	n	8/12/2005	Diptera	Dolichopodidae	Dolichopus	undet	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Diptera	Chamaemyiidae	Chamaemyia	undet	na	na	10
e153	Field.B	6	n	n	n	8/12/2005	Diptera	Sphaeroceridae	Leptocera	undet	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Diptera	Chloropidae	Oscinella	undet	sp1.black	na	11
e153	Field.B	6	n	n	n	8/12/2005	Diptera	Chloropidae	Malloweia?	undet	yellow.legs	na	3
e153	Field.B	6	n	n	n	8/12/2005	Diptera	Chloropidae	Diplotoxa	versicolor	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Diptera	Anthomyiidae	Hylemya	undet	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Araneae	Araneidae	Araneus	pratense	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Araneae	Thomisidae	Misumenops	undet	na	na	1
e153	Field.B	6	n	n	n	8/12/2005	Araneae	Salticidae	Metaphidippus	undet	na	na	1
e153	Field.B	7	y	n	y	8/12/2005	Hemiptera	Miridae	Adelphocoris	lineolatus	na	na	1
e153	Field.B	7	y	n	y	8/12/2005	Hemiptera	Miridae	Lygus	lineolaris	na	na	11
e153	Field.B	7	y	n	y	8/12/2005	Homoptera	Delphacidae	Delphacodes	undet	na	na	1
e153	Field.B	7	y	n	y	8/12/2005	Homoptera	Cercopidae	Philaenus(Philaenarcys)	bilineatus	na	na	35
e153	Field.B	7	y	n	y	8/12/2005	Homoptera	Cicadellidae	undet	undet	na	nymphs	5
e153	Field.B	7	y	n	y	8/12/2005	Homoptera	Cicadellidae	Macrosteles	fascifrons	na	na	1
e153	Field.B	7	y	n	y	8/12/2005	Homoptera	Cicadellidae	Laevicephalus	unicoloratus	na	na	6
e153	Field.B	7	y	n	y	8/12/2005	Homoptera	Cicadellidae	Endria	inimica	na	na	1
e153	Field.B	7	y	n	y	8/12/2005	Homoptera	Psyllidae	Aphalara	undet	sp1.green.yellow	na	28
e153	Field.B	7	y	n	y	8/12/2005	Homoptera	Aphididae	undet	undet	na	na	5
e153	Field.B	7	y	n	y	8/12/2005	Thysanoptera	undet	undet	undet	sp4.orange.legs	na	3
e153	Field.B	7	y	n	y	8/12/2005	Neuroptera	Chrysopidae	undet	undet	na	larvae	1
e153	Field.B	7	y	n	y	8/12/2005	Neuroptera	Chrysopidae	Chrysopa	undet	na	adults	1
e153	Field.B	7	y	n	y	8/12/2005	Coleoptera	Cantharidae	Chauliognathus	pennsylvanicus	na	na	2
e153	Field.B	7	y	n	y	8/12/2005	Coleoptera	Coccinellidae	Hippodamia	parenthesis	na	na	1
e153	Field.B	7	y	n	y	8/12/2005	Coleoptera	Chrysomelidae	Diabrotica	barberi	na	na	1
e153	Field.B	7	y	n	y	8/12/2005	Hymenoptera	Pteromalidae	undet	undet	sp4.pointed.abdomen	na	1
e153	Field.B	7	y	n	y	8/12/2005	Hymenoptera	Eulophidae	Tetrastichus	undet	na	na	33
e153	Field.B	7	y	n	y	8/12/2005	Hymenoptera	Platygasteridae	undet	undet	na	na	4
e153	Field.B	7	y	n	y	8/12/2005	Hymenoptera	Tiphiidae	Tiphia	undet	na	na	1
e153	Field.B	7	y	n	y	8/12/2005	Hymenoptera	Formicidae	Monomorium	minimum	na	na	33
e153	Field.B	7	y	n	y	8/12/2005	Hymenoptera	Formicidae	Proformica	neogagates	na	na	1
e153	Field.B	7	y	n	y	8/12/2005	Lepidoptera	Lycaenidae	Everes	comyntas	na	na	1
e153	Field.B	7	y	n	y	8/12/2005	Lepidoptera	Pyralidae	Crambus	undet	na	na	2
e153	Field.B	7	y	n	y	8/12/2005	Lepidoptera	Noctuidae	undet	undet	forage.looper.red.stripe.Caenurgina?	larvae	1
