Datacode,Rectype,Recyear,Recmonth,Recday,Watershed,Repsite,Spcode,Genus,Species,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Total,Comments
PBG07,2,2014,8,5,0c1a,b,21,orphulella,speciosa,3,1,3,1,2,2,2,4,3,3,24,
PBG07,2,2014,8,5,0c1a,b,30,mermiria,spp.,,,,,,,,1,,,1,
PBG07,2,2014,8,5,0c1a,b,41,unknown,,1,,,,,,,,,,1,
PBG07,2,2014,8,5,0c1a,c,2,schistocerca,lineata,,,,,,,,,2,,2,
PBG07,2,2014,8,5,0c1a,c,5,campylacantha,olivacea,,,1,,,1,,,,,2,
PBG07,2,2014,8,5,0c1a,c,9,phoetaliotes,nebrascensis,,,2,,,,,,,,2,
PBG07,2,2014,8,5,0c1a,c,12,melanoplus,femurrubrum,1,,3,,1,1,1,,,,7,
PBG07,2,2014,8,5,0c1a,c,15,melanoplus,keeleri,,,2,2,2,,,,,,6,
PBG07,2,2014,8,5,0c1a,c,21,orphulella,speciosa,,,2,,,,4,,,,6,
PBG07,2,2014,8,5,0c1a,c,29,ageneotettix,deorum,,,,,,1,,,,,1,
PBG07,2,2014,8,5,0c1a,c,41,unknown,,,1,,,,,1,,,,2,
PBG07,2,2014,8,5,0c1a,d,4,hypochlora,alba,,,1,,,,,,,,1,
PBG07,2,2014,8,5,0c1a,d,9,phoetaliotes,nebrascensis,,,,,1,,1,,,,2,
PBG07,2,2014,8,5,0c1a,d,12,melanoplus,femurrubrum,1,,,,,,,,1,,1,
PBG07,2,2014,8,5,0c1a,d,15,melanoplus,keeleri,1,,,1,,,,,,,2,
PBG07,2,2014,8,5,0c1a,d,21,orphulella,speciosa,1,3,1,,3,,5,3,4,,20,
PBG07,2,2014,8,5,0c1a,d,29,ageneotettix,deorum,,,,1,,,,,,,1,
PBG07,2,2014,8,5,0c1a,d,41,unknown,,,1,,,,,,,,,1,
PBG07,2,2014,8,5,0c3a,a,5,campylacantha,olivacea,,,,,1,,,,,,1,
PBG07,2,2014,8,5,0c3a,a,9,phoetaliotes,nebrascensis,1,,,,1,,2,,2,1,7,
PBG07,2,2014,8,5,0c3a,a,10,melanoplus,scudderi,,,,1,,,,,,,1,
PBG07,2,2014,8,5,0c3a,a,15,melanoplus,keeleri,2,,,,,2,,1,,,5,
PBG07,2,2014,8,5,0c3a,a,21,orphulella,speciosa,,,1,1,1,2,,,1,,6,
PBG07,2,2014,8,5,0c3a,a,23,mermiria,bivittata,,,,,,1,,,,,1,
PBG07,2,2014,8,5,0c3a,b,4,hypochlora,alba,,,,,,,,1,,,1,
PBG07,2,2014,8,5,0c3a,b,5,campylacantha,olivacea,,,,,,1,,,,,1,
PBG07,2,2014,8,5,0c3a,b,7,hesperotettix,viridis,,,,,,1,,,,,1,
PBG07,2,2014,8,5,0c3a,b,9,phoetaliotes,nebrascensis,,,,1,,2,,,1,3,7,
PBG07,2,2014,8,5,0c3a,b,12,melanoplus,femurrubrum,,2,,1,,,,,2,2,7,
PBG07,2,2014,8,5,0c3a,b,13,melanoplus,packardii,,,,,,,,,,1,1,
PBG07,2,2014,8,5,0c3a,b,20,syrbula,admirabilis,,,,,,,,,,2,2,
PBG07,2,2014,8,5,0c3a,b,21,orphulella,speciosa,3,3,,3,,3,2,1,1,2,18,
PBG07,2,2014,8,5,0c3a,b,30,mermiria,spp.,,,,,,1,1,,,1,3,
PBG07,2,2014,8,5,0c3a,c,9,phoetaliotes,nebrascensis,,,1,,2,,,,,1,4,
PBG07,2,2014,8,5,0c3a,c,10,melanoplus,scudderi,1,,,,,,1,,,,2,
PBG07,2,2014,8,5,0c3a,c,12,melanoplus,femurrubrum,,,,2,,,,,,,2,
PBG07,2,2014,8,5,0c3a,c,15,melanoplus,keeleri,,1,,,,,,1,,2,4,
PBG07,2,2014,8,5,0c3a,c,21,orphulella,speciosa,2,,1,,1,4,1,,2,1,12,
PBG07,2,2014,8,5,0c3a,c,30,mermiria,spp.,1,,,,,,,,1,,2,
PBG07,2,2014,8,5,0c3a,d,4,hypochlora,alba,,,,,,,1,,,1,2,
PBG07,2,2014,8,5,0c3a,d,9,phoetaliotes,nebrascensis,,,,,,,,,,1,1,
PBG07,2,2014,8,5,0c3a,d,15,melanoplus,keeleri,,,1,,1,,,,,2,4,
PBG07,2,2014,8,5,0c3a,d,21,orphulella,speciosa,1,,1,,,,,1,1,,4,
PBG07,2,2014,8,5,0c3b,a,4,hypochlora,alba,,,,1,3,,,,,,4,
PBG07,2,2014,8,5,0c3b,a,5,campylacantha,olivacea,,1,,,,,,,,,1,
PBG07,2,2014,8,5,0c3b,a,9,phoetaliotes,nebrascensis,1,,,,,,,1,2,,4,
PBG07,2,2014,8,5,0c3b,a,12,melanoplus,femurrubrum,1,3,,,4,,,,,,8,
PBG07,2,2014,8,5,0c3b,a,15,melanoplus,keeleri,,,2,1,,,3,,1,,7,
PBG07,2,2014,8,5,0c3b,a,21,orphulella,speciosa,2,6,2,1,1,1,3,4,4,6,30,
PBG07,2,2014,8,5,0c3b,a,40,arphia,spp.,,,,,,,,,,1,1,
PBG07,2,2014,8,5,0c3b,b,5,campylacantha,olivacea,,,,,,1,,,1,,2,
PBG07,2,2014,8,5,0c3b,b,7,hesperotettix,viridis,1,,,,,,,,,,1,
PBG07,2,2014,8,5,0c3b,b,9,phoetaliotes,nebrascensis,,1,,,1,,,1,,,3,
PBG07,2,2014,8,5,0c3b,b,10,melanoplus,scudderi,,,1,,,,1,,,,2,
PBG07,2,2014,8,5,0c3b,b,12,melanoplus,femurrubrum,,,,,1,,,,,,1,
PBG07,2,2014,8,5,0c3b,b,15,melanoplus,keeleri,,1,,,,,1,,1,1,4,
PBG07,2,2014,8,5,0c3b,b,21,orphulella,speciosa,2,1,1,3,3,,3,1,1,,15,
PBG07,2,2014,8,5,0c3b,b,22,mermiria,picta,,,,,,,1,,,,1,
PBG07,2,2014,8,5,0c3b,b,30,mermiria,spp.,,,,,,,,,1,,1,
PBG07,2,2014,8,5,0c3b,c,4,hypochlora,alba,,,,,,,1,,,,1,
PBG07,2,2014,8,5,0c3b,c,9,phoetaliotes,nebrascensis,,,,1,,,2,,2,,5,
PBG07,2,2014,8,5,0c3b,c,10,melanoplus,scudderi,,,,,,,,1,,,1,
PBG07,2,2014,8,5,0c3b,c,12,melanoplus,femurrubrum,,,,,,1,,,,,1,
PBG07,2,2014,8,5,0c3b,c,15,melanoplus,keeleri,,,,,,1,,3,,2,6,
PBG07,2,2014,8,5,0c3b,c,16,melanoplus,bivittatus,,,,,,,,,,1,1,
PBG07,2,2014,8,5,0c3b,c,21,orphulella,speciosa,1,,,,,3,,1,,2,7,
PBG07,2,2014,8,5,0c3b,c,41,unknown,,,,,,,,,,,1,1,
PBG07,2,2014,8,5,0c3b,d,5,campylacantha,olivacea,1,,,,,,,,,,1,
PBG07,2,2014,8,5,0c3b,d,9,phoetaliotes,nebrascensis,1,,1,,,,,2,,,4,
PBG07,2,2014,8,5,0c3b,d,12,melanoplus,femurrubrum,,,,,,,1,,,,1,
PBG07,2,2014,8,5,0c3b,d,15,melanoplus,keeleri,,,,,1,3,,1,,,5,
PBG07,2,2014,8,5,0c3b,d,20,syrbula,admirabilis,,,,,,,,,,1,1,
PBG07,2,2014,8,5,0c3b,d,21,orphulella,speciosa,,2,2,,1,,,,1,2,8,
PBG07,2,2014,8,5,0c3c,a,4,hypochlora,alba,,,,1,,,,,,,1,
PBG07,2,2014,8,5,0c3c,a,5,campylacantha,olivacea,,,,1,,,,,,,1,
PBG07,2,2014,8,5,0c3c,a,7,hesperotettix,viridis,1,,,,,,,,,,1,
PBG07,2,2014,8,5,0c3c,a,9,phoetaliotes,nebrascensis,,3,,,1,,2,,1,1,8,
PBG07,2,2014,8,5,0c3c,a,10,melanoplus,scudderi,1,,,,,,,1,,,2,
PBG07,2,2014,8,5,0c3c,a,15,melanoplus,keeleri,1,,,,,2,,,2,,5,
PBG07,2,2014,8,5,0c3c,a,21,orphulella,speciosa,1,1,1,1,1,3,1,,,,9,
PBG07,2,2014,8,5,0c3c,a,30,mermiria,spp.,,,,1,,,1,,,,2,
PBG07,2,2014,8,5,0c3c,b,4,hypochlora,alba,1,,,1,,,,,,,2,
PBG07,2,2014,8,5,0c3c,b,7,hesperotettix,viridis,,,1,,,,,,,,1,
PBG07,2,2014,8,5,0c3c,b,9,phoetaliotes,nebrascensis,1,2,,,3,3,1,,1,,11,
PBG07,2,2014,8,5,0c3c,b,10,melanoplus,scudderi,,,,,,,,,,1,1,
PBG07,2,2014,8,5,0c3c,b,15,melanoplus,keeleri,,2,2,,1,,,1,1,,7,
PBG07,2,2014,8,5,0c3c,b,20,syrbula,admirabilis,,1,,,,,,,,1,2,
PBG07,2,2014,8,5,0c3c,b,21,orphulella,speciosa,,3,,1,1,2,1,1,1,,12,
PBG07,2,2014,8,5,0c3c,b,30,mermiria,spp.,1,,,,,1,,,,,2,
PBG07,2,2014,8,5,0c3c,b,40,arphia,spp.,,,,,,,,,1,,1,
PBG07,2,2014,8,5,0c3c,c,2,schistocerca,lineata,1,,,,,,,,,,1,
PBG07,2,2014,8,5,0c3c,c,9,phoetaliotes,nebrascensis,5,7,1,4,5,2,1,5,1,,31,
PBG07,2,2014,8,5,0c3c,c,10,melanoplus,scudderi,1,,,,,,,,2,,3,
PBG07,2,2014,8,5,0c3c,c,15,melanoplus,keeleri,,,,,1,,,,1,,2,
PBG07,2,2014,8,5,0c3c,c,16,melanoplus,bivittatus,,,,1,,,,,,,1,
PBG07,2,2014,8,5,0c3c,c,20,syrbula,admirabilis,,,,,,,3,,1,,4,
PBG07,2,2014,8,5,0c3c,c,21,orphulella,speciosa,2,1,1,2,1,,1,,,,8,
PBG07,2,2014,8,5,0c3c,c,30,mermiria,spp.,2,3,2,1,,3,1,,,,12,
PBG07,2,2014,8,5,0c3c,d,9,phoetaliotes,nebrascensis,4,2,1,,4,3,2,5,6,1,28,
PBG07,2,2014,8,5,0c3c,d,10,melanoplus,scudderi,,2,,,,,,1,1,,4,
PBG07,2,2014,8,5,0c3c,d,15,melanoplus,keeleri,,1,,,,,,1,1,,3,
PBG07,2,2014,8,5,0c3c,d,20,syrbula,admirabilis,1,1,,,,,,,,,2,
PBG07,2,2014,8,5,0c3c,d,21,orphulella,speciosa,1,2,4,3,2,,1,3,2,,18,
PBG07,2,2014,8,5,0c3c,d,30,mermiria,spp.,1,3,,,,1,,1,1,,7,
PBG07,2,2014,8,5,c1sb,a,2,schistocerca,lineata,,,,1,,1,1,,1,,5,
PBG07,2,2014,8,5,c1sb,a,9,phoetaliotes,nebrascensis,3,2,,1,3,1,1,,1,1,13,
PBG07,2,2014,8,5,c1sb,a,10,melanoplus,scudderi,2,,1,,2,,,,1,1,7,
PBG07,2,2014,8,5,c1sb,a,15,melanoplus,keeleri,2,,2,1,,4,1,1,1,,12,
PBG07,2,2014,8,5,c1sb,a,16,melanoplus,bivittatus,,,,,,1,,,1,,2,
PBG07,2,2014,8,5,c1sb,a,21,orphulella,speciosa,6,4,,,4,1,,2,2,2,21,
PBG07,2,2014,8,5,c1sb,a,23,mermiria,bivittata,,,,,,3,2,,1,2,8,
PBG07,2,2014,8,5,c1sb,a,30,mermiria,spp.,4,,,1,,,,,1,,6,
PBG07,2,2014,8,5,c1sb,a,33,arphia,xanthoptera,,,,,,,,,1,,1,
PBG07,2,2014,8,5,c1sb,b,2,schistocerca,lineata,,,,,,1,1,,,,2,
PBG07,2,2014,8,5,c1sb,b,5,campylacantha,olivacea,,,,,1,,1,2,,,4,
PBG07,2,2014,8,5,c1sb,b,9,phoetaliotes,nebrascensis,2,,3,1,3,1,,,1,2,13,
PBG07,2,2014,8,5,c1sb,b,10,melanoplus,scudderi,,,,,,,,1,,,1,
PBG07,2,2014,8,5,c1sb,b,12,melanoplus,femurrubrum,,,3,2,,,3,,,,8,
PBG07,2,2014,8,5,c1sb,b,15,melanoplus,keeleri,,,,,1,2,,2,1,1,7,
PBG07,2,2014,8,5,c1sb,b,16,melanoplus,bivittatus,,,,,,1,,,,,1,
PBG07,2,2014,8,5,c1sb,b,20,syrbula,admirabilis,,,,1,,,1,,,3,5,
PBG07,2,2014,8,5,c1sb,b,21,orphulella,speciosa,2,2,1,2,2,2,1,3,,,15,
PBG07,2,2014,8,5,c1sb,b,23,mermiria,bivittata,,,,,,2,,1,,,3,
PBG07,2,2014,8,5,c1sb,b,30,mermiria,spp.,,,,,,,,,1,,1,
PBG07,2,2014,8,5,c1sb,b,40,arphia,spp.,,,,,,,2,,,,2,
PBG07,2,2014,8,5,c1sb,c,2,schistocerca,lineata,,,,,1,,,1,,,2,
PBG07,2,2014,8,5,c1sb,c,4,hypochlora,alba,,3,,,,,,,1,1,5,
PBG07,2,2014,8,5,c1sb,c,5,campylacantha,olivacea,,1,,1,,,,,,1,3,
PBG07,2,2014,8,5,c1sb,c,9,phoetaliotes,nebrascensis,,,1,1,2,1,4,2,1,,12,
PBG07,2,2014,8,5,c1sb,c,10,melanoplus,scudderi,,1,,,,,2,1,,,4,
PBG07,2,2014,8,5,c1sb,c,12,melanoplus,femurrubrum,,,2,1,,1,,,,,4,
PBG07,2,2014,8,5,c1sb,c,13,melanoplus,packardii,,,,,,1,,,,,1,
PBG07,2,2014,8,5,c1sb,c,15,melanoplus,keeleri,1,,,1,,1,2,2,,2,9,
PBG07,2,2014,8,5,c1sb,c,16,melanoplus,bivittatus,1,,,,,,,,,,1,
PBG07,2,2014,8,5,c1sb,c,20,syrbula,admirabilis,,,,,1,,,,,,1,
PBG07,2,2014,8,5,c1sb,c,21,orphulella,speciosa,5,8,3,6,3,5,5,8,4,8,44,
PBG07,2,2014,8,5,c1sb,c,30,mermiria,spp.,,,,,1,,,1,,,2,
PBG07,2,2014,8,5,c1sb,c,39,pardalophora,haldemani,2,,,,,,,,,,2,
PBG07,2,2014,8,5,c1sb,c,40,arphia,spp.,1,,,,,,,,,,1,
PBG07,2,2014,8,5,c1sb,c,41,unknown,,,,,,,,,,1,,1,
PBG07,2,2014,8,5,c1sb,d,2,schistocerca,lineata,,1,,,,,,1,,,2,
PBG07,2,2014,8,5,c1sb,d,4,hypochlora,alba,1,,6,,,,,,,,7,
PBG07,2,2014,8,5,c1sb,d,5,campylacantha,olivacea,,,1,1,,,,,,2,4,
PBG07,2,2014,8,5,c1sb,d,9,phoetaliotes,nebrascensis,1,1,2,,1,4,1,,5,3,18,
PBG07,2,2014,8,5,c1sb,d,10,melanoplus,scudderi,1,,,,,,1,1,,,3,
PBG07,2,2014,8,5,c1sb,d,12,melanoplus,femurrubrum,,,2,1,,1,,,1,,5,
PBG07,2,2014,8,5,c1sb,d,13,melanoplus,packardii,,,1,,,,,,,,1,
PBG07,2,2014,8,5,c1sb,d,15,melanoplus,keeleri,2,2,1,2,6,2,2,5,3,3,28,
PBG07,2,2014,8,5,c1sb,d,16,melanoplus,bivittatus,1,2,1,,1,,,,,1,6,
PBG07,2,2014,8,5,c1sb,d,20,syrbula,admirabilis,,,,,,,,,1,1,2,
PBG07,2,2014,8,5,c1sb,d,21,orphulella,speciosa,3,2,6,5,2,10,11,11,7,4,61,
PBG07,2,2014,8,5,c1sb,d,30,mermiria,spp.,1,2,1,,,,,3,2,,9,
PBG07,2,2014,8,5,c1sb,d,40,arphia,spp.,,,,,,,,,,1,1,
PBG07,2,2014,8,5,c3sa,a,4,hypochlora,alba,2,,,2,,,2,,,,6,
PBG07,2,2014,8,5,c3sa,a,5,campylacantha,olivacea,,,,1,,1,1,,,,3,
PBG07,2,2014,8,5,c3sa,a,9,phoetaliotes,nebrascensis,,,1,,,,,1,,,2,
PBG07,2,2014,8,5,c3sa,a,10,melanoplus,scudderi,1,,,,,,1,,,,2,
PBG07,2,2014,8,5,c3sa,a,12,melanoplus,femurrubrum,,,1,,1,,2,,,,4,
PBG07,2,2014,8,5,c3sa,a,15,melanoplus,keeleri,3,1,3,,,,1,,,,8,
PBG07,2,2014,8,5,c3sa,a,21,orphulella,speciosa,2,3,2,4,,,1,1,,2,15,
PBG07,2,2014,8,5,c3sa,a,29,ageneotettix,deorum,,,,,,,,,,1,1,
PBG07,2,2014,8,5,c3sa,a,41,unknown,,,,,,1,,,,1,1,3,
PBG07,2,2014,8,5,c3sa,b,4,hypochlora,alba,,,1,,,,,,,,,
PBG07,2,2014,8,5,c3sa,b,5,campylacantha,olivacea,,,,,1,,,,,2,3,
PBG07,2,2014,8,5,c3sa,b,12,melanoplus,femurrubrum,,,,,,1,,,,,1,
PBG07,2,2014,8,5,c3sa,b,13,melanoplus,packardii,,,,,,,,1,,,1,
PBG07,2,2014,8,5,c3sa,b,15,melanoplus,keeleri,3,1,,,1,1,1,,1,3,11,
PBG07,2,2014,8,5,c3sa,b,16,melanoplus,bivittatus,,2,,,,,,,,,2,
PBG07,2,2014,8,5,c3sa,b,21,orphulella,speciosa,,3,1,,2,1,2,2,2,1,14,
PBG07,2,2014,8,5,c3sa,b,33,arphia,xanthoptera,,,1,,,,,,,,,
PBG07,2,2014,8,5,c3sa,c,4,hypochlora,alba,1,1,,,,3,2,1,,,8,
PBG07,2,2014,8,5,c3sa,c,5,campylacantha,olivacea,,,,1,,,,,,,1,
PBG07,2,2014,8,5,c3sa,c,12,melanoplus,femurrubrum,3,,,7,2,,4,4,3,5,28,
PBG07,2,2014,8,5,c3sa,c,15,melanoplus,keeleri,,,,,,,2,1,,1,4,
PBG07,2,2014,8,5,c3sa,c,16,melanoplus,bivittatus,,,,,,,,,,1,1,
PBG07,2,2014,8,5,c3sa,c,21,orphulella,speciosa,,1,,,,,,,2,1,4,
PBG07,2,2014,8,5,c3sa,d,9,phoetaliotes,nebrascensis,,,,,,,1,2,,,3,
PBG07,2,2014,8,5,c3sa,d,12,melanoplus,femurrubrum,,1,,,,1,,,,,2,
PBG07,2,2014,8,5,c3sa,d,13,melanoplus,packardii,,,,,,,,,,1,1,
PBG07,2,2014,8,5,c3sa,d,15,melanoplus,keeleri,,1,,,,,1,4,,,6,
PBG07,2,2014,8,5,c3sa,d,16,melanoplus,bivittatus,,,,,1,,,,,,1,
PBG07,2,2014,8,5,c3sa,d,20,syrbula,admirabilis,1,,,,,1,,,,,2,
PBG07,2,2014,8,5,c3sa,d,21,orphulella,speciosa,,3,1,,1,4,,2,3,1,15,
PBG07,2,2014,8,5,c3sa,d,23,mermiria,bivittata,,,,,,,,,1,,1,
PBG07,2,2014,8,5,c3sa,d,40,arphia,spp.,,,,,,,1,,,,1,
PBG07,2,2014,8,5,c3sb,a,2,schistocerca,lineata,1,,,,,,,,,,1,
PBG07,2,2014,8,5,c3sb,a,4,hypochlora,alba,,,,,,2,,2,,1,5,
PBG07,2,2014,8,5,c3sb,a,5,campylacantha,olivacea,,,1,,,,,,1,,2,
PBG07,2,2014,8,5,c3sb,a,10,melanoplus,scudderi,,,,,1,,,,,,1,
PBG07,2,2014,8,5,c3sb,a,12,melanoplus,femurrubrum,,,1,,1,2,1,,1,1,7,
PBG07,2,2014,8,5,c3sb,a,15,melanoplus,keeleri,,1,1,1,3,1,,2,,3,12,
PBG07,2,2014,8,5,c3sb,a,21,orphulella,speciosa,2,4,1,,6,2,2,2,,3,22,
PBG07,2,2014,8,5,c3sb,a,30,mermiria,spp.,,,,,,,,1,,,1,
PBG07,2,2014,8,5,c3sb,a,33,arphia,xanthoptera,,,,,,,1,,1,,2,
PBG07,2,2014,8,5,c3sb,b,2,schistocerca,lineata,,1,,,,,,,,,1,
PBG07,2,2014,8,5,c3sb,b,5,campylacantha,olivacea,,,,,,,,1,,1,2,
PBG07,2,2014,8,5,c3sb,b,9,phoetaliotes,nebrascensis,,,,,,1,1,,,1,3,
PBG07,2,2014,8,5,c3sb,b,10,melanoplus,scudderi,1,,,,,,,,,,1,
PBG07,2,2014,8,5,c3sb,b,12,melanoplus,femurrubrum,1,1,,,,3,1,1,1,,8,
PBG07,2,2014,8,5,c3sb,b,13,melanoplus,packardii,,,,,,,1,,,,1,
PBG07,2,2014,8,5,c3sb,b,15,melanoplus,keeleri,1,,,,,,1,2,2,,6,
PBG07,2,2014,8,5,c3sb,b,20,syrbula,admirabilis,,,,,,,,,1,,1,
PBG07,2,2014,8,5,c3sb,b,21,orphulella,speciosa,1,,1,,3,3,5,6,1,2,22,
PBG07,2,2014,8,5,c3sb,b,30,mermiria,spp.,,,,,,,1,,,1,2,
PBG07,2,2014,8,5,c3sb,c,4,hypochlora,alba,,,1,,,,,,,,1,
PBG07,2,2014,8,5,c3sb,c,5,campylacantha,olivacea,,1,2,,,,,,,,3,
PBG07,2,2014,8,5,c3sb,c,9,phoetaliotes,nebrascensis,,,,,,2,,,,,2,
PBG07,2,2014,8,5,c3sb,c,10,melanoplus,scudderi,,,1,,,,,,,,1,
PBG07,2,2014,8,5,c3sb,c,12,melanoplus,femurrubrum,,,,,,,,,1,,1,
PBG07,2,2014,8,5,c3sb,c,15,melanoplus,keeleri,,1,,,,,,,,,1,
PBG07,2,2014,8,5,c3sb,c,21,orphulella,speciosa,1,1,,,1,,,1,3,1,8,
PBG07,2,2014,8,5,c3sb,c,30,mermiria,spp.,1,,,1,,1,,2,1,1,7,
PBG07,2,2014,8,5,c3sb,d,2,schistocerca,lineata,,,,,,,,,1,,1,
PBG07,2,2014,8,5,c3sb,d,4,hypochlora,alba,,,,,,,2,,2,,4,
PBG07,2,2014,8,5,c3sb,d,5,campylacantha,olivacea,,,,,,1,,1,,,2,
PBG07,2,2014,8,5,c3sb,d,9,phoetaliotes,nebrascensis,,,,,,,,,,2,2,
PBG07,2,2014,8,5,c3sb,d,10,melanoplus,scudderi,,1,,,,,,,,,1,
PBG07,2,2014,8,5,c3sb,d,12,melanoplus,femurrubrum,,,,,,,,,,1,1,
PBG07,2,2014,8,5,c3sb,d,15,melanoplus,keeleri,1,,,,,1,,1,,1,4,
PBG07,2,2014,8,5,c3sb,d,21,orphulella,speciosa,1,1,,,5,,,,,4,11,
PBG07,2,2014,8,5,c3sb,d,30,mermiria,spp.,1,,,1,,,,,,,2,
PBG07,2,2014,8,5,c3sc,a,4,hypochlora,alba,,,,,1,,,,,,1,
PBG07,2,2014,8,5,c3sc,a,5,campylacantha,olivacea,,1,,,,,,,,,1,
PBG07,2,2014,8,5,c3sc,a,7,hesperotettix,viridis,,,1,,,,,,,,1,
PBG07,2,2014,8,5,c3sc,a,9,phoetaliotes,nebrascensis,2,1,,,2,,1,1,2,,9,
PBG07,2,2014,8,5,c3sc,a,12,melanoplus,femurrubrum,1,,,,,,1,1,,,3,
PBG07,2,2014,8,5,c3sc,a,20,syrbula,admirabilis,1,,,,,,,,,,1,
PBG07,2,2014,8,5,c3sc,a,21,orphulella,speciosa,,1,1,,1,,1,,,,4,
PBG07,2,2014,8,5,c3sc,a,30,mermiria,spp.,1,,,,,,,,1,2,4,
PBG07,2,2014,8,5,c3sc,b,5,campylacantha,olivacea,,,,,,1,,,,,1,
PBG07,2,2014,8,5,c3sc,b,9,phoetaliotes,nebrascensis,1,,1,,2,,,1,1,1,7,
PBG07,2,2014,8,5,c3sc,b,12,melanoplus,femurrubrum,,,1,,1,1,,,,2,5,
PBG07,2,2014,8,5,c3sc,b,20,syrbula,admirabilis,,1,,,,,,,,,1,
PBG07,2,2014,8,5,c3sc,b,21,orphulella,speciosa,1,,5,,2,1,1,3,,,13,
PBG07,2,2014,8,5,c3sc,c,4,hypochlora,alba,,,1,,,,,,2,,3,
PBG07,2,2014,8,5,c3sc,c,7,hesperotettix,viridis,,,,,1,,,,,,1,
PBG07,2,2014,8,5,c3sc,c,9,phoetaliotes,nebrascensis,2,,,,1,1,,,,1,5,
PBG07,2,2014,8,5,c3sc,c,12,melanoplus,femurrubrum,,2,,,1,1,1,1,1,1,8,
PBG07,2,2014,8,5,c3sc,c,15,melanoplus,keeleri,1,,,,1,,,,,,2,
PBG07,2,2014,8,5,c3sc,c,21,orphulella,speciosa,,,,,1,1,1,,1,1,5,
PBG07,2,2014,8,5,c3sc,c,30,mermiria,spp.,,,,,,,,,1,,1,
PBG07,2,2014,8,5,c3sc,c,33,arphia,xanthoptera,,,,,,,,,1,,1,
PBG07,2,2014,8,5,c3sc,c,34,arphia,simplex,,,,1,,,,,,,1,
PBG07,2,2014,8,5,c3sc,d,7,hesperotettix,viridis,,1,,,,,,,,,1,
PBG07,2,2014,8,5,c3sc,d,9,phoetaliotes,nebrascensis,,,,1,1,,,,,,2,
PBG07,2,2014,8,5,c3sc,d,12,melanoplus,femurrubrum,,,,3,,,,,,,3,
PBG07,2,2014,8,5,c3sc,d,15,melanoplus,keeleri,,,,,,,,,1,,1,
PBG07,2,2014,8,5,c3sc,d,20,syrbula,admirabilis,,,,,1,,,,,,1,
PBG07,2,2014,8,5,c3sc,d,21,orphulella,speciosa,1,,2,2,2,1,3,1,1,,13,
PBG07,2,2015,7,28,0c3a,a,10,Melanoplus,scudderi,,,,,,,,1,,,1,
PBG07,2,2015,7,28,0c3a,a,15,Melanoplus,keeleri,,,,,,1,,,,,1,
PBG07,2,2015,7,28,0c3a,a,21,Orphulella,speciosa,,,,,,,,1,,,1,
PBG07,2,2015,7,28,0c3a,a,27,Boopedon,nubilum,,,1,,,,,,,,1,
PBG07,2,2015,7,28,0c3a,a,56,Oecanthinae,spp.,,1,,,,,,,,,1,
PBG07,2,2015,7,28,0c3a,a,59,Tettigoniidae,spp.,1,1,,,,,1,1,1,,5,
PBG07,2,2015,7,28,0c3a,b,9,Phoetaliotes,nebrascensis,,,,1,1,,,,,,2,
PBG07,2,2015,7,28,0c3a,b,12,Melanoplus,femurrubrum,,,,,,,,,,2,2,
PBG07,2,2015,7,28,0c3a,b,21,Orphulella,speciosa,,,,,,,,,,1,1,
PBG07,2,2015,7,28,0c3a,b,56,Oecanthinae,spp.,,,,,,,,,,1,1,
PBG07,2,2015,7,28,0c3a,b,59,Tettigoniidae,spp.,,,,,1,,1,,1,,3,
PBG07,2,2015,7,28,0c3a,c,21,Orphulella,speciosa,,,,,,,,1,,,1,
PBG07,2,2015,7,28,0c3a,c,59,Tettigoniidae,spp.,1,2,1,3,1,1,,1,,2,12,
PBG07,2,2015,7,28,0c3a,d,4,Hypochlora,alba,,,,,,1,,,,,1,
PBG07,2,2015,7,28,0c3a,d,9,Phoetaliotes,nebrascensis,1,,,,,,,,,,1,
PBG07,2,2015,7,28,0c3a,d,17,Melanoplus,confusus,1,,,,,,,,,,1,
PBG07,2,2015,7,28,0c3a,d,21,Orphulella,speciosa,,,1,,,,,,,,1,
PBG07,2,2015,7,28,0c3a,d,56,Oecanthinae,spp.,1,,,,,,,,,,1,
PBG07,2,2015,7,28,0c3a,d,59,Tettigoniidae,spp.,1,,,,,1,1,2,3,,8,
PBG07,2,2015,7,28,0c3b,a,7,Hesperotettix,viridis,,1,,,,,,,,,1,
PBG07,2,2015,7,28,0c3b,a,9,Phoetaliotes,nebrascensis,,,,1,,,,1,,,2,
PBG07,2,2015,7,28,0c3b,a,10,Melanoplus,scudderi,,,,,,,1,,,,1,
PBG07,2,2015,7,28,0c3b,a,15,Melanoplus,keeleri,,,,,1,,,,,,1,
PBG07,2,2015,7,28,0c3b,a,21,Orphulella,speciosa,,,1,,,,,,,,1,
PBG07,2,2015,7,28,0c3b,a,56,Oecanthinae,spp.,,1,2,1,1,,,,,,5,
PBG07,2,2015,7,28,0c3b,a,59,Tettigoniidae,spp.,,,,,1,,,3,,,4,
PBG07,2,2015,7,28,0c3b,b,9,Phoetaliotes,nebrascensis,1,,2,,,1,,,,,4,
PBG07,2,2015,7,28,0c3b,b,15,Melanoplus,keeleri,,,,,1,,,,,,1,
PBG07,2,2015,7,28,0c3b,b,21,Orphulella,speciosa,,,1,,,,,,,,1,
