year,quarter,treatment,block,plot,subplot,subplot.t,res.mass,tot.nh4,tot.no3,res.nh4,res.no3,tot.n,res.n,daily.nh4,daily.no3,daily.n
2008,4,hardwood control,valley,8,A,C,1.07,5442,22.68,2747.664,21.196,5464.68,2768.86,30.194,0.233,30.427
2008,4,hardwood control,valley,8,B,X,1.07,109.2,-4.248,5085.981,-3.97,104.952,5082.011,55.89,-0.044,55.846
2008,4,hardwood control,valley,8,B,D,0.96,63.6,-4.314,113.75,-4.494,59.286,109.256,1.25,-0.049,1.201
2008,4,hardwood control,valley,8,B,C,0.97,54.48,-5.208,65.567,-5.369,49.272,60.198,0.721,-0.059,0.662
2009,1,girdled,valley,1,A,C,1.11,114,33.564,102.703,30.238,147.564,132.941,1.141,0.336,1.64
2009,1,girdled,valley,1,A,D,1.14,888,5.244,778.947,4.6,893.244,783.547,8.655,0.051,9.925
2009,1,girdled,valley,1,A,X,1.13,48.96,12.924,43.327,11.437,61.884,54.765,0.481,0.127,0.688
2009,1,girdled,valley,1,B,C,1.1,56.58,0.936,51.436,0.851,57.516,52.287,0.572,0.009,0.639
2009,1,girdled,valley,1,B,D,1.11,44.58,6.924,40.162,6.238,51.504,46.4,0.446,0.069,0.572
2009,1,girdled,valley,1,B,X,1.14,96,3.924,84.211,3.442,99.924,87.653,0.936,0.038,1.11
2009,1,logged,valley,2,A,C,1.15,47.52,0,41.322,0,47.52,41.322,0.459,0,0.528
2009,1,logged,valley,2,A,D,1.14,52.44,0.432,46,0.379,52.872,46.379,0.511,0.004,0.587
2009,1,logged,valley,2,A,X,1.08,72.6,4.224,67.222,3.911,76.824,71.133,0.747,0.043,0.854
2009,1,logged,valley,2,B,C,1.1,64.8,0,58.909,0,64.8,58.909,0.655,0,0.72
2009,1,logged,valley,2,B,D,1.11,35.1,1.26,31.622,1.135,36.36,32.757,0.351,0.013,0.404
2009,1,logged,valley,2,B,X,1.07,45.6,0,42.617,0,45.6,42.617,0.474,0,0.507
2009,1,hemlock control,valley,3,A,C,1.15,60.6,24.384,52.696,21.203,84.984,73.899,0.586,0.236,0.944
2009,1,hemlock control,valley,3,A,D,NA,,,,,,,,,
2009,1,hemlock control,valley,3,A,X,1.1,57,0,51.818,0,57,51.818,0.576,0,0.633
2009,1,hemlock control,valley,3,B,C,1.12,53.58,0.684,47.839,0.611,54.264,48.45,0.532,0.007,0.603
2009,1,hemlock control,valley,3,B,D,1.14,74.4,90.984,65.263,79.811,165.384,145.074,0.725,0.887,1.838
2009,1,hemlock control,valley,3,B,X,1.13,66,18.384,58.407,16.269,84.384,74.676,0.649,0.181,0.938
2009,1,logged,ridge,4,A,C,1.15,88.2,4.704,76.696,4.09,92.904,80.786,0.852,0.045,1.032
2009,1,logged,ridge,4,A,D,1.17,51.24,0,43.795,0,51.24,43.795,0.487,0,0.569
2009,1,logged,ridge,4,A,X,1.06,90,24.924,84.906,23.513,114.924,108.419,0.943,0.261,1.277
2009,1,logged,ridge,4,B,C,1.16,61.8,18.684,53.276,16.107,80.484,69.383,0.592,0.179,0.894
2009,1,logged,ridge,4,B,D,1.15,47.94,0,41.687,0,47.94,41.687,0.463,0,0.533
2009,1,logged,ridge,4,B,X,1.11,63.6,8.004,57.297,7.211,71.604,64.508,0.637,0.08,0.796
2009,1,girdled,ridge,5,A,C,1.12,62.4,7.884,55.714,7.039,70.284,62.754,0.619,0.078,0.781
2009,1,girdled,ridge,5,A,D,1.14,61.2,2.172,53.684,1.905,63.372,55.589,0.596,0.021,0.704
2009,1,girdled,ridge,5,A,X,1.1,84,39.324,76.364,35.749,123.324,112.113,0.848,0.397,1.37
2009,1,girdled,ridge,5,B,C,1.08,54.48,0,50.444,0,54.48,50.444,0.56,0,0.605
2009,1,girdled,ridge,5,B,D,1.11,45.9,0,41.351,0,45.9,41.351,0.459,0,0.51
2009,1,girdled,ridge,5,B,X,1.13,57.96,2.304,51.292,2.039,60.264,53.331,0.57,0.023,0.67
2009,1,hemlock control,ridge,6,A,C,1.06,69.6,2.424,65.66,2.287,72.024,67.947,0.73,0.025,0.8
2009,1,hemlock control,ridge,6,A,D,1.05,69.6,0,66.286,0,69.6,66.286,0.737,0,0.773
2009,1,hemlock control,ridge,6,A,X,1.02,51.3,0,50.294,0,51.3,50.294,0.559,0,0.57
2009,1,hemlock control,ridge,6,B,C,1.13,60,45.624,53.097,40.375,105.624,93.473,0.59,0.449,1.174
2009,1,hemlock control,ridge,6,B,D,1.11,54.66,32.244,49.243,29.049,86.904,78.292,0.547,0.323,0.966
2009,1,hemlock control,ridge,6,B,X,1.12,76.8,69.384,68.571,61.95,146.184,130.521,0.762,0.688,1.624
2009,1,hardwood control,ridge,7,A,C,1.04,404.4,3.984,388.846,3.831,408.384,392.677,4.321,0.043,4.538
2009,1,hardwood control,ridge,7,A,D,1.07,84,5.904,78.505,5.518,89.904,84.022,0.872,0.061,0.999
2009,1,hardwood control,ridge,7,A,X,1.04,76.8,1.248,73.846,1.2,78.048,75.046,0.821,0.013,0.867
2009,1,hardwood control,ridge,7,B,C,1.02,427.8,3.444,419.412,3.376,431.244,422.788,4.66,0.038,4.792
2009,1,hardwood control,ridge,7,B,D,1.05,58.08,0,55.314,0,58.08,55.314,0.615,0,0.645
2009,1,hardwood control,ridge,7,B,X,1.04,69.6,4.824,66.923,4.638,74.424,71.562,0.744,0.052,0.827
2009,1,hardwood control,valley,8,A,C,1.13,91.8,15.144,81.239,13.402,106.944,94.641,0.903,0.149,1.188
2009,1,hardwood control,valley,8,A,D,1.1,810,47.004,736.364,42.731,857.004,779.095,8.182,0.475,9.522
2009,1,hardwood control,valley,8,A,X,1.11,47.52,0,42.811,0,47.52,42.811,0.476,0,0.528
2009,1,hardwood control,valley,8,B,C,1.13,51,0,45.133,0,51,45.133,0.501,0,0.567
2009,1,hardwood control,valley,8,B,D,1.13,51.3,19.044,45.398,16.853,70.344,62.251,0.504,0.187,0.782
2009,1,hardwood control,valley,8,B,X,1.11,489.6,18.444,441.081,16.616,508.044,457.697,4.901,0.185,5.645
2009,2,girdled,valley,1,A,C,1.143,293.4,103.2,256.693,90.289,396.6,346.982,2.821,0.992,4.358
2009,2,girdled,valley,1,A,D,1.184,292.2,20.46,246.791,17.28,312.66,264.071,2.712,0.19,3.436
2009,2,girdled,valley,1,A,X,1.144,68.4,25.26,59.79,22.08,93.66,81.871,0.657,0.243,1.029
2009,2,girdled,valley,1,B,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,2,girdled,valley,1,B,D,1.156,NA,0,NA,0,NA,NA,NA,0,NA
2009,2,girdled,valley,1,B,X,1.169,NA,0,NA,0,NA,NA,NA,0,NA
2009,2,logged,valley,2,A,C,1.106,47.31,0,42.776,0,47.31,42.776,0.47,0,0.52
2009,2,logged,valley,2,A,D,1.136,76.2,6.6,67.077,5.81,82.8,72.887,0.737,0.064,0.91
2009,2,logged,valley,2,A,X,1.161,127.8,4.26,110.078,3.669,132.06,113.747,1.21,0.04,1.451
2009,2,logged,valley,2,B,C,1.158,48.9,0,42.228,0,48.9,42.228,0.464,0,0.537
2009,2,logged,valley,2,B,D,1.146,NA,0,NA,0,NA,NA,NA,0,NA
2009,2,logged,valley,2,B,X,1.16,88.8,0,76.552,0,88.8,76.552,0.841,0,0.976
2009,2,hemlock control,valley,3,A,C,1.163,48,0,41.273,0,48,41.273,0.454,0,0.527
2009,2,hemlock control,valley,3,A,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,2,hemlock control,valley,3,A,X,1.171,65.4,0,55.85,0,65.4,55.85,0.614,0,0.719
2009,2,hemlock control,valley,3,B,C,1.127,66,0,58.563,0,66,58.563,0.644,0,0.725
2009,2,hemlock control,valley,3,B,D,1.168,73.8,17.4,63.185,14.897,91.2,78.082,0.694,0.164,1.002
2009,2,hemlock control,valley,3,B,X,1.151,60.6,0,52.65,0,60.6,52.65,0.579,0,0.666
2009,2,logged,ridge,4,A,C,1.12,41.88,12.9,37.393,11.518,54.78,48.911,0.411,0.127,0.602
2009,2,logged,ridge,4,A,D,1.168,69,0,59.075,0,69,59.075,0.649,0,0.758
2009,2,logged,ridge,4,A,X,1.187,285,19.8,240.101,16.681,304.8,256.782,2.638,0.183,3.349
2009,2,logged,ridge,4,B,C,1.159,NA,0.416,NA,0.359,NA,NA,NA,0.004,NA
2009,2,logged,ridge,4,B,D,1.195,47.1,10.32,39.414,8.636,57.42,48.05,0.433,0.095,0.631
2009,2,logged,ridge,4,B,X,1.154,68.4,15.78,59.272,13.674,84.18,72.946,0.651,0.15,0.925
2009,2,girdled,ridge,5,A,C,1.107,25.74,0,23.252,0,25.74,23.252,0.256,0,0.283
2009,2,girdled,ridge,5,A,D,1.134,76.2,13.98,67.196,12.328,90.18,79.524,0.738,0.135,0.991
2009,2,girdled,ridge,5,A,X,1.191,80.4,21.72,67.506,18.237,102.12,85.743,0.742,0.2,1.122
2009,2,girdled,ridge,5,B,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,2,girdled,ridge,5,B,D,1.155,140.4,0,121.558,0,140.4,121.558,1.336,0,1.543
2009,2,girdled,ridge,5,B,X,1.16,117,33.54,100.862,28.914,150.54,129.776,1.108,0.318,1.654
2009,2,hemlock control,ridge,6,A,C,1.137,162.6,53.88,143.008,47.388,216.48,190.396,1.572,0.521,2.379
2009,2,hemlock control,ridge,6,A,D,1.184,63,2.982,53.209,2.519,65.982,55.728,0.585,0.028,0.725
2009,2,hemlock control,ridge,6,A,X,1.146,61.8,10.5,53.927,9.162,72.3,63.089,0.593,0.101,0.795
2009,2,hemlock control,ridge,6,B,C,1.154,69.6,15.36,60.312,13.31,84.96,73.622,0.663,0.146,0.934
2009,2,hemlock control,ridge,6,B,D,1.162,NA,76.2,NA,65.577,NA,NA,NA,0.721,NA
2009,2,hemlock control,ridge,6,B,X,1.117,1548,21.66,1385.855,19.391,1569.66,1405.246,15.229,0.213,17.249
2009,2,hardwood control,ridge,7,A,C,1.137,67.8,7.2,59.631,6.332,75,65.963,0.655,0.07,0.824
2009,2,hardwood control,ridge,7,A,D,1.182,55.44,0,46.904,0,55.44,46.904,0.515,0,0.609
2009,2,hardwood control,ridge,7,A,X,1.142,115.2,12.24,100.876,10.718,127.44,111.594,1.109,0.118,1.4
2009,2,hardwood control,ridge,7,B,C,1.161,91.8,13.98,79.07,12.041,105.78,91.111,0.869,0.132,1.162
2009,2,hardwood control,ridge,7,B,D,1.172,60.6,61.8,51.706,52.73,122.4,104.437,0.568,0.579,1.345
2009,2,hardwood control,ridge,7,B,X,1.169,67.8,1.776,57.998,1.519,69.576,59.518,0.637,0.017,0.765
2009,2,hardwood control,valley,8,A,C,1.183,50.22,50.04,42.451,42.299,100.26,84.751,0.466,0.465,1.102
2009,2,hardwood control,valley,8,A,D,1.151,4620,19.74,4013.901,17.15,4639.74,4031.051,44.109,0.188,50.986
2009,2,hardwood control,valley,8,A,X,1.146,148.8,22.02,129.843,19.215,170.82,149.058,1.427,0.211,1.877
2009,2,hardwood control,valley,8,B,C,1.165,114.9,0,98.627,0,114.9,98.627,1.084,0,1.263
2009,2,hardwood control,valley,8,B,D,1.136,NA,16.62,NA,14.63,NA,NA,NA,0.161,NA
2009,2,hardwood control,valley,8,B,X,1.161,82.8,0,71.318,0,82.8,71.318,0.792,0,0.92
2009,3,girdled,valley,1,A,C,1.074,101.976,46.038,94.936,42.86,148.014,137.795,1.032,0.466,1.609
2009,3,girdled,valley,1,A,D,1.082,236.142,29.262,218.253,27.045,265.404,245.298,2.372,0.294,2.885
2009,3,girdled,valley,1,A,X,1.169,18.966,24.444,16.226,20.912,43.41,37.138,0.176,0.227,0.472
2009,3,girdled,valley,1,B,C,1.051,69.936,17.376,66.529,16.529,87.312,83.058,0.723,0.18,0.949
2009,3,girdled,valley,1,B,D,1.085,44.406,14.688,40.91,13.532,59.094,54.442,0.445,0.147,0.642
2009,3,girdled,valley,1,B,X,1.057,11.67,14.25,11.042,13.483,25.92,24.524,0.12,0.147,0.282
2009,3,logged,valley,2,A,C,1.16,5.97,5.778,5.148,4.983,11.748,10.131,0.056,0.054,0.128
2009,3,logged,valley,2,A,D,1.025,11.148,33.642,10.874,32.815,44.79,43.689,0.118,0.357,0.487
2009,3,logged,valley,2,A,X,1.129,5.07,5.742,4.49,5.085,10.812,9.574,0.049,0.055,0.118
2009,3,logged,valley,2,B,C,1.201,10.656,43.086,8.872,35.874,53.742,44.747,0.096,0.39,0.584
2009,3,logged,valley,2,B,D,1.066,5.448,16.038,5.111,15.046,21.486,20.158,0.056,0.164,0.234
2009,3,logged,valley,2,B,X,1.092,13.098,16.998,11.998,15.571,30.096,27.569,0.13,0.169,0.327
2009,3,hemlock control,valley,3,A,C,1.138,20.568,14.424,18.066,12.669,34.992,30.736,0.196,0.138,0.38
2009,3,hemlock control,valley,3,A,D,1.157,71.88,15.924,62.146,13.768,87.804,75.913,0.675,0.15,0.954
2009,3,hemlock control,valley,3,A,X,1.08,734.526,21.306,680.259,19.732,755.832,699.991,7.394,0.214,8.216
2009,3,hemlock control,valley,3,B,C,1.139,7.86,15.426,6.903,13.549,23.286,20.452,0.075,0.147,0.253
2009,3,hemlock control,valley,3,B,D,1.105,11.496,15.81,10.407,14.312,27.306,24.719,0.113,0.156,0.297
2009,3,hemlock control,valley,3,B,X,1.213,10.74,14.712,8.857,12.133,25.452,20.99,0.096,0.132,0.277
2009,3,logged,ridge,4,A,C,1.133,11.934,9.768,10.532,8.62,21.702,19.152,0.114,0.094,0.236
2009,3,logged,ridge,4,A,D,1.168,6.99,11.82,5.984,10.119,18.81,16.104,0.065,0.11,0.204
2009,3,logged,ridge,4,A,X,1.116,19.926,11.52,17.857,10.324,31.446,28.18,0.194,0.112,0.342
2009,3,logged,ridge,4,B,C,1.058,28.158,50.178,26.618,47.433,78.336,74.051,0.289,0.516,0.851
2009,3,logged,ridge,4,B,D,1.178,12.546,14.988,10.648,12.721,27.534,23.37,0.116,0.138,0.299
2009,3,logged,ridge,4,B,X,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3,girdled,ridge,5,A,C,1.058,23.766,21.78,22.472,20.594,45.546,43.066,0.244,0.224,0.495
2009,3,girdled,ridge,5,A,D,1.203,19.464,11.97,16.182,9.952,31.434,26.134,0.176,0.108,0.342
2009,3,girdled,ridge,5,A,X,1.212,22.314,13.596,18.414,11.22,35.91,29.634,0.2,0.122,0.39
2009,3,girdled,ridge,5,B,C,1.15,28.362,8.916,24.656,7.751,37.278,32.407,0.268,0.084,0.405
2009,3,girdled,ridge,5,B,D,1.084,24.228,21.84,22.353,20.15,46.068,42.502,0.243,0.219,0.501
2009,3,girdled,ridge,5,B,X,1.152,53.682,32.85,46.613,28.524,86.532,75.137,0.507,0.31,0.941
2009,3,hemlock control,ridge,6,A,C,1.156,31.44,37.878,27.188,32.755,69.318,59.942,0.296,0.356,0.753
2009,3,hemlock control,ridge,6,A,D,1.091,13.968,17.778,12.802,16.294,31.746,29.095,0.139,0.177,0.345
2009,3,hemlock control,ridge,6,A,X,1.122,17.808,32.376,15.865,28.843,50.184,44.708,0.172,0.314,0.545
2009,3,hemlock control,ridge,6,B,C,1.182,40.308,31.962,34.107,27.045,72.27,61.151,0.371,0.294,0.786
2009,3,hemlock control,ridge,6,B,D,1.232,53.04,28.41,43.067,23.068,81.45,66.135,0.468,0.251,0.885
2009,3,hemlock control,ridge,6,B,X,1.115,26.556,11.994,23.82,10.758,38.55,34.578,0.259,0.117,0.419
2009,3,hardwood control,ridge,7,A,C,1.175,55.194,34.242,46.96,29.133,89.436,76.093,0.51,0.317,0.972
2009,3,hardwood control,ridge,7,A,D,1.092,6.174,18.75,5.655,17.173,24.924,22.828,0.061,0.187,0.271
2009,3,hardwood control,ridge,7,A,X,1.162,14.202,23.568,12.219,20.277,37.77,32.497,0.133,0.22,0.411
2009,3,hardwood control,ridge,7,B,C,1.123,11.964,7.404,10.655,6.594,19.368,17.249,0.116,0.072,0.211
2009,3,hardwood control,ridge,7,B,D,1.183,17.4,18.588,14.714,15.718,35.988,30.432,0.16,0.171,0.391
2009,3,hardwood control,ridge,7,B,X,1.159,22.692,6.252,19.576,5.394,28.944,24.97,0.213,0.059,0.315
2009,3,hardwood control,valley,8,A,C,1.095,287.31,46.938,262.463,42.879,334.248,305.342,2.853,0.466,3.633
2009,3,hardwood control,valley,8,A,D,1.165,188.35,51.618,161.696,44.313,239.968,206.01,1.758,0.482,2.608
2009,3,hardwood control,valley,8,A,X,1.105,16.296,7.896,14.745,7.145,24.192,21.89,0.16,0.078,0.263
2009,3,hardwood control,valley,8,B,C,1.064,6.498,7.806,6.11,7.34,14.304,13.449,0.066,0.08,0.155
2009,3,hardwood control,valley,8,B,D,1.192,92.556,12.198,77.636,10.232,104.754,87.868,0.844,0.111,1.139
2009,3,hardwood control,valley,8,B,X,1.088,16.818,13.71,15.453,12.597,30.528,28.05,0.168,0.137,0.332
2009,4,girdled,valley,1,A,C,1.146,108.6,47.04,94.782,41.055,155.64,135.837,1.053,0.456,1.729
2009,4,girdled,valley,1,A,D,1.063,19.68,19.14,18.518,18.01,38.82,36.528,0.206,0.2,0.431
2009,4,girdled,valley,1,A,X,1.112,26.22,14.58,23.57,13.106,40.8,36.677,0.262,0.146,0.453
2009,4,girdled,valley,1,B,C,1.138,52.68,12.18,46.311,10.707,64.86,57.018,0.515,0.119,0.721
2009,4,girdled,valley,1,B,D,1.132,72.9,10.14,64.408,8.959,83.04,73.367,0.716,0.1,0.923
2009,4,girdled,valley,1,B,X,1.073,19.74,16.02,18.397,14.93,35.76,33.327,0.204,0.166,0.397
2009,4,logged,valley,2,A,C,1.073,27.48,8.28,25.599,7.713,35.76,33.312,0.284,0.086,0.397
2009,4,logged,valley,2,A,D,1.061,15.6,12.78,14.709,12.05,28.38,26.759,0.163,0.134,0.315
2009,4,logged,valley,2,A,X,1.242,12.84,13.02,10.336,10.481,25.86,20.816,0.115,0.116,0.287
2009,4,logged,valley,2,B,C,1.124,11.4,11.16,10.146,9.932,22.56,20.078,0.113,0.11,0.251
2009,4,logged,valley,2,B,D,1.067,75.72,19.38,70.937,18.156,95.1,89.093,0.788,0.202,1.057
2009,4,logged,valley,2,B,X,1.054,14.16,14.64,13.435,13.891,28.8,27.326,0.149,0.154,0.32
2009,4,hemlock control,valley,3,A,C,1.116,3.36,3.42,3.011,3.065,6.78,6.076,0.033,0.034,0.075
2009,4,hemlock control,valley,3,A,D,1.065,151.86,27.18,142.552,25.514,179.04,168.066,1.584,0.283,1.989
2009,4,hemlock control,valley,3,A,X,1.078,11.46,18.48,10.627,17.137,29.94,27.765,0.118,0.19,0.333
2009,4,hemlock control,valley,3,B,C,1.057,6.06,14.64,5.734,13.853,20.7,19.588,0.064,0.154,0.23
2009,4,hemlock control,valley,3,B,D,1.129,17.7,7.38,15.684,6.54,25.08,22.224,0.174,0.073,0.279
2009,4,hemlock control,valley,3,B,X,1.06,7.14,22.62,6.735,21.337,29.76,28.072,0.075,0.237,0.331
2009,4,logged,ridge,4,A,C,1.116,35.1,22.62,31.463,20.276,57.72,51.739,0.35,0.225,0.641
2009,4,logged,ridge,4,A,D,0.992,9.18,10.44,9.252,10.522,19.62,19.775,0.103,0.117,0.218
2009,4,logged,ridge,4,A,X,1.201,12.12,14.64,10.089,12.187,26.76,22.277,0.112,0.135,0.297
2009,4,logged,ridge,4,B,C,1.097,5.82,10.68,5.304,9.733,16.5,15.036,0.059,0.108,0.183
2009,4,logged,ridge,4,B,D,1.12,5.4,13.74,4.82,12.265,19.14,17.085,0.054,0.136,0.213
2009,4,logged,ridge,4,B,X,1.126,15.6,26.46,13.852,23.496,42.06,37.348,0.154,0.261,0.467
2009,4,girdled,ridge,5,A,C,1.074,25.86,17.16,24.089,15.985,43.02,40.074,0.268,0.178,0.478
2009,4,girdled,ridge,5,A,D,1.168,5.52,12.18,4.726,10.427,17.7,15.153,0.053,0.116,0.197
2009,4,girdled,ridge,5,A,X,1.058,9.78,16.32,9.242,15.422,26.1,24.664,0.103,0.171,0.29
2009,4,girdled,ridge,5,B,C,1.066,27.66,13.14,25.944,12.325,40.8,38.269,0.288,0.137,0.453
2009,4,girdled,ridge,5,B,D,1.047,8.58,12.9,8.192,12.316,21.48,20.508,0.091,0.137,0.239
2009,4,girdled,ridge,5,B,X,1.228,12.66,12.48,10.308,10.161,25.14,20.469,0.115,0.113,0.279
2009,4,hemlock control,ridge,6,A,C,1.096,9.54,16.68,8.708,15.225,26.22,23.933,0.097,0.169,0.291
2009,4,hemlock control,ridge,6,A,D,1.127,10.74,10.5,9.532,9.319,21.24,18.851,0.106,0.104,0.236
2009,4,hemlock control,ridge,6,A,X,1.122,9.6,14.34,8.554,12.778,23.94,21.332,0.095,0.142,0.266
2009,4,hemlock control,ridge,6,B,C,1.182,15.12,18.54,12.794,15.688,33.66,28.482,0.142,0.174,0.374
2009,4,hemlock control,ridge,6,B,D,1.146,14.52,23.34,12.673,20.371,37.86,33.044,0.141,0.226,0.421
2009,4,hemlock control,ridge,6,B,X,1.109,7.2,11.4,6.491,10.277,18.6,16.767,0.072,0.114,0.207
2009,4,hardwood control,ridge,7,A,C,1.096,17.1,15.3,15.604,13.962,32.4,29.566,0.173,0.155,0.36
2009,4,hardwood control,ridge,7,A,D,1.153,11.4,16.02,9.891,13.899,27.42,23.79,0.11,0.154,0.305
2009,4,hardwood control,ridge,7,A,X,1.209,17.4,97.68,14.394,80.806,115.08,95.2,0.16,0.898,1.279
2009,4,hardwood control,ridge,7,B,C,1.113,10.2,18.84,9.161,16.921,29.04,26.082,0.102,0.188,0.323
2009,4,hardwood control,ridge,7,B,D,1.14,13.92,16.86,12.214,14.794,30.78,27.008,0.136,0.164,0.342
2009,4,hardwood control,ridge,7,B,X,1.099,15.42,14.46,14.037,13.163,29.88,27.199,0.156,0.146,0.332
2009,4,hardwood control,valley,8,A,C,1.133,15.6,24.48,13.774,21.615,40.08,35.39,0.153,0.24,0.445
2009,4,hardwood control,valley,8,A,D,1.139,6.12,16.92,5.374,14.857,23.04,20.23,0.06,0.165,0.256
2009,4,hardwood control,valley,8,A,X,1.196,10.86,11.7,9.08,9.783,22.56,18.863,0.101,0.109,0.251
2009,4,hardwood control,valley,8,B,C,1.118,9.66,14.4,8.644,12.885,24.06,21.529,0.096,0.143,0.267
2009,4,hardwood control,valley,8,B,D,1.24,13.44,13.32,10.843,10.746,26.76,21.589,0.12,0.119,0.297
2009,4,hardwood control,valley,8,B,X,1.156,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,1,girdled,valley,1,A,C,1.179,21.66,10.2,18.37,8.651,31.86,27.02,0.2,0.094,0.346
2010,1,girdled,valley,1,A,D,1.239,9.66,7.2,7.796,5.81,16.86,13.606,0.085,0.063,0.183
2010,1,girdled,valley,1,A,X,1.02,107.82,16.44,105.726,16.121,124.26,121.847,1.149,0.175,1.351
2010,1,girdled,valley,1,B,C,1.088,43.56,12.72,40.03,11.689,56.28,51.719,0.435,0.127,0.612
2010,1,girdled,valley,1,B,D,1.176,23.04,8.94,19.591,7.602,31.98,27.192,0.213,0.083,0.348
2010,1,girdled,valley,1,B,X,1.138,13.2,2.52,11.596,2.214,15.72,13.81,0.126,0.024,0.171
2010,1,logged,valley,2,A,C,1.171,18.54,11.22,15.839,9.585,29.76,25.424,0.172,0.104,0.323
2010,1,logged,valley,2,A,D,1.119,19.2,14.58,17.16,13.031,33.78,30.191,0.187,0.142,0.367
2010,1,logged,valley,2,A,X,1.057,3.6,8.94,3.406,8.457,12.54,11.863,0.037,0.092,0.136
2010,1,logged,valley,2,B,C,1.169,56.52,14.94,48.369,12.785,71.46,61.154,0.526,0.139,0.777
2010,1,logged,valley,2,B,D,1.104,4.14,12.06,3.75,10.925,16.2,14.675,0.041,0.119,0.176
2010,1,logged,valley,2,B,X,1.049,9.78,10.74,9.324,10.239,20.52,19.563,0.101,0.111,0.223
2010,1,hemlock control,valley,3,A,C,1.137,11.28,20.94,9.925,18.424,32.22,28.349,0.108,0.2,0.35
2010,1,hemlock control,valley,3,A,D,1.191,9.78,13.8,8.209,11.583,23.58,19.791,0.089,0.126,0.256
2010,1,hemlock control,valley,3,A,X,1.057,22.38,33.9,21.168,32.064,56.28,53.232,0.23,0.349,0.612
2010,1,hemlock control,valley,3,B,C,1.125,22.86,13.68,20.324,12.162,36.54,32.486,0.221,0.132,0.397
2010,1,hemlock control,valley,3,B,D,1.089,12.48,9.24,11.462,8.486,21.72,19.948,0.125,0.092,0.236
2010,1,hemlock control,valley,3,B,X,1.012,19.26,19.38,19.027,19.146,38.64,38.173,0.207,0.208,0.42
2010,1,logged,ridge,4,A,C,1.059,13.98,56.58,13.207,53.452,70.56,66.659,0.144,0.581,0.767
2010,1,logged,ridge,4,A,D,1.011,11.52,19.98,11.396,19.765,31.5,31.161,0.124,0.215,0.342
2010,1,logged,ridge,4,A,X,1.192,97.5,37.02,81.782,31.052,134.52,112.834,0.889,0.338,1.462
2010,1,logged,ridge,4,B,C,1.104,332.94,16.02,301.564,14.51,348.96,316.074,3.278,0.158,3.793
2010,1,logged,ridge,4,B,D,1.12,9.3,13.26,8.305,11.841,22.56,20.146,0.09,0.129,0.245
2010,1,logged,ridge,4,B,X,1.069,105.96,12.72,99.126,11.9,118.68,111.026,1.077,0.129,1.29
2010,1,girdled,ridge,5,A,C,1.122,14.34,12.18,12.776,10.852,26.52,23.628,0.139,0.118,0.288
2010,1,girdled,ridge,5,A,D,1.101,15.24,18.66,13.846,16.953,33.9,30.799,0.15,0.184,0.368
2010,1,girdled,ridge,5,A,X,1.155,16.56,2.88,14.341,2.494,19.44,16.835,0.156,0.027,0.211
2010,1,girdled,ridge,5,B,C,1.169,11.1,2.82,9.494,2.412,13.92,11.907,0.103,0.026,0.151
2010,1,girdled,ridge,5,B,D,1.115,30.24,21.54,27.117,19.315,51.78,46.432,0.295,0.21,0.563
2010,1,girdled,ridge,5,B,X,1.102,22.8,18.66,20.697,16.939,41.46,37.635,0.225,0.184,0.451
2010,1,hemlock control,ridge,6,A,C,1.185,21.72,14.88,18.335,12.561,36.6,30.895,0.199,0.137,0.398
2010,1,hemlock control,ridge,6,A,D,1.096,18.42,14.7,16.812,13.417,33.12,30.229,0.183,0.146,0.36
2010,1,hemlock control,ridge,6,A,X,1.116,16.08,9.72,14.405,8.708,25.8,23.113,0.157,0.095,0.28
2010,1,hemlock control,ridge,6,B,C,1.043,18.66,40.14,17.899,38.504,58.8,56.403,0.195,0.419,0.639
2010,1,hemlock control,ridge,6,B,D,1.019,40.68,37.44,39.923,36.744,78.12,76.667,0.434,0.399,0.849
2010,1,hemlock control,ridge,6,B,X,1.099,1745.82,27.72,1588.642,25.224,1773.54,1613.866,17.268,0.274,19.278
2010,1,hardwood control,ridge,7,A,C,1.015,114.06,1.92,112.429,1.893,115.98,114.322,1.222,0.021,1.261
2010,1,hardwood control,ridge,7,A,D,1.125,10.56,18.54,9.384,16.474,29.1,25.858,0.102,0.179,0.316
2010,1,hardwood control,ridge,7,A,X,1.133,17.4,11.04,15.356,9.743,28.44,25.099,0.167,0.106,0.309
2010,1,hardwood control,ridge,7,B,C,1.157,12.54,25.08,10.839,21.678,37.62,32.517,0.118,0.236,0.409
2010,1,hardwood control,ridge,7,B,D,1.08,21.78,16.86,20.169,15.613,38.64,35.783,0.219,0.17,0.42
2010,1,hardwood control,ridge,7,B,X,1.186,23.22,14.46,19.57,12.187,37.68,31.757,0.213,0.132,0.41
2010,1,hardwood control,valley,8,A,C,1.024,24.66,16.74,24.084,16.349,41.4,40.433,0.262,0.178,0.45
2010,1,hardwood control,valley,8,A,D,1.13,95.46,10.8,84.51,9.561,106.26,94.071,0.919,0.104,1.155
