date,treatment,block,plot,subplot,subplot.t,vial.num,subfamily,genus,species,spec.code,count
2010-07-17,log,Ridge,4,B,exclosure,217,Formicinae,Camponotus,novaeboracensis,camnov,1
2010-07-17,girdle,Ridge,5,A,control,167,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-07-17,girdle,Ridge,5,A,disturbance,169,Formicinae,Camponotus,pennsylvanicus,campen,2
2010-07-17,girdle,Ridge,5,B,disturbance,166,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,girdle,Ridge,5,B,control,168,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-07-17,hemlock control,Ridge,6,A,control,5,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-07-17,hemlock control,Ridge,6,A,disturbance,6,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,hemlock control,Ridge,6,A,disturbance,7,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-07-17,hemlock control,Ridge,6,B,disturbance,8,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-07-17,hemlock control,Ridge,6,B,exclosure,9,Myrmicinae,Aphaenogaster,picea,aphpic,3
2010-07-17,hardwood control,Ridge,7,A,control,10,Formicinae,Formica,subsericea,forsub3,1
2010-07-17,hardwood control,Ridge,7,A,disturbance,11,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,hardwood control,Ridge,7,A,exclosure,13,Myrmicinae,Myrmica,punctiventris,myrpun,1
2010-07-17,hardwood control,Ridge,7,B,exclosure,12,Myrmicinae,Myrmica,punctiventris,myrpun,1
2010-07-17,hardwood control,Valley,8,A,exclosure,21,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,hardwood control,Valley,8,A,disturbance,22,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-07-17,hardwood control,Valley,8,A,disturbance,23,Myrmicinae,Myrmica,punctiventris,myrpun,1
2010-07-17,hardwood control,Valley,8,A,control,24,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-07-17,hardwood control,Valley,8,A,control,25,Formicinae,Formica,subsericea,forsub3,1
2010-07-17,hardwood control,Valley,8,B,disturbance,14,Formicinae,Camponotus,pennsylvanicus,campen,2
2010-07-17,hardwood control,Valley,8,B,disturbance,17,Formicinae,Formica,aserva,forase,1
2010-07-17,hardwood control,Valley,8,B,disturbance,18,Formicinae,Formica,subsericea,forsub3,1
2010-07-17,hardwood control,Valley,8,B,disturbance,19,Myrmicinae,Myrmica,punctiventris,myrpun,1
2010-07-17,hardwood control,Valley,8,B,exclosure,20,Myrmicinae,Aphaenogaster,picea,aphpic,5
2010-07-17,hardwood control,Valley,8,B,control,26,Formicinae,Formica,subsericea,forsub3,1
2010-07-17,hardwood control,Valley,8,B,control,27,Myrmicinae,Myrmica,punctiventris,myrpun,4
2010-08-12,girdle,Valley,1,A,exclosure,170,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-08-12,girdle,Valley,1,A,exclosure,171,Myrmicinae,Myrmica,punctiventris,myrpun,2
2010-08-12,girdle,Valley,1,A,disturbance,175,Formicinae,Camponotus,pennsylvanicus,campen,11
2010-08-12,girdle,Valley,1,A,control,218,Formicinae,Camponotus,novaeboracensis,camnov,1
2010-08-12,girdle,Valley,1,B,exclosure,172,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-08-12,girdle,Valley,1,B,exclosure,173,Myrmicinae,Myrmica,punctiventris,myrpun,2
2010-08-12,girdle,Valley,1,B,control,174,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-08-12,log,Valley,2,A,control,223,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-08-12,log,Valley,2,A,control,224,Myrmicinae,Myrmica,sculptlils,myrscu,1
2010-08-12,log,Valley,2,A,control,225,Formicinae,Camponotus,novaeboracensis,camnov,2
2010-08-12,log,Valley,2,A,exclosure,227,Myrmicinae,Myrmica,punctiventris,myrpun,1
2010-08-12,log,Valley,2,A,disturbance,228,Myrmicinae,Aphaenogaster,picea,aphpic,6
2010-08-12,log,Valley,2,A,disturbance,229,Formicinae,Camponotus,pennsylvanicus,campen,3
2010-08-12,log,Valley,2,A,disturbance,230,Myrmicinae,Myrmica,sculptlils,myrscu,1
2010-08-12,log,Valley,2,B,exclosure,226,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-08-12,log,Valley,2,B,control,231,Myrmicinae,Aphaenogaster,picea,aphpic,6
2010-08-12,log,Valley,2,B,control,232,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-08-12,log,Valley,2,B,control,233,Formicinae,Formica,subintegra,forsub2,2
2010-08-12,hemlock control,Valley,3,A,exclosure,28,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-08-12,hemlock control,Valley,3,A,exclosure,29,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-08-12,hemlock control,Valley,3,A,disturbance,32,Formicinae,Camponotus,pennsylvanicus,campen,4
2010-08-12,hemlock control,Valley,3,B,exclosure,30,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-08-12,hemlock control,Valley,3,B,disturbance,31,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-08-12,log,Ridge,4,A,exclosure,235,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-08-12,log,Ridge,4,A,exclosure,236,Formicinae,Camponotus,pennsylvanicus,campen,3
2010-08-12,log,Ridge,4,A,exclosure,237,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-08-12,log,Ridge,4,A,disturbance,238,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-08-12,log,Ridge,4,A,disturbance,239,Formicinae,Camponotus,novaeboracensis,camnov,5
2010-08-12,log,Ridge,4,A,control,245,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-08-12,log,Ridge,4,A,control,246,Formicinae,Camponotus,novaeboracensis,camnov,1
2010-08-12,log,Ridge,4,B,disturbance,234,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-08-12,log,Ridge,4,B,exclosure,240,Formicinae,Formica,subsericea,forsub3,2
2010-08-12,log,Ridge,4,B,exclosure,241,Formicinae,Camponotus,novaeboracensis,camnov,7
2010-08-12,log,Ridge,4,B,control,242,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-08-12,log,Ridge,4,B,control,243,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-08-12,log,Ridge,4,B,control,244,Formicinae,Camponotus,novaeboracensis,camnov,1
2010-08-12,girdle,Ridge,5,A,disturbance,222,Myrmicinae,Stenamma,impar,steimp,1
2010-08-12,girdle,Ridge,5,B,exclosure,219,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-08-12,girdle,Ridge,5,B,exclosure,220,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-08-12,girdle,Ridge,5,B,control,221,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-08-12,hemlock control,Ridge,6,A,control,59,Myrmicinae,Aphaenogaster,picea,aphpic,3
2010-08-12,hemlock control,Ridge,6,A,disturbance,61,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-08-12,hemlock control,Ridge,6,B,disturbance,60,Myrmicinae,Aphaenogaster,picea,aphpic,3
2010-08-12,hemlock control,Ridge,6,B,exclosure,62,Myrmicinae,Aphaenogaster,picea,aphpic,3
2010-08-12,hemlock control,Ridge,6,B,exclosure,63,Myrmicinae,Stenamma,impar,steimp,1
2010-08-12,hemlock control,Ridge,6,B,exclosure,64,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-08-12,hardwood control,Ridge,7,A,control,66,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-08-12,hardwood control,Ridge,7,A,exclosure,67,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-08-12,hardwood control,Ridge,7,B,exclosure,65,Myrmicinae,Myrmica,punctiventris,myrpun,1
2010-08-12,hardwood control,Valley,8,A,control,69,Myrmicinae,Aphaenogaster,picea,aphpic,13
2010-08-12,hardwood control,Valley,8,A,control,70,Formicinae,Formica,subsericea,forsub3,1
2010-08-12,hardwood control,Valley,8,B,disturbance,68,Myrmicinae,Myrmica,punctiventris,myrpun,3
2010-08-12,hardwood control,Valley,8,B,control,71,Formicinae,Camponotus,pennsylvanicus,campen,2
2010-08-12,hardwood control,Valley,8,B,control,72,Myrmicinae,Myrmica,punctiventris,myrpun,1
2010-08-12,hardwood control,Valley,8,B,control,73,Formicinae,Formica,subsericea,forsub3,2
2010-08-12,hardwood control,Valley,8,B,exclosure,74,Myrmicinae,Stenamma,impar,steimp,1
2010-08-12,hardwood control,Valley,8,B,exclosure,75,Formicinae,Lasius,alienus,lasali,1
2011-06-09,girdle,Valley,1,B,control,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-06-09,girdle,Valley,1,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,girdle,Valley,1,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,girdle,Valley,1,A,control,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-06-09,girdle,Valley,1,B,disturbance,,Formicinae,Formica,subsericea,forsub3,1
2011-06-09,girdle,Valley,1,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,girdle,Valley,1,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,7
2011-06-09,log,Valley,2,A,control,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-06-09,log,Valley,2,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,7
2011-06-09,log,Valley,2,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-06-09,log,Valley,2,B,control,,Formicinae,Formica,subsericea,forsub3,1
2011-06-09,log,Valley,2,B,disturbance,,Dolichoderinae,Tapinoma,sessile,tapses,1
2011-06-09,log,Valley,2,B,disturbance,,Myrmicinae,Myrmica,punctiventris,myrpun,4
2011-06-09,log,Valley,2,A,disturbance,,Formicinae,Camponotus,novaeboracensis,camnov,1
2011-06-09,log,Valley,2,A,disturbance,,Formicinae,Formica,subsericea,forsub3,5
2011-06-09,log,Valley,2,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,log,Valley,2,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-06-09,log,Valley,2,A,exclosure,,Dolichoderinae,Tapinoma,sessile,tapses,4
2011-06-09,log,Valley,2,A,exclosure,,Myrmicinae,Myrmica,punctiventris,myrpun,1
2011-06-09,log,Valley,2,A,exclosure,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-06-09,hemlock control,Valley,3,B,control,,Formicinae,Camponotus,pennsylvanicus,campen,2
2011-06-09,hemlock control,Valley,3,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,hemlock control,Valley,3,B,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-06-09,hemlock control,Valley,3,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-06-09,hemlock control,Valley,3,A,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,log,Valley,4,A,control,,Formicinae,Camponotus,pennsylvanicus,campen,6
2011-06-09,log,Valley,4,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,log,Valley,4,A,disturbance,,Formicinae,Camponotus,novaeboracensis,camnov,1
2011-06-09,log,Valley,4,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-06-09,log,Valley,4,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,log,Valley,4,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,log,Valley,4,B,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,6
2011-06-09,log,Valley,4,B,disturbance,,Formicinae,Formica,subsericea,forsub3,1
2011-06-09,log,Valley,4,A,exclosure,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-06-09,log,Valley,4,B,exclosure,,Formicinae,Camponotus,novaeboracensis,camnov,3
2011-06-09,log,Valley,4,B,exclosure,,Formicinae,Formica,subsericea,forsub3,1
2011-06-09,girdle,Ridge,5,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,girdle,Ridge,5,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,girdle,Ridge,5,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,girdle,Ridge,5,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,girdle,Ridge,5,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,2
2011-06-09,girdle,Ridge,5,B,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,4
2011-06-09,girdle,Ridge,5,B,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,6
2011-06-09,girdle,Ridge,5,A,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-06-09,girdle,Ridge,5,A,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,3
2011-06-09,hemlock control,Ridge,6,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-06-09,hemlock control,Ridge,6,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,17
2011-06-09,hemlock control,Ridge,6,B,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,hemlock control,Ridge,6,B,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,hardwood control,Ridge,7,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,hardwood control,Ridge,7,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,8
2011-06-09,hardwood control,Ridge,7,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,5
2011-06-09,hardwood control,Ridge,7,A,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,7
2011-06-09,hardwood control,Valley,8,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,hardwood control,Valley,8,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,hardwood control,Valley,8,B,control,,Myrmicinae,Myrmica,punctiventris,myrpun,2
2011-06-09,hardwood control,Valley,8,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-06-09,hardwood control,Valley,8,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-06-09,hardwood control,Valley,8,B,control,,Formicinae,Formica,subsericea,forsub3,3
2011-06-09,hardwood control,Valley,8,B,control,,Formicinae,Lasius,umbratus,lasumb,2
2011-06-09,hardwood control,Valley,8,B,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,hardwood control,Valley,8,B,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-06-09,hardwood control,Valley,8,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-06-09,hardwood control,Valley,8,A,disturbance,,Myrmicinae,Myrmica,punctiventris,myrpun,1
2011-06-09,hardwood control,Valley,8,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-06-09,hardwood control,Valley,8,A,exclosure,,Myrmicinae,Myrmica,punctiventris,myrpun,1
2011-07-14,girdle,Valley,1,A,control,,Formicinae,Lasius,alienus,lasali,1
2011-07-14,girdle,Valley,1,A,control,,Myrmicinae,Myrmica,punctiventris,myrpun,1
2011-07-14,girdle,Valley,1,A,control,,Myrmicinae,Myrmica,detritinodis,myrdet,1
2011-07-14,girdle,Valley,1,B,exclosure,,Formicinae,Lasius,umbratus,lasumb,1
2011-07-14,log,Valley,2,A,control,,Formicinae,Camponotus,novaeboracensis,camnov,1
2011-07-14,log,Valley,2,A,control,,Formicinae,Camponotus,pennsylvanicus,campen,3
2011-07-14,log,Valley,2,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,3
2011-07-14,log,Valley,2,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-07-14,log,Valley,2,B,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-07-14,log,Valley,2,B,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-07-14,log,Valley,2,B,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-07-14,log,Valley,2,B,disturbance,,Myrmicinae,Myrmica,punctiventris,myrpun,1
2011-07-14,log,Valley,2,B,disturbance,,Myrmicinae,Myrmica,punctiventris,myrpun,1
2011-07-14,log,Valley,2,B,exclosure,,Myrmicinae,Myrmica,punctiventris,myrpun,1
2011-07-14,log,Valley,2,A,exclosure,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-07-14,log,Valley,2,A,exclosure,,Myrmicinae,Myrmica,punctiventris,myrpun,2
2011-07-14,hemlock control,Valley,3,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,hemlock control,Valley,3,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,hemlock control,Valley,3,A,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,4
2011-07-14,log,Valley,4,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,log,Valley,4,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,log,Valley,4,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,log,Valley,4,A,control,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-07-14,log,Valley,4,B,disturbance,,Formicinae,Formica,subsericea,forsub3,3
2011-07-14,log,Valley,4,B,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,log,Valley,4,B,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,11
2011-07-14,log,Valley,4,B,disturbance,,Formicinae,Formica,incerta,forinc,1
2011-07-14,log,Valley,4,A,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,log,Valley,4,B,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,log,Valley,4,B,exclosure,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-07-14,girdle,Ridge,5,A,control,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-07-14,girdle,Ridge,5,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-07-14,girdle,Ridge,5,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,girdle,Ridge,5,B,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,2
2011-07-14,girdle,Ridge,5,B,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,girdle,Ridge,5,A,exclosure,,Formicinae,Lasius,umbratus,lasumb,8
2011-07-14,girdle,Ridge,5,A,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,3
2011-07-14,girdle,Ridge,5,A,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,hemlock control,Ridge,6,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-07-14,hemlock control,Ridge,6,B,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-07-14,hemlock control,Ridge,6,B,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,hemlock control,Ridge,6,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-07-14,hemlock control,Ridge,6,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,hemlock control,Ridge,6,A,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,hemlock control,Ridge,6,B,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,8
2011-07-14,hemlock control,Ridge,6,B,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,hardwood control,Ridge,7,B,control,,Formicinae,Formica,neogagates,forneo1,1
2011-07-14,hardwood control,Ridge,7,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,hardwood control,Ridge,7,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,hardwood control,Ridge,7,A,control,,Formicinae,Formica,subsericea,forsub3,4
2011-07-14,hardwood control,Ridge,7,A,control,,Formicinae,Lasius,umbratus,lasumb,5
2011-07-14,hardwood control,Ridge,7,A,control,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-07-14,hardwood control,Ridge,7,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-07-14,hardwood control,Ridge,7,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,hardwood control,Ridge,7,B,exclosure,,Myrmicinae,Myrmica,punctiventris,myrpun,1
2011-07-14,hardwood control,Ridge,7,B,exclosure,,Formicinae,Formica,subsericea,forsub3,1
2011-07-14,hardwood control,Ridge,7,A,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,hardwood control,Valley,8,B,control,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-07-14,hardwood control,Valley,8,B,control,,Formicinae,Formica,subsericea,forsub3,4
2011-07-14,hardwood control,Valley,8,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,hardwood control,Valley,8,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,hardwood control,Valley,8,B,control,,Formicinae,Formica,subintegra,forsub2,1
2011-07-14,hardwood control,Valley,8,A,control,,Formicinae,Formica,aserva,forase,1
2011-07-14,hardwood control,Valley,8,B,control,,Formicinae,Formica,subsericea,forsub3,1
2011-07-14,hardwood control,Valley,8,A,control,,Formicinae,Formica,neogagates,forneo1,1
2011-07-14,hardwood control,Valley,8,A,control,,Myrmicinae,Myrmica,punctiventris,myrpun,1
2011-07-14,hardwood control,Valley,8,B,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-07-14,hardwood control,Valley,8,B,disturbance,,Formicinae,Formica,subintegra,forsub2,1
2011-07-14,hardwood control,Valley,8,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-07-14,hardwood control,Valley,8,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-07-14,hardwood control,Valley,8,B,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,girdle,Valley,1,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,girdle,Valley,1,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,5
2011-08-18,log,Valley,2,A,control,,Myrmicinae,Myrmica,nearctica,myrnea,2
2011-08-18,log,Valley,2,A,control,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-08-18,log,Valley,2,A,control,,Formicinae,Camponotus,novaeboracensis,camnov,1
2011-08-18,log,Valley,2,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,log,Valley,2,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,log,Valley,2,B,control,,Formicinae,Camponotus,novaeboracensis,camnov,1
2011-08-18,log,Valley,2,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,log,Valley,2,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,log,Valley,2,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,2
2011-08-18,log,Valley,2,A,disturbance,,Formicinae,Camponotus,novaeboracensis,camnov,1
2011-08-18,log,Valley,2,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,log,Valley,2,B,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,log,Valley,2,B,disturbance,,Myrmicinae,Myrmica,punctiventris,myrpun,3
2011-08-18,log,Valley,2,A,exclosure,,Myrmicinae,Myrmica,punctiventris,myrpun,1
2011-08-18,hemlock control,Valley,3,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,hemlock control,Valley,3,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,hemlock control,Valley,3,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-08-18,log,Valley,4,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,log,Valley,4,A,control,,Formicinae,Lasius,alienus,lasali,1
2011-08-18,log,Valley,4,B,control,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-08-18,log,Valley,4,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-08-18,log,Valley,4,B,disturbance,,Myrmicinae,Myrmica,punctiventris,myrpun,1
2011-08-18,log,Valley,4,B,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,5
2011-08-18,log,Valley,4,B,disturbance,,Formicinae,Camponotus,novaeboracensis,camnov,1
2011-08-18,log,Valley,4,B,disturbance,,Formicinae,Formica,subsericea,forsub3,1
2011-08-18,log,Valley,4,B,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,log,Valley,4,B,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,log,Valley,4,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-08-18,log,Valley,4,B,exclosure,,Myrmicinae,Myrmica,detritinodis,myrdet,2
2011-08-18,log,Valley,4,B,exclosure,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-08-18,girdle,Ridge,5,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,girdle,Ridge,5,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,girdle,Ridge,5,A,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,2
2011-08-18,girdle,Ridge,5,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-08-18,girdle,Ridge,5,B,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-08-18,girdle,Ridge,5,B,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,hemlock control,Ridge,6,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-08-18,hemlock control,Ridge,6,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,hemlock control,Ridge,6,B,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,hemlock control,Ridge,6,B,disturbance,,Formicinae,Camponotus,pennsylvanicus,campen,2
2011-08-18,hemlock control,Ridge,6,B,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-08-18,hemlock control,Ridge,6,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,hemlock control,Ridge,6,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,hemlock control,Ridge,6,B,exclosure,,Formicinae,Camponotus,pennsylvanicus,campen,1
2011-08-18,hemlock control,Ridge,6,B,exclosure,,Myrmicinae,Stenamma,brevicorne,stebre,2
2011-08-18,hardwood control,Ridge,7,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2011-08-18,hardwood control,Ridge,7,A,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-08-18,hardwood control,Valley,8,B,control,,Formicinae,Camponotus,pennsylvanicus,campen,2
2011-08-18,hardwood control,Valley,8,B,control,,Formicinae,Formica,subsericea,forsub3,2
2011-08-18,hardwood control,Valley,8,A,control,,Myrmicinae,Aphaenogaster,picea,aphpic,2
2011-08-18,hardwood control,Valley,8,A,disturbance,,Formicinae,Lasius,umbratus,lasumb,32
2011-08-18,hardwood control,Valley,8,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,6
2011-08-18,hardwood control,Valley,8,A,disturbance,,Myrmicinae,Aphaenogaster,picea,aphpic,10
