DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,REPSITE,SPCODE,SPECIES,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,TOTAL,COMMENTS
CGR02,2,2000,7,25,001d,fl,b,5,campylacan olivacea,1,,1,1,2,1,,,1,1,8,
CGR02,2,2000,7,25,001d,fl,b,9,phoetaliot nebrascen,3,3,2,6,3,,3,2,2,2,26,
CGR02,2,2000,7,25,001d,fl,b,19,eritettix simplex,1,,,,,,,,,,1,
CGR02,2,2000,7,25,001d,fl,b,21,orphulella speciosa,7,3,6,6,6,3,8,4,8,2,53,
CGR02,2,2000,7,25,001d,fl,b,15,melanoplus keeleri,,1,,1,,1,1,,1,1,6,
CGR02,2,2000,7,25,001d,fl,b,31,chortophag viridifas,,,,1,,,,,,,1,
CGR02,2,2000,7,25,001d,fl,b,23,mermiria bivittata,,,,,,,1,,,1,2,
CGR02,2,2000,7,25,0spb,fl,a,9,phoetaliot nebrascen,1,3,2,,2,1,1,2,2,,14,
CGR02,2,2000,7,25,0spb,fl,a,15,melanoplus keeleri,1,,1,,3,,,,,,5,
CGR02,2,2000,7,25,0spb,fl,a,21,orphulella speciosa,2,5,1,1,3,,1,4,5,1,23,
CGR02,2,2000,7,25,0spb,fl,a,23,mermiria bivittata,,,,1,,,,,,,1,
CGR02,2,2000,7,25,0spb,fl,a,41,unknown,,,,,1,,,,,,1,
CGR02,2,2000,7,25,0spb,fl,b,9,phoetaliot nebrascen,3,4,3,1,1,1,2,2,5,4,26,
CGR02,2,2000,7,25,0spb,fl,b,21,orphulella speciosa,1,5,2,5,4,4,4,6,3,5,39,
CGR02,2,2000,7,25,0spb,fl,b,5,campylacan olivacea,,,,,,1,,,,,1,
CGR02,2,2000,7,25,0spb,fl,b,23,mermiria bivittata,,,,,,1,,,,,1,
CGR02,2,2000,7,25,0spb,fl,b,7,hesperotet viridis,,,,,,,,,1,,1,
CGR02,2,2000,7,25,0spb,fl,b,15,melanoplus keeleri,,,,,,,,,,1,1,
CGR02,2,2000,7,25,002c,fl,a,15,melanoplus keeleri,1,,1,,,,,,,1,3,
CGR02,2,2000,7,25,002c,fl,a,21,orphulella speciosa,1,,,1,,2,2,4,2,3,15,
CGR02,2,2000,7,25,002c,fl,a,22,mermiria picta,1,,,,,,,,,,1,
CGR02,2,2000,7,25,002c,fl,a,9,phoetaliot nebrascen,,1,,2,2,1,1,1,3,,11,
CGR02,2,2000,7,25,002c,fl,a,4,hypochlora alba,,,,,,1,,,,,1,
CGR02,2,2000,7,25,002c,fl,a,10,melanoplus scudderi,,,,,,1,,,,,1,
CGR02,2,2000,7,25,002c,fl,a,23,mermiria bivittata,,,,,,1,,,,,1,
CGR02,2,2000,7,25,002c,fl,b,9,phoetaliot nebrascen,3,1,3,4,1,1,1,9,7,2,32,
CGR02,2,2000,7,25,002c,fl,b,10,melanoplus scudderi,1,,,,,,,,,,1,
CGR02,2,2000,7,25,002c,fl,b,21,orphulella speciosa,2,,2,2,4,1,3,1,3,,18,
CGR02,2,2000,7,25,002c,fl,b,22,mermiria picta,,,,2,,,,,,,2,
CGR02,2,2000,7,25,002c,fl,b,15,melanoplus keeleri,,,,,,2,,,,,2,
CGR02,2,2000,7,25,002c,fl,b,5,campylacan olivacea,,,,,,,,1,,1,2,
CGR02,2,2000,7,25,002c,fl,b,4,hypochlora alba,,,,,,,,,,1,1,
CGR02,2,2000,7,25,002d,fl,a,5,campylacan olivacea,1,1,,,,2,,,,,4,
CGR02,2,2000,7,25,002d,fl,a,9,phoetaliot nebrascen,1,7,3,,8,7,12,15,8,6,67,
CGR02,2,2000,7,25,002d,fl,a,15,melanoplus keeleri,1,,1,,,,,2,,3,7,
CGR02,2,2000,7,25,002d,fl,a,21,orphulella speciosa,1,,3,3,2,3,7,4,3,1,27,
CGR02,2,2000,7,25,002d,fl,a,10,melanoplus scudderi,,1,,1,1,1,,,,,4,
CGR02,2,2000,7,25,002d,fl,a,12,melanoplus femurrubr,,,1,,,,,,,,1,
CGR02,2,2000,7,25,002d,fl,a,22,mermiria picta,,,1,,,,,,,,1,
CGR02,2,2000,7,25,002d,fl,b,9,phoetaliot nebrascen,9,3,6,8,8,5,1,1,,7,48,
CGR02,2,2000,7,25,002d,fl,b,21,orphulella speciosa,1,2,8,4,4,1,6,,4,6,36,
CGR02,2,2000,7,25,002d,fl,b,4,hypochlora alba,,,,1,,1,,,2,,4,
CGR02,2,2000,7,25,002d,fl,b,5,campylacan olivacea,,,,1,2,1,2,,2,3,11,
CGR02,2,2000,7,25,002d,fl,b,10,melanoplus scudderi,,,,1,,,,,,1,2,
CGR02,2,2000,7,25,002d,fl,b,15,melanoplus keeleri,,,,2,1,,,,,,3,
CGR02,2,2000,7,25,002d,fl,b,19,eritettix simplex,,,,1,,,,,,,1,
CGR02,2,2000,7,25,002d,fl,b,24,opeia obscura,,,,1,,,,,,,1,
CGR02,2,2000,7,25,002d,fl,b,7,hesperotet viridis,,,,,1,1,,,,,2,
CGR02,2,2000,7,25,002d,fl,b,12,melanoplus femurrubr,,,,,,1,1,,,,2,
CGR02,2,2000,7,25,002d,fl,b,23,mermiria bivittata,,,,,,1,,,,,1,
CGR02,2,2000,7,25,002d,fl,b,25,pseudopoma brachypte,,,,,,,1,,,,1,
CGR02,2,2000,7,25,002d,fl,b,31,chortophag viridifas,,,,,,,,,,1,1,
CGR02,2,2000,7,26,004b,fl,a,4,hypochlora alba,2,,,,,,1,,,2,5,
CGR02,2,2000,7,26,004b,fl,a,6,hesperotet speciosus,4,,,,,,,,,,4,
CGR02,2,2000,7,26,004b,fl,a,9,phoetaliot nebrascen,7,,1,1,8,10,3,2,1,8,41,
CGR02,2,2000,7,26,004b,fl,a,5,campylacan olivacea,,5,,2,,,1,4,4,,16,
CGR02,2,2000,7,26,004b,fl,a,15,melanoplus keeleri,,,,,2,1,1,1,,,5,
CGR02,2,2000,7,26,004b,fl,a,21,orphulella speciosa,,,,,,1,,,,,1,
CGR02,2,2000,7,26,004b,fl,a,10,melanoplus scudderi,,,,,,,,,2,,2,
CGR02,2,2000,7,26,004b,fl,b,4,hypochlora alba,1,,,,,,,1,,1,3,
CGR02,2,2000,7,26,004b,fl,b,5,campylacan olivacea,1,,,1,2,,1,3,3,,11,
CGR02,2,2000,7,26,004b,fl,b,9,phoetaliot nebrascen,5,4,10,4,5,4,6,3,6,2,49,
CGR02,2,2000,7,26,004b,fl,b,12,melanoplus femurrubr,1,1,1,,,1,,,,1,5,
CGR02,2,2000,7,26,004b,fl,b,21,orphulella speciosa,1,1,3,1,,1,2,,,1,10,
CGR02,2,2000,7,26,004b,fl,b,15,melanoplus keeleri,,2,,,,1,,,,,3,
CGR02,2,2000,7,26,004b,fl,b,10,melanoplus scudderi,,,,,,,,,,1,1,
CGR02,2,2000,7,25,004f,fl,a,9,phoetaliot nebrascen,2,6,4,10,5,2,3,4,2,6,44,
CGR02,2,2000,7,25,004f,fl,a,15,melanoplus keeleri,3,,,,,3,,,1,,7,
CGR02,2,2000,7,25,004f,fl,a,21,orphulella speciosa,2,1,2,1,1,1,1,2,1,1,13,
CGR02,2,2000,7,25,004f,fl,a,2,schistocer lineata,,1,,,,,,,,,1,
CGR02,2,2000,7,25,004f,fl,a,13,melanoplus packardii,,1,,,,,,,,,1,
CGR02,2,2000,7,25,004f,fl,a,5,campylacan olivacea,,,1,,,,,,,,1,
CGR02,2,2000,7,25,004f,fl,a,17,melanoplus confusus,,,,,,,,1,,,1,
CGR02,2,2000,7,25,004f,fl,a,10,melanoplus scudderi,,,,,,,,,,1,1,
CGR02,2,2000,7,25,004f,fl,a,28,boopedon gracile,,,,,,,,,,2,2,
CGR02,2,2000,7,25,004f,fl,a,41,unknown,,,,,,,,,1,,1,
CGR02,2,2000,7,25,004f,fl,b,5,campylacan olivacea,2,,,,,1,1,5,2,,11,
CGR02,2,2000,7,25,004f,fl,b,6,hesperotet speciosus,,1,,,,,,,,,1,
CGR02,2,2000,7,25,004f,fl,b,12,melanoplus femurrubr,1,1,,,2,,,,,,4,
CGR02,2,2000,7,25,004f,fl,b,15,melanoplus keeleri,4,,,,,1,,,2,1,8,
CGR02,2,2000,7,25,004f,fl,b,21,orphulella speciosa,1,1,,2,,,2,2,,2,10,
CGR02,2,2000,7,25,004f,fl,b,9,phoetaliot nebrascen,,4,5,1,6,3,3,3,1,4,30,
CGR02,2,2000,7,25,004f,fl,b,10,melanoplus scudderi,,2,,,,,1,,1,,4,
CGR02,2,2000,7,25,004f,fl,b,23,mermiria bivittata,,,,,,1,1,,,,2,
CGR02,2,2000,7,25,004f,fl,b,4,hypochlora alba,,,,,,,,,,1,1,
CGR02,2,2000,7,25,004f,fl,b,16,melanoplus bivittatu,,,,,,,,,,1,1,
CGR02,2,2000,7,25,020b,fl,a,4,hypochlora alba,1,,1,,,,,,,,2,
CGR02,2,2000,7,25,020b,fl,a,5,campylacan olivacea,2,,,,2,,,,3,3,10,
CGR02,2,2000,7,25,020b,fl,a,9,phoetaliot nebrascen,4,,1,2,1,1,2,1,1,2,15,
CGR02,2,2000,7,25,020b,fl,a,10,melanoplus scudderi,1,,,,,,,1,,2,4,
CGR02,2,2000,7,25,020b,fl,a,12,melanoplus femurrubr,1,1,,,,,,,,1,3,
CGR02,2,2000,7,25,020b,fl,a,15,melanoplus keeleri,1,2,,,,,,,,1,4,
CGR02,2,2000,7,25,020b,fl,a,21,orphulella speciosa,,,1,,,,,,,,1,
CGR02,2,2000,7,25,020b,fl,a,23,mermiria bivittata,,,1,,,,,,1,,2,
CGR02,2,2000,7,25,020b,fl,a,6,hesperotet speciosus,,,,,1,,,,,,1,
CGR02,2,2000,7,25,020b,fl,a,24,opeia obscura,,,,,,,1,,,,1,
CGR02,2,2000,7,25,020b,fl,b,9,phoetaliot nebrascen,2,11,4,4,5,,2,,2,3,33,
CGR02,2,2000,7,25,020b,fl,b,10,melanoplus scudderi,1,3,,,,,,,1,,5,
CGR02,2,2000,7,25,020b,fl,b,5,campylacan olivacea,,5,,,2,2,1,1,,1,12,
CGR02,2,2000,7,25,020b,fl,b,4,hypochlora alba,,,1,1,1,,1,,,,4,
CGR02,2,2000,7,25,020b,fl,b,21,orphulella speciosa,,,1,,,1,,,,,2,
CGR02,2,2000,7,25,020b,fl,b,12,melanoplus femurrubr,,,,1,1,,,,,,2,
CGR02,2,2000,7,25,020b,fl,b,11,melanoplus sanguinip,,,,,,,2,1,,,3,
CGR02,2,2000,7,25,020b,fl,b,15,melanoplus keeleri,,,,,,,1,,,,1,
CGR02,2,2000,7,31,0sub,fl,a,9,phoetaliot nebrascen,,2,3,4,1,1,,1,3,1,16,
CGR02,2,2000,7,31,0sub,fl,a,21,orphulella speciosa,,4,,2,1,,3,1,1,,12,
CGR02,2,2000,7,31,0sub,fl,a,15,melanoplus keeleri,,,1,2,,,,,,,3,
CGR02,2,2000,7,31,0sub,fl,a,23,mermiria bivittata,,,,1,,,,,,,1,
CGR02,2,2000,7,31,0sub,fl,a,6,hesperotet speciosus,,,,,,,1,,,,1,
CGR02,2,2000,7,31,0sub,fl,a,4,hypochlora alba,,,,,,,,1,,,1,
CGR02,2,2000,7,31,0sub,fl,b,9,phoetaliot nebrascen,1,,,1,1,1,1,,1,,6,
CGR02,2,2000,7,31,0sub,fl,b,21,orphulella speciosa,1,,,,,1,2,,,3,7,
CGR02,2,2000,7,31,0sub,fl,b,5,campylacan olivacea,,1,,1,,1,1,,,,4,
CGR02,2,2000,7,31,0sub,fl,b,29,ageneotett deorum,,1,,,,,,,,,1,
CGR02,2,2000,7,31,0sub,fl,b,10,melanoplus scudderi,,,,1,,,,,,,1,
CGR02,2,2000,7,31,0sub,fl,b,15,melanoplus keeleri,,,,1,,,,1,,1,3,
CGR02,2,2000,7,31,0sub,fl,b,31,chortophag viridifas,,,,,,,1,,,,1,
CGR02,2,2000,7,31,0sub,fl,b,22,mermiria picta,,,,,,,,,1,,1,
CGR02,2,2000,7,31,0sub,fl,b,23,mermiria bivittata,,,,,,,,,1,,1,
CGR02,2,2000,7,31,001d,fl,a,9,phoetaliot nebrascen,3,8,5,6,6,3,2,3,3,,39,
CGR02,2,2000,7,31,001d,fl,a,15,melanoplus keeleri,1,,,,1,2,,,1,,5,
CGR02,2,2000,7,31,001d,fl,a,21,orphulella speciosa,2,6,1,4,4,9,,8,10,2,46,
CGR02,2,2000,7,31,001d,fl,a,5,campylacan olivacea,,,,4,,1,,,,3,8,
CGR02,2,2000,7,31,001d,fl,a,12,melanoplus femurrubr,,,,,1,,,,,1,2,
CGR02,2,2000,7,31,001d,fl,a,16,melanoplus bivittatu,,,,,,1,,,,,1,
CGR02,2,2000,7,31,001d,fl,a,33,arphia xanthopte,,,,,,,,1,,,1,
CGR02,2,2000,7,31,001d,fl,b,9,phoetaliot nebrascen,5,,,1,3,2,,1,2,1,15,
CGR02,2,2000,7,31,001d,fl,b,21,orphulella speciosa,5,5,8,8,3,2,3,3,5,7,49,
CGR02,2,2000,7,31,001d,fl,b,10,melanoplus scudderi,,1,,1,,,,,,,2,
CGR02,2,2000,7,31,001d,fl,b,15,melanoplus keeleri,,,1,1,,1,,1,1,2,7,
CGR02,2,2000,7,31,001d,fl,b,5,campylacan olivacea,,,,,3,1,,,,,4,
CGR02,2,2000,7,31,001d,fl,b,12,melanoplus femurrubr,,,,,,,,1,,,1,
CGR02,2,2000,7,31,0spb,fl,a,15,melanoplus keeleri,,1,1,2,,,,,,,4,
CGR02,2,2000,7,31,0spb,fl,a,21,orphulella speciosa,,4,2,1,1,2,3,1,3,7,24,
CGR02,2,2000,7,31,0spb,fl,a,22,mermiria picta,,1,,,,,,,,,1,
CGR02,2,2000,7,31,0spb,fl,a,9,phoetaliot nebrascen,,,3,,1,2,,2,1,,9,
CGR02,2,2000,7,31,0spb,fl,a,24,opeia obscura,,,,,1,,,,,,1,
CGR02,2,2000,7,31,0spb,fl,a,36,hadrotetti trifascia,,,,,1,,,,,,1,
CGR02,2,2000,7,31,0spb,fl,a,10,melanoplus scudderi,,,,,,,1,,,,1,
CGR02,2,2000,7,31,0spb,fl,a,23,mermiria bivittata,,,,,,,,,1,,1,
CGR02,2,2000,7,31,0spb,fl,b,9,phoetaliot nebrascen,2,,2,2,3,2,3,8,,1,23,
CGR02,2,2000,7,31,0spb,fl,b,15,melanoplus keeleri,1,,2,,,3,,1,,,7,
CGR02,2,2000,7,31,0spb,fl,b,21,orphulella speciosa,7,6,8,5,3,4,7,3,5,2,50,
CGR02,2,2000,7,31,0spb,fl,b,31,chortophag viridifas,1,,,,,,,,,,1,
CGR02,2,2000,7,31,0spb,fl,b,10,melanoplus scudderi,,,,,,1,,,,,1,
CGR02,2,2000,7,31,0spb,fl,b,5,campylacan olivacea,,,,,,1,,,,,1,
CGR02,2,2000,7,31,0spb,fl,b,23,mermiria bivittata,,,,,,,1,,,,1,
CGR02,2,2000,7,31,002c,fl,a,5,campylacan olivacea,1,,,,,,,,,,1,
CGR02,2,2000,7,31,002c,fl,a,9,phoetaliot nebrascen,4,,1,1,1,1,3,,2,2,15,
CGR02,2,2000,7,31,002c,fl,a,12,melanoplus femurrubr,1,,,,,,,,,,1,
CGR02,2,2000,7,31,002c,fl,a,21,orphulella speciosa,2,2,1,1,2,,2,2,1,,13,
CGR02,2,2000,7,31,002c,fl,a,25,pseudopoma brachypte,1,,,,,,,,,,1,
CGR02,2,2000,7,31,002c,fl,a,26,boopedon auriventr,,1,,,,,,,,,1,
CGR02,2,2000,7,31,002c,fl,a,15,melanoplus keeleri,,,,,,,1,,1,,2,
CGR02,2,2000,7,31,002c,fl,b,9,phoetaliot nebrascen,3,4,5,1,3,1,1,2,1,,21,
CGR02,2,2000,7,31,002c,fl,b,10,melanoplus scudderi,1,,,,,,,,,,1,
CGR02,2,2000,7,31,002c,fl,b,21,orphulella speciosa,2,1,3,2,3,2,1,,2,,16,
CGR02,2,2000,7,31,002c,fl,b,12,melanoplus femurrubr,,,,,1,,,,,1,2,
CGR02,2,2000,7,31,002c,fl,b,15,melanoplus keeleri,,,,,,1,,,,1,2,
CGR02,2,2000,7,31,002c,fl,b,5,campylacan olivacea,,,,,,,,1,,1,2,
CGR02,2,2000,7,31,002d,fl,a,9,phoetaliot nebrascen,2,4,7,5,2,1,6,9,4,11,51,
CGR02,2,2000,7,31,002d,fl,a,15,melanoplus keeleri,2,1,,,,3,1,2,,,9,
CGR02,2,2000,7,31,002d,fl,a,5,campylacan olivacea,,1,,,,,,4,,,5,
CGR02,2,2000,7,31,002d,fl,a,21,orphulella speciosa,,1,2,1,3,,3,3,10,6,29,
CGR02,2,2000,7,31,002d,fl,a,12,melanoplus femurrubr,,,1,,,,,,,,1,
CGR02,2,2000,7,31,002d,fl,a,10,melanoplus scudderi,,,,,,,,,1,1,2,
CGR02,2,2000,7,31,002d,fl,b,5,campylacan olivacea,2,1,1,,3,3,,,3,2,15,
CGR02,2,2000,7,31,002d,fl,b,9,phoetaliot nebrascen,14,10,7,10,4,10,6,9,5,6,81,
CGR02,2,2000,7,31,002d,fl,b,10,melanoplus scudderi,1,,,,,,,,,,1,
CGR02,2,2000,7,31,002d,fl,b,12,melanoplus femurrubr,1,,,,,,,,,1,2,
CGR02,2,2000,7,31,002d,fl,b,15,melanoplus keeleri,1,1,3,2,,1,,1,1,,10,
CGR02,2,2000,7,31,002d,fl,b,20,syrbula admirabil,1,,,,,,,,,,1,
CGR02,2,2000,7,31,002d,fl,b,21,orphulella speciosa,1,5,2,5,,3,1,2,2,3,24,
CGR02,2,2000,7,31,002d,fl,b,26,boopedon auriventr,1,,,,,,,,,,1,
CGR02,2,2000,7,31,004b,fl,a,5,campylacan olivacea,1,,,1,1,1,4,,,3,11,
CGR02,2,2000,7,31,004b,fl,a,9,phoetaliot nebrascen,5,2,,5,2,4,4,12,5,13,52,
CGR02,2,2000,7,31,004b,fl,a,15,melanoplus keeleri,2,,,,,,1,1,1,2,7,
CGR02,2,2000,7,31,004b,fl,a,10,melanoplus scudderi,,,1,3,2,,2,1,,,9,
CGR02,2,2000,7,31,004b,fl,a,12,melanoplus femurrubr,,,,1,,,,1,,2,4,
CGR02,2,2000,7,31,004b,fl,a,21,orphulella speciosa,,,,,,,,1,,,1,
CGR02,2,2000,7,31,004b,fl,b,5,campylacan olivacea,1,1,1,,1,,,,,,4,
CGR02,2,2000,7,31,004b,fl,b,9,phoetaliot nebrascen,1,1,3,5,1,12,4,11,10,2,50,
CGR02,2,2000,7,31,004b,fl,b,10,melanoplus scudderi,2,1,,1,,,,1,1,,6,
CGR02,2,2000,7,31,004b,fl,b,15,melanoplus keeleri,3,2,2,,1,,3,2,,1,14,
CGR02,2,2000,7,31,004b,fl,b,16,melanoplus bivittatu,,1,,,,,,1,,,2,
CGR02,2,2000,7,31,004b,fl,b,21,orphulella speciosa,,1,1,2,1,,,1,,2,8,
CGR02,2,2000,7,31,004b,fl,b,12,melanoplus femurrubr,,,,1,,,,1,,,2,
CGR02,2,2000,7,31,004b,fl,b,4,hypochlora alba,,,,,1,,,,,3,4,
CGR02,2,2000,7,31,004f,fl,a,9,phoetaliot nebrascen,4,6,2,4,3,4,2,3,3,1,32,
CGR02,2,2000,7,31,004f,fl,a,15,melanoplus keeleri,1,,1,,,,,,,,2,
CGR02,2,2000,7,31,004f,fl,a,21,orphulella speciosa,2,,,,3,,,1,1,3,10,
CGR02,2,2000,7,31,004f,fl,a,28,boopedon gracile,1,,,,,,,,,1,2,
CGR02,2,2000,7,31,004f,fl,a,5,campylacan olivacea,,,1,,,,,,,,1,
CGR02,2,2000,7,31,004f,fl,a,12,melanoplus femurrubr,,,,1,1,,,,,,2,
CGR02,2,2000,7,31,004f,fl,a,20,syrbula admirabil,,,,,,,,,1,,1,
CGR02,2,2000,7,31,004f,fl,b,5,campylacan olivacea,1,1,1,1,2,,,,,2,8,
CGR02,2,2000,7,31,004f,fl,b,6,hesperotet speciosus,,1,,,,,,,,1,2,
CGR02,2,2000,7,31,004f,fl,b,9,phoetaliot nebrascen,,2,5,1,3,3,3,5,2,3,27,
CGR02,2,2000,7,31,004f,fl,b,12,melanoplus femurrubr,,1,,1,,1,,,,1,4,
CGR02,2,2000,7,31,004f,fl,b,23,mermiria bivittata,,,,1,,1,1,,,,3,
CGR02,2,2000,7,31,004f,fl,b,21,orphulella speciosa,,,,,1,3,3,1,,,8,
CGR02,2,2000,7,31,004f,fl,b,4,hypochlora alba,,,,,,,,2,1,,3,
CGR02,2,2000,7,31,004f,fl,b,15,melanoplus keeleri,,,,,,,,,,1,1,
CGR02,2,2000,7,31,004f,fl,b,28,boopedon gracile,,,,,,,,,,1,1,
CGR02,2,2000,7,31,020b,fl,a,5,campylacan olivacea,1,,,,1,1,,,2,5,10,
CGR02,2,2000,7,31,020b,fl,a,9,phoetaliot nebrascen,5,1,2,1,4,,4,2,,1,20,
CGR02,2,2000,7,31,020b,fl,a,21,orphulella speciosa,1,,1,,,,,,4,,6,
CGR02,2,2000,7,31,020b,fl,a,4,hypochlora alba,,,,,,1,,,,,1,
CGR02,2,2000,7,31,020b,fl,a,12,melanoplus femurrubr,,,,,,,2,,,1,3,
CGR02,2,2000,7,31,020b,fl,a,23,mermiria bivittata,,,,,,,1,,,1,2,
CGR02,2,2000,7,31,020b,fl,a,10,melanoplus scudderi,,,,,,,,,,1,1,
CGR02,2,2000,7,31,020b,fl,b,4,hypochlora alba,1,,1,,1,,,,,,3,
CGR02,2,2000,7,31,020b,fl,b,9,phoetaliot nebrascen,2,1,,3,1,,2,1,2,1,13,
CGR02,2,2000,7,31,020b,fl,b,5,campylacan olivacea,,1,1,1,,,,,1,,4,
CGR02,2,2000,7,31,020b,fl,b,6,hesperotet speciosus,,,3,,,,,,,,3,
CGR02,2,2000,7,31,020b,fl,b,12,melanoplus femurrubr,,,,1,,,,,,,1,
CGR02,2,2000,7,31,020b,fl,b,17,melanoplus confusus,,,,,1,,,,,,1,
CGR02,2,2000,7,31,020b,fl,b,10,melanoplus scudderi,,,,,,,,2,,,2,
CGR02,2,2000,7,31,020b,fl,b,21,orphulella speciosa,,,,,,,,,1,,1,
CGR02,2,2001,7,17,0sub,fl,a,9,phoetaliot nebrascen,1,1,2,,1,,2,1,,1,9,
CGR02,2,2001,7,17,0sub,fl,a,6,hesperotet speciosus,,,1,,,,,,,,1,
CGR02,2,2001,7,17,0sub,fl,a,15,melanoplus keeleri,,,1,,,,,1,,,2,
CGR02,2,2001,7,17,0sub,fl,a,23,mermiria bivittata,,,,,,2,1,,,,3,
CGR02,2,2001,7,17,0sub,fl,a,21,orphulella speciosa,,,,,,,1,,,,1,
CGR02,2,2001,7,17,0sub,fl,b,9,phoetaliot nebrascen,1,,1,,1,1,4,1,3,3,15,
CGR02,2,2001,7,17,0sub,fl,b,23,mermiria bivittata,1,,,,,,1,1,,,3,
CGR02,2,2001,7,17,0sub,fl,b,7,hesperotet viridis,,1,,1,,,,,,,2,
CGR02,2,2001,7,17,0sub,fl,b,22,mermiria picta,,1,,,,,,,,,1,
CGR02,2,2001,7,17,0sub,fl,b,4,hypochlora alba,,,1,,,,,,,,1,
CGR02,2,2001,7,17,0sub,fl,b,5,campylacan olivacea,,,2,,,,,,,1,3,
CGR02,2,2001,7,17,0sub,fl,b,21,orphulella speciosa,,,1,1,,,,2,4,,8,
CGR02,2,2001,7,17,0sub,fl,b,25,pseudopoma brachypte,,,1,,,,,,,,1,
CGR02,2,2001,7,17,0sub,fl,b,10,melanoplus scudderi,,,,1,,1,,,,,2,
CGR02,2,2001,7,24,001d,fl,a,5,campylacan olivacea,4,,,,,,,,,,4,
CGR02,2,2001,7,24,001d,fl,a,9,phoetaliot nebrascen,4,2,,1,3,3,,,,,13,
CGR02,2,2001,7,24,001d,fl,a,12,melanoplus femurrubr,2,,,,,,,1,,,3,
CGR02,2,2001,7,24,001d,fl,a,17,melanoplus confusus,1,,,,,1,,,,,2,
CGR02,2,2001,7,24,001d,fl,a,21,orphulella speciosa,2,1,,,4,3,1,2,,1,14,
CGR02,2,2001,7,24,001d,fl,a,23,mermiria bivittata,,,,,,,1,,,,1,
CGR02,2,2001,7,24,001d,fl,a,16,melanoplus bivittatu,,,,,,,,1,,,1,
CGR02,2,2001,7,24,001d,fl,b,9,phoetaliot nebrascen,4,,2,6,1,1,4,8,1,11,38,
CGR02,2,2001,7,24,001d,fl,b,15,melanoplus keeleri,1,2,,1,,,,,,1,5,
CGR02,2,2001,7,24,001d,fl,b,21,orphulella speciosa,2,3,6,2,6,7,11,14,11,11,73,
CGR02,2,2001,7,24,001d,fl,b,22,mermiria picta,1,,,,,,,,,,1,
CGR02,2,2001,7,24,001d,fl,b,20,syrbula admirabil,,,1,,,,,1,,,2,
CGR02,2,2001,7,24,001d,fl,b,23,mermiria bivittata,,,1,,,,,,,,1,
CGR02,2,2001,7,24,001d,fl,b,33,arphia xanthopte,,,,,,,1,,,,1,
CGR02,2,2001,7,24,001d,fl,b,5,campylacan olivacea,,,,,,,,1,,,1,
CGR02,2,2001,7,24,0spb,fl,a,9,phoetaliot nebrascen,5,1,2,4,2,4,1,1,3,2,25,
CGR02,2,2001,7,24,0spb,fl,a,15,melanoplus keeleri,1,,1,1,1,,1,,,1,6,
CGR02,2,2001,7,24,0spb,fl,a,21,orphulella speciosa,3,4,4,4,1,8,10,2,4,3,43,
CGR02,2,2001,7,24,0spb,fl,a,22,mermiria picta,1,,1,,,,,1,1,1,5,
CGR02,2,2001,7,24,0spb,fl,a,23,mermiria bivittata,,1,,1,3,1,,,,,6,
CGR02,2,2001,7,24,0spb,fl,a,24,opeia obscura,,,1,,1,,,,,,2,
CGR02,2,2001,7,24,0spb,fl,a,28,boopedon gracile,,,1,,,,,,,,1,
CGR02,2,2001,7,24,0spb,fl,b,9,phoetaliot nebrascen,1,2,1,1,4,7,,1,2,4,23,
CGR02,2,2001,7,24,0spb,fl,b,21,orphulella speciosa,4,6,1,7,2,3,3,,5,3,34,
CGR02,2,2001,7,24,0spb,fl,b,15,melanoplus keeleri,,,1,,,1,,,,1,3,
CGR02,2,2001,7,24,0spb,fl,b,33,arphia xanthopte,,,1,,,,,,,,1,
CGR02,2,2001,7,24,0spb,fl,b,16,melanoplus bivittatu,,,,1,,,,1,,,2,
CGR02,2,2001,7,24,0spb,fl,b,23,mermiria bivittata,,,,,1,,,1,,,2,
CGR02,2,2001,7,24,002c,fl,a,9,phoetaliot nebrascen,1,4,,2,1,2,1,3,,3,17,
CGR02,2,2001,7,24,002c,fl,a,15,melanoplus keeleri,1,,1,3,2,1,1,,,,9,
CGR02,2,2001,7,24,002c,fl,a,16,melanoplus bivittatu,1,,,,,,,,,,1,
CGR02,2,2001,7,24,002c,fl,a,21,orphulella speciosa,1,4,1,2,1,1,3,2,4,1,20,
CGR02,2,2001,7,24,002c,fl,a,23,mermiria bivittata,,1,,,,,,1,,,2,
CGR02,2,2001,7,24,002c,fl,a,12,melanoplus femurrubr,,,,1,,,,,,,1,
CGR02,2,2001,7,24,002c,fl,b,9,phoetaliot nebrascen,2,4,2,4,3,1,3,4,4,8,35,
CGR02,2,2001,7,24,002c,fl,b,12,melanoplus femurrubr,3,,,1,,2,,,,2,8,
CGR02,2,2001,7,24,002c,fl,b,21,orphulella speciosa,4,5,5,1,5,1,4,3,2,3,33,
CGR02,2,2001,7,24,002c,fl,b,17,melanoplus confusus,,1,,,,,,,,,1,
CGR02,2,2001,7,24,002c,fl,b,23,mermiria bivittata,,1,,,,,,,,1,2,
CGR02,2,2001,7,24,002c,fl,b,28,boopedon gracile,,,1,,,,,,,,1,
CGR02,2,2001,7,24,002c,fl,b,5,campylacan olivacea,,,,,,,1,,,,1,
