sampling.id,site,date,month,day,year,doy,cham,subs,treat,method,id,genus,species,n,caste,notes,pinned,warming,target.delta
44,DF,2013-01-09,1,9,2013,9,15,B,Treat,Pitfall,NA,NA,NA,NA,NA,No Ants,NA,Chamberless control,0
44,DF,2013-01-09,1,9,2013,9,15,C,Treat,Pitfall,NA,NA,NA,NA,NA,No Ants,NA,Chamberless control,0
44,DF,2013-01-09,1,9,2013,9,15,D,Treat,Pitfall,NA,NA,NA,NA,NA,No Ants,NA,Chamberless control,0
45,DF,2013-02-06,2,6,2013,37,1,A,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,3.5
45,DF,2013-02-06,2,6,2013,37,1,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,3.5
45,DF,2013-02-06,2,6,2013,37,1,C,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,3.5
45,DF,2013-02-06,2,6,2013,37,1,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,3.5
45,DF,2013-02-06,2,6,2013,37,2,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
45,DF,2013-02-06,2,6,2013,37,2,B,Treat,Pitfall,LMN,Prenolepis,imparis,4,Worker,NA,0,Chamber Control,0
45,DF,2013-02-06,2,6,2013,37,2,B,Treat,Pitfall,LMN,Stenamma,impar,2,Worker,NA,0,Chamber Control,0
45,DF,2013-02-06,2,6,2013,37,2,C,Treat,Pitfall,LMN,Stenamma,impar,1,Queen,NA,0,Chamber Control,0
45,DF,2013-02-06,2,6,2013,37,2,D,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,6 ommitidea in g.d.,0,Chamber Control,0
45,DF,2013-02-06,2,6,2013,37,3,A,Treat,Pitfall,LMN,Stenamma,impar,2,Worker,NA,0,Heated,4.5
45,DF,2013-02-06,2,6,2013,37,3,B,Treat,Pitfall,LMN,Prenolepis,imparis,1,Worker,NA,0,Heated,4.5
45,DF,2013-02-06,2,6,2013,37,3,C,Treat,Pitfall,LMN,Prenolepis,imparis,4,Worker,NA,0,Heated,4.5
45,DF,2013-02-06,2,6,2013,37,3,C,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,4.5
45,DF,2013-02-06,2,6,2013,37,3,D,Treat,Pitfall,LMN,Stenamma,impar,2,Worker,NA,0,Heated,4.5
45,DF,2013-02-06,2,6,2013,37,4,A,Treat,Pitfall,LMN,Prenolepis,imparis,1,Worker,NA,0,Heated,2
45,DF,2013-02-06,2,6,2013,37,4,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,2
45,DF,2013-02-06,2,6,2013,37,4,C,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,2
45,DF,2013-02-06,2,6,2013,37,4,D,Treat,Pitfall,LMN,Stenamma,impar,3,Worker,NA,0,Heated,2
45,DF,2013-02-06,2,6,2013,37,5,A,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Chamber Control,0
45,DF,2013-02-06,2,6,2013,37,5,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
45,DF,2013-02-06,2,6,2013,37,5,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
45,DF,2013-02-06,2,6,2013,37,5,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
45,DF,2013-02-06,2,6,2013,37,6,A,Treat,Pitfall,LMN,Prenolepis,imparis,1,Worker,NA,0,Heated,1.5
45,DF,2013-02-06,2,6,2013,37,6,B,Treat,Pitfall,LMN,Stenamma,impar,3,Worker,NA,0,Heated,1.5
45,DF,2013-02-06,2,6,2013,37,6,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,1.5
45,DF,2013-02-06,2,6,2013,37,6,D,Treat,Pitfall,LMN,Prenolepis,imparis,1,Worker,NA,0,Heated,1.5
45,DF,2013-02-06,2,6,2013,37,6,D,Treat,Pitfall,LMN,Stenamma,impar,2,Worker,one much smaller than the other,0,Heated,1.5
45,DF,2013-02-06,2,6,2013,37,7,A,Treat,Pitfall,LMN,Stenamma,impar,2,Worker,NA,0,Heated,3
45,DF,2013-02-06,2,6,2013,37,7,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,3
45,DF,2013-02-06,2,6,2013,37,7,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,3
45,DF,2013-02-06,2,6,2013,37,7,D,Treat,Pitfall,LMN,Stenamma,impar,2,Worker,Coarse rugules,0,Heated,3
45,DF,2013-02-06,2,6,2013,37,8,A,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,more delicate rugules,0,Heated,5
45,DF,2013-02-06,2,6,2013,37,8,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,5
45,DF,2013-02-06,2,6,2013,37,8,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,5
45,DF,2013-02-06,2,6,2013,37,8,D,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,more delicate rugules,0,Heated,5
45,DF,2013-02-06,2,6,2013,37,9,A,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Heated,5.5
45,DF,2013-02-06,2,6,2013,37,9,A,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,more delicate rugules,0,Heated,5.5
45,DF,2013-02-06,2,6,2013,37,9,B,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,more delicate rugules,0,Heated,5.5
45,DF,2013-02-06,2,6,2013,37,9,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,5.5
45,DF,2013-02-06,2,6,2013,37,9,D,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Heated,5.5
45,DF,2013-02-06,2,6,2013,37,9,D,Treat,Pitfall,LMN,Prenolepis,imparis,2,Worker,NA,0,Heated,5.5
45,DF,2013-02-06,2,6,2013,37,9,D,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,more delicate rugules,0,Heated,5.5
45,DF,2013-02-06,2,6,2013,37,10,A,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,2.5
45,DF,2013-02-06,2,6,2013,37,10,B,Treat,Pitfall,LMN,Prenolepis,imparis,1,Worker,NA,0,Heated,2.5
45,DF,2013-02-06,2,6,2013,37,10,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,2.5
45,DF,2013-02-06,2,6,2013,37,10,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,2.5
45,DF,2013-02-06,2,6,2013,37,11,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
45,DF,2013-02-06,2,6,2013,37,11,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
45,DF,2013-02-06,2,6,2013,37,11,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
45,DF,2013-02-06,2,6,2013,37,11,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
45,DF,2013-02-06,2,6,2013,37,12,A,Treat,Pitfall,LMN,Prenolepis,imparis,2,Worker,NA,0,Heated,4
45,DF,2013-02-06,2,6,2013,37,12,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,4
45,DF,2013-02-06,2,6,2013,37,12,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,4
45,DF,2013-02-06,2,6,2013,37,12,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,4
45,DF,2013-02-06,2,6,2013,37,13,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
45,DF,2013-02-06,2,6,2013,37,13,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
45,DF,2013-02-06,2,6,2013,37,13,C,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Chamberless control,0
45,DF,2013-02-06,2,6,2013,37,13,D,Treat,Pitfall,LMN,Prenolepis,imparis,5,Worker,NA,0,Chamberless control,0
45,DF,2013-02-06,2,6,2013,37,14,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
45,DF,2013-02-06,2,6,2013,37,14,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
45,DF,2013-02-06,2,6,2013,37,14,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
45,DF,2013-02-06,2,6,2013,37,14,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
45,DF,2013-02-06,2,6,2013,37,15,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
45,DF,2013-02-06,2,6,2013,37,15,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
45,DF,2013-02-06,2,6,2013,37,15,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
45,DF,2013-02-06,2,6,2013,37,15,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
46,DF,2013-03-16,3,16,2013,75,1,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,3.5
46,DF,2013-03-16,3,16,2013,75,1,B,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,3.5
46,DF,2013-03-16,3,16,2013,75,1,C,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Heated,3.5
46,DF,2013-03-16,3,16,2013,75,1,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,3.5
46,DF,2013-03-16,3,16,2013,75,2,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
46,DF,2013-03-16,3,16,2013,75,2,B,Treat,Pitfall,LMN,Prenolepis,imparis,1,Worker,NA,0,Chamber Control,0
46,DF,2013-03-16,3,16,2013,75,2,C,Treat,Pitfall,LMN,Prenolepis,imparis,1,Worker,NA,0,Chamber Control,0
46,DF,2013-03-16,3,16,2013,75,2,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
46,DF,2013-03-16,3,16,2013,75,3,A,Treat,Pitfall,LMN,Stenamma,impar,2,Worker,NA,0,Heated,4.5
46,DF,2013-03-16,3,16,2013,75,3,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,4.5
46,DF,2013-03-16,3,16,2013,75,3,C,Treat,Pitfall,LMN,Stenamma,impar,2,Worker,NA,0,Heated,4.5
46,DF,2013-03-16,3,16,2013,75,3,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,4.5
46,DF,2013-03-16,3,16,2013,75,4,A,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,2
46,DF,2013-03-16,3,16,2013,75,4,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,2
46,DF,2013-03-16,3,16,2013,75,4,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,2
46,DF,2013-03-16,3,16,2013,75,4,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,2
46,DF,2013-03-16,3,16,2013,75,5,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
46,DF,2013-03-16,3,16,2013,75,5,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
46,DF,2013-03-16,3,16,2013,75,5,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
46,DF,2013-03-16,3,16,2013,75,5,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
46,DF,2013-03-16,3,16,2013,75,6,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,1.5
46,DF,2013-03-16,3,16,2013,75,6,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,1.5
46,DF,2013-03-16,3,16,2013,75,6,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,1.5
46,DF,2013-03-16,3,16,2013,75,6,D,Treat,Pitfall,LMN,Prenolepis,imparis,2,Worker,NA,0,Heated,1.5
46,DF,2013-03-16,3,16,2013,75,7,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,3
46,DF,2013-03-16,3,16,2013,75,7,B,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,3
46,DF,2013-03-16,3,16,2013,75,7,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,3
46,DF,2013-03-16,3,16,2013,75,7,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,3
46,DF,2013-03-16,3,16,2013,75,8,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,5
46,DF,2013-03-16,3,16,2013,75,8,B,Treat,Pitfall,LMN,Stenamma,impar,2,Worker,NA,0,Heated,5
46,DF,2013-03-16,3,16,2013,75,8,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,5
46,DF,2013-03-16,3,16,2013,75,8,D,Treat,Pitfall,LMN,Aphaenogaster,lamellidens,1,Worker,NA,0,Heated,5
46,DF,2013-03-16,3,16,2013,75,9,A,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,5.5
46,DF,2013-03-16,3,16,2013,75,9,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,5.5
46,DF,2013-03-16,3,16,2013,75,9,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,5.5
46,DF,2013-03-16,3,16,2013,75,9,D,Treat,Pitfall,LMN,Stenamma,impar,2,Worker,NA,0,Heated,5.5
46,DF,2013-03-16,3,16,2013,75,10,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,2.5
46,DF,2013-03-16,3,16,2013,75,10,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,2.5
46,DF,2013-03-16,3,16,2013,75,10,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,2.5
46,DF,2013-03-16,3,16,2013,75,10,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,2.5
46,DF,2013-03-16,3,16,2013,75,11,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
46,DF,2013-03-16,3,16,2013,75,11,B,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Chamber Control,0
46,DF,2013-03-16,3,16,2013,75,11,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
46,DF,2013-03-16,3,16,2013,75,11,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
46,DF,2013-03-16,3,16,2013,75,12,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,4
46,DF,2013-03-16,3,16,2013,75,12,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,4
46,DF,2013-03-16,3,16,2013,75,12,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,4
46,DF,2013-03-16,3,16,2013,75,12,D,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,4
46,DF,2013-03-16,3,16,2013,75,13,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
46,DF,2013-03-16,3,16,2013,75,13,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
46,DF,2013-03-16,3,16,2013,75,13,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
46,DF,2013-03-16,3,16,2013,75,13,D,Treat,Pitfall,LMN,Prenolepis,imparis,1,Worker,NA,0,Chamberless control,0
46,DF,2013-03-16,3,16,2013,75,14,A,Treat,Pitfall,LMN,Crematogaster,ashmeadi,1,Worker,NA,0,Chamberless control,0
46,DF,2013-03-16,3,16,2013,75,14,B,Treat,Pitfall,LMN,Prenolepis,imparis,2,Worker,NA,0,Chamberless control,0
46,DF,2013-03-16,3,16,2013,75,14,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
46,DF,2013-03-16,3,16,2013,75,14,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
46,DF,2013-03-16,3,16,2013,75,15,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
46,DF,2013-03-16,3,16,2013,75,15,B,Treat,Pitfall,LMN,Temnothorax,curvispinosus,2,Worker,NA,0,Chamberless control,0
46,DF,2013-03-16,3,16,2013,75,15,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
46,DF,2013-03-16,3,16,2013,75,15,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
47,DF,2013-04-10,4,10,2013,100,1,A,Treat,Pitfall,LMN,Camponotus,castaneus,3,Worker,NA,0,Heated,3.5
47,DF,2013-04-10,4,10,2013,100,1,A,Treat,Pitfall,LMN,Camponotus,chromaiodes,1,Worker,NA,0,Heated,3.5
47,DF,2013-04-10,4,10,2013,100,1,A,Treat,Pitfall,LMN,Crematogaster,lineolata,11,Worker,NA,0,Heated,3.5
47,DF,2013-04-10,4,10,2013,100,1,A,Treat,Pitfall,LMN,Lasius,sp_DFmorph1,1,Queen,Dealate,0,Heated,3.5
47,DF,2013-04-10,4,10,2013,100,1,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,3.5
47,DF,2013-04-10,4,10,2013,100,1,C,Treat,Pitfall,LMN,Crematogaster,lineolata,3,Worker,NA,0,Heated,3.5
47,DF,2013-04-10,4,10,2013,100,1,C,Treat,Pitfall,LMN,Prenolepis,imparis,1,Worker,NA,0,Heated,3.5
47,DF,2013-04-10,4,10,2013,100,1,C,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,3.5
47,DF,2013-04-10,4,10,2013,100,1,D,Treat,Pitfall,LMN,Crematogaster,lineolata,6,Worker,NA,0,Heated,3.5
47,DF,2013-04-10,4,10,2013,100,2,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
47,DF,2013-04-10,4,10,2013,100,2,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
47,DF,2013-04-10,4,10,2013,100,2,C,Treat,Pitfall,LMN,Formica,pallidefulva,1,Worker,NA,0,Chamber Control,0
47,DF,2013-04-10,4,10,2013,100,2,C,Treat,Pitfall,LMN,Prenolepis,imparis,3,Worker,NA,0,Chamber Control,0
47,DF,2013-04-10,4,10,2013,100,2,D,Treat,Pitfall,LMN,Lasius,sp_DFmorph1,1,Queen,Dealate,0,Chamber Control,0
47,DF,2013-04-10,4,10,2013,100,2,D,Treat,Pitfall,LMN,Ponera,pennsylvanica,1,Worker,NA,0,Chamber Control,0
47,DF,2013-04-10,4,10,2013,100,3,A,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Heated,4.5
47,DF,2013-04-10,4,10,2013,100,3,A,Treat,Pitfall,LMN,Lasius,sp_DFmorph1,2,Queen,Dealate,0,Heated,4.5
47,DF,2013-04-10,4,10,2013,100,3,B,Treat,Pitfall,LMN,Crematogaster,lineolata,3,Worker,NA,0,Heated,4.5
47,DF,2013-04-10,4,10,2013,100,3,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,4.5
47,DF,2013-04-10,4,10,2013,100,3,D,Treat,Pitfall,LMN,Crematogaster,lineolata,3,Worker,NA,0,Heated,4.5
47,DF,2013-04-10,4,10,2013,100,4,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,2
47,DF,2013-04-10,4,10,2013,100,4,B,Treat,Pitfall,LMN,Lasius,sp_DFmorph1,1,Queen,Dealate,0,Heated,2
47,DF,2013-04-10,4,10,2013,100,4,C,Treat,Pitfall,LMN,Stenamma,impar,2,Worker,NA,0,Heated,2
47,DF,2013-04-10,4,10,2013,100,4,D,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Heated,2
47,DF,2013-04-10,4,10,2013,100,4,D,Treat,Pitfall,LMN,Stenamma,impar,2,Worker,NA,0,Heated,2
47,DF,2013-04-10,4,10,2013,100,5,A,Treat,Pitfall,LMN,Myrmecina,americana,1,Worker,NA,0,Chamber Control,0
47,DF,2013-04-10,4,10,2013,100,5,B,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Chamber Control,0
47,DF,2013-04-10,4,10,2013,100,5,C,Treat,Pitfall,LMN,Crematogaster,ashmeadi,1,Worker,NA,0,Chamber Control,0
47,DF,2013-04-10,4,10,2013,100,5,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
47,DF,2013-04-10,4,10,2013,100,6,A,Treat,Pitfall,LMN,Lasius,sp_DFmorph1,1,Queen,Dealate,0,Heated,1.5
47,DF,2013-04-10,4,10,2013,100,6,B,Treat,Pitfall,LMN,Formica,pallidefulva,1,Worker,NA,0,Heated,1.5
47,DF,2013-04-10,4,10,2013,100,6,C,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Heated,1.5
47,DF,2013-04-10,4,10,2013,100,6,C,Treat,Pitfall,LMN,Stenamma,impar,3,Worker,NA,0,Heated,1.5
47,DF,2013-04-10,4,10,2013,100,6,D,Treat,Pitfall,LMN,Camponotus,chromaiodes,1,Worker,NA,0,Heated,1.5
47,DF,2013-04-10,4,10,2013,100,6,D,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,1.5
47,DF,2013-04-10,4,10,2013,100,7,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,3
47,DF,2013-04-10,4,10,2013,100,7,B,Treat,Pitfall,LMN,Crematogaster,lineolata,2,Worker,NA,0,Heated,3
47,DF,2013-04-10,4,10,2013,100,7,B,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,3
47,DF,2013-04-10,4,10,2013,100,7,C,Treat,Pitfall,LMN,Aphaenogaster,lamellidens,2,Worker,NA,0,Heated,3
47,DF,2013-04-10,4,10,2013,100,7,D,Treat,Pitfall,LMN,Stenamma,impar,2,Worker,NA,0,Heated,3
47,DF,2013-04-10,4,10,2013,100,8,A,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,5
47,DF,2013-04-10,4,10,2013,100,8,B,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Heated,5
47,DF,2013-04-10,4,10,2013,100,8,B,Treat,Pitfall,LMN,Crematogaster,ashmeadi,1,Worker,NA,0,Heated,5
47,DF,2013-04-10,4,10,2013,100,8,C,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Heated,5
47,DF,2013-04-10,4,10,2013,100,8,D,Treat,Pitfall,LMN,Crematogaster,lineolata,2,Worker,NA,0,Heated,5
47,DF,2013-04-10,4,10,2013,100,9,A,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,1,Worker,NA,0,Heated,5.5
47,DF,2013-04-10,4,10,2013,100,9,A,Treat,Pitfall,LMN,Crematogaster,lineolata,14,Worker,NA,0,Heated,5.5
47,DF,2013-04-10,4,10,2013,100,9,B,Treat,Pitfall,LMN,Crematogaster,lineolata,2,Worker,NA,0,Heated,5.5
47,DF,2013-04-10,4,10,2013,100,9,C,Treat,Pitfall,LMN,Crematogaster,lineolata,2,Worker,NA,0,Heated,5.5
47,DF,2013-04-10,4,10,2013,100,9,D,Treat,Pitfall,LMN,Crematogaster,lineolata,8,Worker,NA,0,Heated,5.5
47,DF,2013-04-10,4,10,2013,100,10,A,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Heated,2.5
47,DF,2013-04-10,4,10,2013,100,10,A,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,2.5
47,DF,2013-04-10,4,10,2013,100,10,B,Treat,Pitfall,LMN,Crematogaster,lineolata,8,Worker,NA,0,Heated,2.5
47,DF,2013-04-10,4,10,2013,100,10,B,Treat,Pitfall,LMN,Myrmecina,americana,1,Worker,NA,0,Heated,2.5
47,DF,2013-04-10,4,10,2013,100,10,B,Treat,Pitfall,LMN,Stenamma,impar,2,Worker,NA,0,Heated,2.5
47,DF,2013-04-10,4,10,2013,100,10,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,2.5
47,DF,2013-04-10,4,10,2013,100,10,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Heated,2.5
47,DF,2013-04-10,4,10,2013,100,11,A,Treat,Pitfall,LMN,Formica,subsericea,1,Worker,NA,0,Chamber Control,0
47,DF,2013-04-10,4,10,2013,100,11,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
47,DF,2013-04-10,4,10,2013,100,11,C,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
47,DF,2013-04-10,4,10,2013,100,11,D,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamber Control,0
47,DF,2013-04-10,4,10,2013,100,12,A,Treat,Pitfall,LMN,Crematogaster,lineolata,3,Worker,NA,0,Heated,4
47,DF,2013-04-10,4,10,2013,100,12,A,Treat,Pitfall,LMN,Stenamma,impar,1,Worker,NA,0,Heated,4
47,DF,2013-04-10,4,10,2013,100,12,B,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Heated,4
47,DF,2013-04-10,4,10,2013,100,12,B,Treat,Pitfall,LMN,Unknown,sp_DFmorph5,1,Male,NA,0,Heated,4
47,DF,2013-04-10,4,10,2013,100,12,C,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Heated,4
47,DF,2013-04-10,4,10,2013,100,12,C,Treat,Pitfall,LMN,Myrmecina,americana,1,Queen,Dealate,0,Heated,4
47,DF,2013-04-10,4,10,2013,100,12,D,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,1,Worker,NA,0,Heated,4
47,DF,2013-04-10,4,10,2013,100,12,D,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,Need to pin.  Check sp. Propodeal spines curve outward sharply. ,0,Heated,4
47,DF,2013-04-10,4,10,2013,100,13,A,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
47,DF,2013-04-10,4,10,2013,100,13,B,Treat,Pitfall,LMN,NA,NA,NA,NA,NA,NA,Chamberless control,0
47,DF,2013-04-10,4,10,2013,100,13,C,Treat,Pitfall,LMN,Aphaenogaster,rudis,3,Worker,NA,0,Chamberless control,0
47,DF,2013-04-10,4,10,2013,100,13,D,Treat,Pitfall,LMN,Myrmecina,americana,1,Worker,NA,0,Chamberless control,0
47,DF,2013-04-10,4,10,2013,100,14,A,Treat,Pitfall,LMN,Formica,pallidefulva,2,Worker,NA,0,Chamberless control,0
47,DF,2013-04-10,4,10,2013,100,14,A,Treat,Pitfall,LMN,Prenolepis,imparis,1,Worker,NA,0,Chamberless control,0
47,DF,2013-04-10,4,10,2013,100,14,B,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,1,Worker,NA,0,Chamberless control,0
47,DF,2013-04-10,4,10,2013,100,14,B,Treat,Pitfall,LMN,Crematogaster,ashmeadi,1,Worker,NA,0,Chamberless control,0
