block,plot,species,treatment,contacts,year
C,C3,Hypericum pulchrum,control,4,2000
C,C3,Hypochaeris radicata,control,1,2000
C,C3,Koeleria macrantha,control,2,2000
C,C3,Lathyrus linifolius,control,5,2000
C,C3,Lotus corniculatus,control,10,2000
C,C3,Plantago lanceolata,control,6,2000
C,C3,Polygala serpyllifolia,control,1,2000
C,C3,Potentilla erecta,control,34,2000
C,C3,Scabiosa columbaria,control,1,2000
C,C3,Vaccinium myrtillus,control,7,2000
C,C3,Viola riviniana,control,6,2000
C,C4,Agrostis,warm wet,29,2000
C,C4,Campanula rotundifolia,warm wet,2,2000
C,C4,Carex caryophyllea,warm wet,3,2000
C,C4,Carex flacca,warm wet,20,2000
C,C4,Carex panicea,warm wet,10,2000
C,C4,Carex pulicaris,warm wet,1,2000
C,C4,Festuca ovina,warm wet,110,2000
C,C4,Hypericum pulchrum,warm wet,7,2000
C,C4,Koeleria macrantha,warm wet,18,2000
C,C4,Plantago lanceolata,warm wet,15,2000
C,C4,Potentilla erecta,warm wet,9,2000
C,C4,Senecio jacobaea,warm wet,1,2000
C,C4,Viola riviniana,warm wet,2,2000
C,C5,Agrostis,warm,9,2000
C,C5,Anthoxanthum odoratum,warm,8,2000
C,C5,Briza media,warm,3,2000
C,C5,Campanula rotundifolia,warm,4,2000
C,C5,Carex caryophyllea,warm,9,2000
C,C5,Carex flacca,warm,16,2000
C,C5,Carex pulicaris,warm,1,2000
C,C5,Festuca ovina,warm,29,2000
C,C5,Helictotrichon pratense,warm,7,2000
C,C5,Hypericum pulchrum,warm,6,2000
C,C5,Koeleria macrantha,warm,12,2000
C,C5,Linum catharticum,warm,1,2000
C,C5,Lotus corniculatus,warm,14,2000
C,C5,Plantago lanceolata,warm,4,2000
C,C5,Polygala vulgaris,warm,2,2000
C,C5,Potentilla erecta,warm,10,2000
C,C5,Sanguisorba minor,warm,10,2000
C,C7,Agrostis,dry,12,2000
C,C7,Briza media,dry,8,2000
C,C7,Campanula rotundifolia,dry,2,2000
C,C7,Carex caryophyllea,dry,4,2000
C,C7,Carex flacca,dry,13,2000
C,C7,Carex panicea,dry,6,2000
C,C7,Danthonia decumbens,dry,2,2000
C,C7,Festuca ovina,dry,60,2000
C,C7,Helianthemum nummularium,dry,4,2000
C,C7,Helictotrichon pratense,dry,16,2000
C,C7,Koeleria macrantha,dry,7,2000
C,C7,Lotus corniculatus,dry,3,2000
C,C7,Pimpinella saxifraga,dry,1,2000
C,C7,Plantago lanceolata,dry,2,2000
C,C7,Sanguisorba minor,dry,8,2000
C,C7,Thymus polytrichus,dry,3,2000
C,C7,Viola riviniana,dry,1,2000
C,C8,Agrostis,wet,15,2000
C,C8,Briza media,wet,2,2000
C,C8,Carex caryophyllea,wet,2,2000
C,C8,Carex flacca,wet,22,2000
C,C8,Carex panicea,wet,25,2000
C,C8,Carex pulicaris,wet,21,2000
C,C8,Danthonia decumbens,wet,5,2000
C,C8,Festuca ovina,wet,30,2000
C,C8,Helianthemum nummularium,wet,1,2000
C,C8,Helictotrichon pratense,wet,2,2000
C,C8,Helictotrichon pubescens,wet,3,2000
C,C8,Hypericum pulchrum,wet,1,2000
C,C8,Koeleria macrantha,wet,3,2000
C,C8,Lotus corniculatus,wet,4,2000
C,C8,Plantago lanceolata,wet,6,2000
C,C8,Polygala serpyllifolia,wet,1,2000
C,C8,Polygala vulgaris,wet,5,2000
C,C8,Potentilla erecta,wet,19,2000
C,C8,Sanguisorba minor,wet,16,2000
C,C8,Scabiosa columbaria,wet,5,2000
D,D1,Agrostis,warm,9,2000
D,D1,Anthoxanthum odoratum,warm,2,2000
D,D1,Briza media,warm,6,2000
D,D1,Campanula rotundifolia,warm,8,2000
D,D1,Carex caryophyllea,warm,9,2000
D,D1,Carex flacca,warm,23,2000
D,D1,Carex panicea,warm,10,2000
D,D1,Danthonia decumbens,warm,3,2000
D,D1,Festuca ovina,warm,66,2000
D,D1,Helianthemum nummularium,warm,3,2000
D,D1,Helictotrichon pratense,warm,3,2000
D,D1,Hypericum pulchrum,warm,1,2000
D,D1,Koeleria macrantha,warm,6,2000
D,D1,Linum catharticum,warm,2,2000
D,D1,Lotus corniculatus,warm,9,2000
D,D1,Plantago lanceolata,warm,4,2000
D,D1,Sanguisorba minor,warm,16,2000
D,D1,Scabiosa columbaria,warm,8,2000
D,D1,Thymus polytrichus,warm,4,2000
D,D3,Agrostis,control,11,2000
D,D3,Anthoxanthum odoratum,control,2,2000
D,D3,Briza media,control,5,2000
D,D3,Campanula rotundifolia,control,1,2000
D,D3,Carex caryophyllea,control,24,2000
D,D3,Carex flacca,control,26,2000
D,D3,Carex panicea,control,7,2000
D,D3,Carex pulicaris,control,7,2000
D,D3,Danthonia decumbens,control,1,2000
D,D3,Festuca ovina,control,22,2000
D,D3,Helianthemum nummularium,control,3,2000
D,D3,Helictotrichon pratense,control,6,2000
D,D3,Hypericum pulchrum,control,2,2000
D,D3,Koeleria macrantha,control,7,2000
D,D3,Lotus corniculatus,control,6,2000
D,D3,Plantago lanceolata,control,3,2000
D,D3,Potentilla erecta,control,2,2000
D,D3,Sanguisorba minor,control,3,2000
D,D3,Scabiosa columbaria,control,3,2000
D,D3,Thymus polytrichus,control,6,2000
D,D4,Agrostis,dry,6,2000
D,D4,Anthoxanthum odoratum,dry,3,2000
D,D4,Briza media,dry,4,2000
D,D4,Campanula rotundifolia,dry,2,2000
D,D4,Carex caryophyllea,dry,7,2000
D,D4,Carex flacca,dry,13,2000
D,D4,Carex panicea,dry,7,2000
D,D4,Dactylis glomerata,dry,3,2000
D,D4,Festuca ovina,dry,67,2000
D,D4,Helictotrichon pratense,dry,9,2000
D,D4,Koeleria macrantha,dry,28,2000
D,D4,Linum catharticum,dry,2,2000
D,D4,Plantago lanceolata,dry,2,2000
D,D4,Sanguisorba minor,dry,10,2000
D,D4,Scabiosa columbaria,dry,8,2000
D,D6,Agrostis,warm wet,5,2000
D,D6,Anthoxanthum odoratum,warm wet,2,2000
D,D6,Briza media,warm wet,2,2000
D,D6,Campanula rotundifolia,warm wet,1,2000
D,D6,Carex caryophyllea,warm wet,6,2000
D,D6,Carex flacca,warm wet,30,2000
D,D6,Carex panicea,warm wet,4,2000
D,D6,Carex pulicaris,warm wet,7,2000
D,D6,Centaurea nigra,warm wet,2,2000
D,D6,Danthonia decumbens,warm wet,1,2000
D,D6,Festuca ovina,warm wet,43,2000
D,D6,Helictotrichon pratense,warm wet,13,2000
D,D6,Hypericum pulchrum,warm wet,2,2000
D,D6,Koeleria macrantha,warm wet,7,2000
D,D6,Plantago lanceolata,warm wet,1,2000
D,D6,Sanguisorba minor,warm wet,10,2000
D,D6,Scabiosa columbaria,warm wet,3,2000
D,D6,Viola riviniana,warm wet,2,2000
D,D7,Agrostis,wet,13,2000
D,D7,Anthoxanthum odoratum,wet,4,2000
D,D7,Briza media,wet,3,2000
D,D7,Campanula rotundifolia,wet,3,2000
D,D7,Carex caryophyllea,wet,7,2000
D,D7,Carex flacca,wet,27,2000
D,D7,Carex panicea,wet,13,2000
D,D7,Carex pulicaris,wet,7,2000
D,D7,Centaurea nigra,wet,4,2000
D,D7,Danthonia decumbens,wet,5,2000
D,D7,Festuca ovina,wet,30,2000
D,D7,Helictotrichon pratense,wet,16,2000
D,D7,Hypericum pulchrum,wet,1,2000
D,D7,Koeleria macrantha,wet,6,2000
D,D7,Linum catharticum,wet,3,2000
D,D7,Lotus corniculatus,wet,6,2000
D,D7,Plantago lanceolata,wet,2,2000
D,D7,Polygala vulgaris,wet,1,2000
D,D7,Potentilla erecta,wet,13,2000
D,D7,Sanguisorba minor,wet,12,2000
D,D7,Scabiosa columbaria,wet,18,2000
D,D7,Trifolium pratense,wet,1,2000
D,D9,Agrostis,warm dry,6,2000
D,D9,Anthoxanthum odoratum,warm dry,1,2000
D,D9,Carex caryophyllea,warm dry,5,2000
D,D9,Carex flacca,warm dry,18,2000
D,D9,Carex pulicaris,warm dry,7,2000
D,D9,Centaurea nigra,warm dry,1,2000
D,D9,Danthonia decumbens,warm dry,8,2000
D,D9,Festuca ovina,warm dry,85,2000
D,D9,Helictotrichon pratense,warm dry,3,2000
D,D9,Hypericum pulchrum,warm dry,1,2000
D,D9,Koeleria macrantha,warm dry,12,2000
D,D9,Linum catharticum,warm dry,1,2000
D,D9,Lotus corniculatus,warm dry,2,2000
D,D9,Sanguisorba minor,warm dry,8,2000
D,D9,Scabiosa columbaria,warm dry,23,2000
E,E1,Agrostis,warm wet,4,2000
E,E1,Anthoxanthum odoratum,warm wet,2,2000
E,E1,Campanula rotundifolia,warm wet,1,2000
E,E1,Carex caryophyllea,warm wet,23,2000
E,E1,Carex flacca,warm wet,37,2000
E,E1,Carex panicea,warm wet,6,2000
E,E1,Carex pulicaris,warm wet,7,2000
E,E1,Danthonia decumbens,warm wet,2,2000
E,E1,Festuca ovina,warm wet,45,2000
E,E1,Helianthemum nummularium,warm wet,8,2000
E,E1,Helictotrichon pratense,warm wet,8,2000
E,E1,Hypericum pulchrum,warm wet,5,2000
E,E1,Koeleria macrantha,warm wet,5,2000
E,E1,Linum catharticum,warm wet,5,2000
E,E1,Lotus corniculatus,warm wet,2,2000
E,E1,Plantago lanceolata,warm wet,4,2000
E,E1,Sanguisorba minor,warm wet,6,2000
E,E1,Scabiosa columbaria,warm wet,3,2000
E,E1,Succisa pratensis,warm wet,4,2000
E,E1,Thymus polytrichus,warm wet,2,2000
E,E1,Viola riviniana,warm wet,1,2000
E,E3,Agrostis,dry,12,2000
E,E3,Briza media,dry,3,2000
E,E3,Carex caryophyllea,dry,16,2000
E,E3,Carex flacca,dry,25,2000
E,E3,Carex panicea,dry,13,2000
E,E3,Carex pulicaris,dry,3,2000
E,E3,Danthonia decumbens,dry,1,2000
E,E3,Festuca ovina,dry,41,2000
E,E3,Helianthemum nummularium,dry,2,2000
E,E3,Helictotrichon pratense,dry,3,2000
E,E3,Koeleria macrantha,dry,6,2000
E,E3,Linum catharticum,dry,2,2000
E,E3,Lotus corniculatus,dry,9,2000
E,E3,Plantago lanceolata,dry,1,2000
E,E3,Polygala vulgaris,dry,2,2000
E,E3,Potentilla erecta,dry,1,2000
E,E3,Sanguisorba minor,dry,8,2000
E,E3,Scabiosa columbaria,dry,2,2000
E,E3,Succisa pratensis,dry,2,2000
E,E3,Thymus polytrichus,dry,5,2000
E,E3,Viola riviniana,dry,2,2000
E,E4,Agrostis,control,10,2000
E,E4,Anthoxanthum odoratum,control,1,2000
E,E4,Briza media,control,1,2000
E,E4,Calluna vulgaris,control,1,2000
E,E4,Campanula rotundifolia,control,1,2000
E,E4,Carex caryophyllea,control,6,2000
E,E4,Carex flacca,control,28,2000
E,E4,Carex panicea,control,13,2000
E,E4,Carex pulicaris,control,5,2000
E,E4,Centaurea nigra,control,5,2000
E,E4,Danthonia decumbens,control,3,2000
E,E4,Festuca ovina,control,44,2000
E,E4,Helictotrichon pratense,control,2,2000
E,E4,Hypericum pulchrum,control,1,2000
E,E4,Koeleria macrantha,control,8,2000
E,E4,Linum catharticum,control,2,2000
E,E4,Lotus corniculatus,control,5,2000
E,E4,Plantago lanceolata,control,5,2000
E,E4,Potentilla erecta,control,8,2000
E,E4,Sanguisorba minor,control,8,2000
E,E4,Scabiosa columbaria,control,4,2000
E,E4,Thymus polytrichus,control,3,2000
E,E4,Viola riviniana,control,3,2000
E,E6,Agrostis,wet,12,2000
E,E6,Anthoxanthum odoratum,wet,1,2000
E,E6,Briza media,wet,3,2000
E,E6,Carex caryophyllea,wet,2,2000
E,E6,Carex flacca,wet,35,2000
E,E6,Carex hostiana,wet,8,2000
E,E6,Carex panicea,wet,12,2000
E,E6,Carex pulicaris,wet,21,2000
E,E6,Danthonia decumbens,wet,1,2000
E,E6,Festuca ovina,wet,45,2000
E,E6,Helictotrichon pratense,wet,7,2000
E,E6,Koeleria macrantha,wet,2,2000
E,E6,Lotus corniculatus,wet,20,2000
E,E6,Pimpinella saxifraga,wet,1,2000
E,E6,Plantago lanceolata,wet,1,2000
E,E6,Potentilla erecta,wet,7,2000
E,E6,Sanguisorba minor,wet,6,2000
E,E6,Scabiosa columbaria,wet,2,2000
E,E6,Succisa pratensis,wet,6,2000
E,E7,Agrostis,warm,6,2000
E,E7,Anthoxanthum odoratum,warm,10,2000
E,E7,Carex caryophyllea,warm,4,2000
E,E7,Carex flacca,warm,22,2000
E,E7,Carex panicea,warm,3,2000
E,E7,Carex pulicaris,warm,10,2000
E,E7,Danthonia decumbens,warm,1,2000
E,E7,Festuca ovina,warm,80,2000
E,E7,Festuca rubra,warm,4,2000
E,E7,Helianthemum nummularium,warm,2,2000
E,E7,Helictotrichon pratense,warm,13,2000
E,E7,Holcus lanatus,warm,1,2000
E,E7,Koeleria macrantha,warm,27,2000
E,E7,Lotus corniculatus,warm,5,2000
E,E7,Luzula campestris,warm,1,2000
E,E7,Plantago lanceolata,warm,1,2000
E,E7,Potentilla erecta,warm,9,2000
E,E7,Sanguisorba minor,warm,11,2000
E,E8,Agrostis,warm dry,4,2000
E,E8,Anthoxanthum odoratum,warm dry,4,2000
E,E8,Carex caryophyllea,warm dry,6,2000
E,E8,Carex flacca,warm dry,20,2000
E,E8,Carex panicea,warm dry,2,2000
E,E8,Carex pulicaris,warm dry,9,2000
E,E8,Danthonia decumbens,warm dry,1,2000
E,E8,Festuca ovina,warm dry,120,2000
E,E8,Helictotrichon pratense,warm dry,6,2000
E,E8,Hypericum pulchrum,warm dry,1,2000
E,E8,Koeleria macrantha,warm dry,23,2000
E,E8,Linum catharticum,warm dry,3,2000
E,E8,Plantago lanceolata,warm dry,1,2000
E,E8,Potentilla erecta,warm dry,4,2000
E,E8,Sanguisorba minor,warm dry,6,2000
E,E8,Scabiosa columbaria,warm dry,4,2000
E,E8,Thymus polytrichus,warm dry,3,2000
A,A1,Agrostis,warm,3,2001
A,A1,Briza media,warm,4,2001
A,A1,Campanula rotundifolia,warm,10,2001
A,A1,Carex caryophyllea,warm,2,2001
A,A1,Carex flacca,warm,20,2001
A,A1,Carex panicea,warm,3,2001
A,A1,Centaurea nigra,warm,6,2001
A,A1,Festuca ovina,warm,67,2001
A,A1,Helianthemum nummularium,warm,1,2001
A,A1,Helictotrichon pratense,warm,2,2001
A,A1,Helictotrichon pubescens,warm,2,2001
A,A1,Koeleria macrantha,warm,9,2001
A,A1,Lotus corniculatus,warm,7,2001
A,A1,Plantago lanceolata,warm,1,2001
A,A1,Sanguisorba minor,warm,9,2001
A,A1,Scabiosa columbaria,warm,1,2001
A,A1,Senecio jacobaea,warm,1,2001
A,A1,Trifolium pratense,warm,1,2001
A,A1,Viola riviniana,warm,1,2001
A,A3,Agrostis,control,9,2001
A,A3,Campanula rotundifolia,control,1,2001
A,A3,Carex caryophyllea,control,8,2001
A,A3,Carex flacca,control,34,2001
A,A3,Carex panicea,control,17,2001
A,A3,Carex pulicaris,control,4,2001
A,A3,Festuca ovina,control,22,2001
A,A3,Festuca rubra,control,1,2001
A,A3,Helianthemum nummularium,control,5,2001
A,A3,Helictotrichon pratense,control,14,2001
A,A3,Helictotrichon pubescens,control,5,2001
A,A3,Lotus corniculatus,control,30,2001
A,A3,Primula veris,control,3,2001
A,A3,Sanguisorba minor,control,1,2001
A,A3,Scabiosa columbaria,control,13,2001
A,A6,Agrostis,dry,4,2001
A,A6,Anthoxanthum odoratum,dry,1,2001
A,A6,Briza media,dry,4,2001
A,A6,Campanula rotundifolia,dry,4,2001
A,A6,Carex caryophyllea,dry,4,2001
A,A6,Carex flacca,dry,25,2001
A,A6,Carex panicea,dry,1,2001
A,A6,Carex pulicaris,dry,2,2001
A,A6,Centaurea nigra,dry,2,2001
A,A6,Danthonia decumbens,dry,2,2001
A,A6,Festuca ovina,dry,28,2001
A,A6,Galium sterneri,dry,1,2001
A,A6,Helianthemum nummularium,dry,8,2001
A,A6,Helictotrichon pratense,dry,4,2001
A,A6,Koeleria macrantha,dry,6,2001
A,A6,Leontodon hispidus,dry,1,2001
A,A6,Lotus corniculatus,dry,1,2001
A,A6,Plantago lanceolata,dry,2,2001
A,A6,Sanguisorba minor,dry,7,2001
A,A6,Scabiosa columbaria,dry,9,2001
A,A6,Thymus polytrichus,dry,21,2001
A,A7,Agrostis,warm wet,4,2001
A,A7,Anthoxanthum odoratum,warm wet,13,2001
A,A7,Carex caryophyllea,warm wet,6,2001
A,A7,Carex flacca,warm wet,19,2001
A,A7,Carex panicea,warm wet,7,2001
A,A7,Festuca ovina,warm wet,51,2001
A,A7,Festuca rubra,warm wet,8,2001
A,A7,Helictotrichon pratense,warm wet,4,2001
A,A7,Koeleria macrantha,warm wet,8,2001
A,A7,Lotus corniculatus,warm wet,9,2001
A,A7,Plantago lanceolata,warm wet,8,2001
A,A7,Potentilla erecta,warm wet,6,2001
A,A7,Scabiosa columbaria,warm wet,1,2001
A,A8,Agrostis,warm dry,10,2001
A,A8,Anthoxanthum odoratum,warm dry,6,2001
A,A8,Campanula rotundifolia,warm dry,3,2001
A,A8,Carex caryophyllea,warm dry,1,2001
A,A8,Carex flacca,warm dry,18,2001
A,A8,Carex panicea,warm dry,3,2001
A,A8,Danthonia decumbens,warm dry,2,2001
A,A8,Festuca ovina,warm dry,126,2001
A,A8,Festuca rubra,warm dry,2,2001
A,A8,Helianthemum nummularium,warm dry,2,2001
A,A8,Helictotrichon pratense,warm dry,2,2001
A,A8,Koeleria macrantha,warm dry,15,2001
A,A8,Lotus corniculatus,warm dry,1,2001
A,A8,Plantago lanceolata,warm dry,3,2001
A,A8,Sanguisorba minor,warm dry,8,2001
A,A8,Thymus polytrichus,warm dry,3,2001
A,A9,Agrostis,wet,3,2001
A,A9,Briza media,wet,4,2001
A,A9,Campanula rotundifolia,wet,1,2001
A,A9,Carex caryophyllea,wet,3,2001
A,A9,Carex flacca,wet,40,2001
A,A9,Carex panicea,wet,19,2001
A,A9,Carex pulicaris,wet,2,2001
A,A9,Centaurea nigra,wet,4,2001
A,A9,Danthonia decumbens,wet,2,2001
A,A9,Festuca ovina,wet,14,2001
A,A9,Festuca rubra,wet,1,2001
A,A9,Helianthemum nummularium,wet,4,2001
A,A9,Helictotrichon pratense,wet,3,2001
A,A9,Hypericum pulchrum,wet,1,2001
A,A9,Koeleria macrantha,wet,6,2001
A,A9,Linum catharticum,wet,1,2001
A,A9,Lotus corniculatus,wet,7,2001
A,A9,Potentilla erecta,wet,5,2001
A,A9,Sanguisorba minor,wet,5,2001
A,A9,Scabiosa columbaria,wet,3,2001
A,A9,Viola riviniana,wet,3,2001
B,B1,Agrostis,wet,4,2001
B,B1,Anthoxanthum odoratum,wet,11,2001
B,B1,Briza media,wet,9,2001
B,B1,Campanula rotundifolia,wet,5,2001
B,B1,Carex caryophyllea,wet,9,2001
B,B1,Carex flacca,wet,21,2001
B,B1,Carex panicea,wet,15,2001
B,B1,Danthonia decumbens,wet,2,2001
B,B1,Deschampsia cespitosa,wet,2,2001
B,B1,Festuca ovina,wet,25,2001
B,B1,Galium sterneri,wet,1,2001
B,B1,Helianthemum nummularium,wet,10,2001
B,B1,Helictotrichon pratense,wet,8,2001
B,B1,Hypericum pulchrum,wet,2,2001
B,B1,Lotus corniculatus,wet,16,2001
B,B1,Plantago lanceolata,wet,8,2001
B,B1,Sanguisorba minor,wet,3,2001
B,B1,Scabiosa columbaria,wet,4,2001
B,B1,Thymus polytrichus,wet,3,2001
B,B1,Viola riviniana,wet,1,2001
B,B3,Agrostis,warm dry,13,2001
B,B3,Anthoxanthum odoratum,warm dry,6,2001
B,B3,Campanula rotundifolia,warm dry,13,2001
B,B3,Carex caryophyllea,warm dry,2,2001
B,B3,Carex flacca,warm dry,11,2001
B,B3,Carex panicea,warm dry,2,2001
B,B3,Festuca ovina,warm dry,84,2001
B,B3,Hypericum pulchrum,warm dry,2,2001
B,B3,Koeleria macrantha,warm dry,6,2001
B,B3,Lotus corniculatus,warm dry,2,2001
B,B3,Plantago lanceolata,warm dry,23,2001
B,B3,Sanguisorba minor,warm dry,3,2001
B,B3,Thymus polytrichus,warm dry,1,2001
B,B5,Agrostis,warm,9,2001
B,B5,Anthoxanthum odoratum,warm,4,2001
B,B5,Campanula rotundifolia,warm,2,2001
B,B5,Carex caryophyllea,warm,5,2001
B,B5,Carex flacca,warm,16,2001
B,B5,Carex panicea,warm,14,2001
B,B5,Carex pulicaris,warm,1,2001
B,B5,Cirsium palustre,warm,1,2001
B,B5,Danthonia decumbens,warm,3,2001
B,B5,Festuca ovina,warm,34,2001
B,B5,Helictotrichon pratense,warm,9,2001
B,B5,Hypericum pulchrum,warm,3,2001
B,B5,Hypochaeris radicata,warm,2,2001
B,B5,Koeleria macrantha,warm,17,2001
B,B5,Linum catharticum,warm,1,2001
B,B5,Lotus corniculatus,warm,3,2001
B,B5,Plantago lanceolata,warm,13,2001
B,B5,Potentilla erecta,warm,1,2001
B,B5,Sanguisorba minor,warm,3,2001
B,B5,Scabiosa columbaria,warm,4,2001
B,B5,Viola riviniana,warm,1,2001
B,B6,Agrostis,control,22,2001
B,B6,Calluna vulgaris,control,3,2001
B,B6,Campanula rotundifolia,control,1,2001
B,B6,Carex caryophyllea,control,1,2001
B,B6,Carex flacca,control,18,2001
B,B6,Carex panicea,control,11,2001
B,B6,Danthonia decumbens,control,2,2001
B,B6,Deschampsia cespitosa,control,1,2001
B,B6,Festuca ovina,control,18,2001
B,B6,Helianthemum nummularium,control,9,2001
B,B6,Helictotrichon pratense,control,6,2001
B,B6,Hypochaeris radicata,control,2,2001
B,B6,Koeleria macrantha,control,5,2001
B,B6,Nardus stricta,control,24,2001
B,B6,Plantago lanceolata,control,8,2001
B,B6,Polygala serpyllifolia,control,1,2001
B,B6,Potentilla erecta,control,4,2001
B,B6,Scabiosa columbaria,control,2,2001
B,B6,Thymus polytrichus,control,7,2001
B,B6,Viola riviniana,control,2,2001
B,B7,Agrostis,dry,10,2001
B,B7,Anthoxanthum odoratum,dry,1,2001
B,B7,Anthyllis vulneraria,dry,8,2001
B,B7,Briza media,dry,12,2001
B,B7,Campanula rotundifolia,dry,9,2001
B,B7,Carex caryophyllea,dry,1,2001
B,B7,Carex flacca,dry,19,2001
B,B7,Carex panicea,dry,4,2001
B,B7,Centaurea nigra,dry,7,2001
B,B7,Festuca ovina,dry,49,2001
B,B7,Helianthemum nummularium,dry,6,2001
B,B7,Helictotrichon pratense,dry,6,2001
B,B7,Koeleria macrantha,dry,1,2001
B,B7,Linum catharticum,dry,2,2001
B,B7,Lotus corniculatus,dry,4,2001
B,B7,Plantago lanceolata,dry,3,2001
B,B7,Polygala serpyllifolia,dry,1,2001
B,B7,Sanguisorba minor,dry,14,2001
B,B7,Thymus polytrichus,dry,2,2001
B,B9,Agrostis,warm wet,16,2001
B,B9,Anthoxanthum odoratum,warm wet,7,2001
B,B9,Carex caryophyllea,warm wet,6,2001
B,B9,Carex flacca,warm wet,34,2001
B,B9,Carex panicea,warm wet,7,2001
B,B9,Carex pulicaris,warm wet,3,2001
B,B9,Dactylis glomerata,warm wet,8,2001
B,B9,Danthonia decumbens,warm wet,1,2001
B,B9,Festuca ovina,warm wet,65,2001
B,B9,Festuca rubra,warm wet,1,2001
B,B9,Helictotrichon pratense,warm wet,3,2001
B,B9,Koeleria macrantha,warm wet,37,2001
B,B9,Lotus corniculatus,warm wet,3,2001
B,B9,Plantago lanceolata,warm wet,6,2001
B,B9,Potentilla erecta,warm wet,7,2001
B,B9,Sanguisorba minor,warm wet,2,2001
B,B9,Viola riviniana,warm wet,1,2001
C,C2,Agrostis,warm dry,62,2001
C,C2,Anthoxanthum odoratum,warm dry,6,2001
C,C2,Campanula rotundifolia,warm dry,4,2001
C,C2,Carex caryophyllea,warm dry,5,2001
C,C2,Carex flacca,warm dry,12,2001
C,C2,Carex panicea,warm dry,1,2001
C,C2,Centaurea nigra,warm dry,1,2001
C,C2,Dactylis glomerata,warm dry,3,2001
C,C2,Festuca ovina,warm dry,91,2001
C,C2,Festuca rubra,warm dry,1,2001
C,C2,Helictotrichon pratense,warm dry,4,2001
C,C2,Hypochaeris radicata,warm dry,3,2001
C,C2,Koeleria macrantha,warm dry,6,2001
C,C2,Lotus corniculatus,warm dry,1,2001
C,C2,Plantago lanceolata,warm dry,4,2001
C,C2,Potentilla erecta,warm dry,7,2001
C,C2,Scabiosa columbaria,warm dry,9,2001
C,C2,Viola riviniana,warm dry,5,2001
C,C3,Agrostis,control,58,2001
C,C3,Anthoxanthum odoratum,control,4,2001
C,C3,Campanula rotundifolia,control,2,2001
C,C3,Carex caryophyllea,control,20,2001
C,C3,Carex flacca,control,10,2001
C,C3,Carex panicea,control,6,2001
C,C3,Festuca ovina,control,49,2001
C,C3,Hypericum pulchrum,control,1,2001
C,C3,Koeleria macrantha,control,10,2001
C,C3,Lathyrus linifolius,control,16,2001
C,C3,Lotus corniculatus,control,4,2001
C,C3,Plantago lanceolata,control,5,2001
C,C3,Potentilla erecta,control,45,2001
C,C3,Sanguisorba minor,control,3,2001
C,C3,Vaccinium myrtillus,control,6,2001
C,C3,Viola riviniana,control,4,2001
C,C4,Agrostis,warm wet,14,2001
C,C4,Anthoxanthum odoratum,warm wet,2,2001
C,C4,Campanula rotundifolia,warm wet,1,2001
C,C4,Carex caryophyllea,warm wet,3,2001
C,C4,Carex flacca,warm wet,23,2001
C,C4,Carex panicea,warm wet,11,2001
C,C4,Carex pulicaris,warm wet,4,2001
C,C4,Dactylis glomerata,warm wet,6,2001
C,C4,Festuca ovina,warm wet,59,2001
C,C4,Festuca rubra,warm wet,1,2001
C,C4,Helictotrichon pratense,warm wet,8,2001
C,C4,Hypericum pulchrum,warm wet,1,2001
C,C4,Koeleria macrantha,warm wet,22,2001
C,C4,Lathyrus linifolius,warm wet,1,2001
C,C4,Linum catharticum,warm wet,2,2001
C,C4,Lotus corniculatus,warm wet,10,2001
C,C4,Plantago lanceolata,warm wet,7,2001
C,C4,Potentilla erecta,warm wet,15,2001
C,C4,Prunella vulgaris,warm wet,1,2001
C,C4,Sanguisorba minor,warm wet,6,2001
C,C4,Senecio jacobaea,warm wet,1,2001
C,C5,Agrostis,warm,8,2001
C,C5,Anthoxanthum odoratum,warm,8,2001
C,C5,Briza media,warm,5,2001
C,C5,Campanula rotundifolia,warm,1,2001
C,C5,Carex caryophyllea,warm,4,2001
C,C5,Carex flacca,warm,19,2001
C,C5,Carex panicea,warm,4,2001
C,C5,Carex pulicaris,warm,1,2001
C,C5,Danthonia decumbens,warm,1,2001
C,C5,Festuca ovina,warm,30,2001
C,C5,Helictotrichon pratense,warm,9,2001
C,C5,Hypericum pulchrum,warm,3,2001
C,C5,Koeleria macrantha,warm,12,2001
C,C5,Linum catharticum,warm,6,2001
C,C5,Lotus corniculatus,warm,13,2001
C,C5,Plantago lanceolata,warm,1,2001
C,C5,Sanguisorba minor,warm,12,2001
C,C5,Scabiosa columbaria,warm,2,2001
C,C5,Thymus polytrichus,warm,6,2001
C,C7,Agrostis,dry,4,2001
C,C7,Anthoxanthum odoratum,dry,3,2001
C,C7,Briza media,dry,3,2001
C,C7,Campanula rotundifolia,dry,3,2001
C,C7,Carex flacca,dry,8,2001
C,C7,Centaurea nigra,dry,4,2001
C,C7,Danthonia decumbens,dry,1,2001
C,C7,Festuca ovina,dry,87,2001
C,C7,Helianthemum nummularium,dry,8,2001
C,C7,Helictotrichon pratense,dry,6,2001
C,C7,Koeleria macrantha,dry,18,2001
C,C7,Linum catharticum,dry,2,2001
C,C7,Plantago lanceolata,dry,2,2001
C,C7,Sanguisorba minor,dry,6,2001
C,C7,Thymus polytrichus,dry,4,2001
C,C8,Agrostis,wet,19,2001
C,C8,Anthoxanthum odoratum,wet,3,2001
C,C8,Briza media,wet,13,2001
C,C8,Campanula rotundifolia,wet,4,2001
