Period,Year,Month,Creek,Nutrient,Branch,Fish,Transect,Habitat,Rep,num Fabricia sabella,num Manayunkia aestuarina,num Nereis diversicolor,num Eteone heteropoda,num Captiella capitata,num Streblospio benedicti,num Polydora cornuta,num Pygospio elegans,num Marenzelleria viridis,num Hobsonia florida,num Orbiniidae,num Total polychaetes,num Paranais litoralis,num Tubificoides benedeni,num Tubificoides wasselli,num Tubificoides brownae,num Monopylephorus sp.,num Psammoryctides sp.,num Cernosvitoviella immota,num other_enchytraeids,num Unidentified oligochaetes,Total Oligochaetes,num amphipods,num talitrid amphipods,num Orchestia grillus,num gamarid amphipods,Total amphipods,num Littorophiloscia vittata,num Erichsonella attenuata,num Edotea triloba,num Hargeria rapax,num Ceratopogonidae,num Tabanidae,num Dolichopodidae,num Insect,Total Insect,num Isopoda,num Cyathura polita,Total Isopoda,num mussels,num Geukensia demissa,num Bivalve,Total Bivalve,num Melampus b.,num Gastropoda,num Mites,num Ostracod,num Springtail,num Psuedoscorpion,num Spider,num Turbellaria,num flatworm,total flatworm,num Nematostella vectensis,num  Actiniaria,total  Actiniaria,num Nemertea,num Oxyurostylis smithi,num unknown,num Limulus
After,2005,July,West,Reference,R,Low,1,MF,2,0,0,0,0,1,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,1,MF,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,2,MF,1,0,0,3,0,0,37,0,0,0,0,0,40,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,2,MF,2,5,116,0,0,3,0,0,0,0,0,0,124,7,0,0,0,0,0,339,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,2,MF,3,1,8,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,1,MF,1,0,0,2,0,0,6,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,1,MF,2,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,2,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,1,MF,3,0,0,1,0,0,19,0,0,0,0,0,20,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,2,MF,1,0,0,2,0,0,0,0,0,0,2,0,4,0,0,35,0,0,1,2,0,0,38,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,2,MF,2,0,0,0,0,0,14,0,0,0,1,0,15,3,0,47,0,31,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,2,MF,3,1,3,0,1,0,17,0,0,0,0,0,22,0,0,53,0,10,0,2,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,1,MF,1,0,0,1,0,0,15,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,1,MF,2,0,7,1,1,0,18,1,0,0,0,0,28,6,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,1,MF,3,0,1,0,2,0,5,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,2,MF,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,2,MF,2,0,0,0,2,0,7,0,0,0,0,0,9,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,2,MF,3,0,3,0,0,0,16,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,Nelson,Reference,R,Low,1,SP,1,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,Nelson,Reference,R,Low,1,SP,2,0,15,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,17,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,Nelson,Reference,R,Low,1,SP,3,0,5,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,26,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,Nelson,Reference,R,Low,2,SP,1,0,16,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,Nelson,Reference,R,Low,2,SP,2,0,27,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,21,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,Nelson,Reference,R,Low,2,SP,3,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,Nelson,Reference,R,Low,1,SP,1,0,8,0,0,0,0,0,0,0,0,0,8,43,0,0,0,0,0,11,0,0,54,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,Nelson,Reference,R,Low,1,SP,2,0,2,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,19,0,0,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,Nelson,Reference,R,Low,1,SP,3,0,5,0,0,0,0,0,0,0,0,0,5,66,0,0,0,0,0,35,0,0,101,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,Nelson,Reference,R,Low,2,SP,1,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,Nelson,Reference,R,Low,2,SP,2,0,11,0,0,1,0,0,0,0,0,0,12,1,0,0,0,0,0,12,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,Nelson,Reference,R,Low,2,SP,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,Nelson,Reference,R,Low,1,SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,Nelson,Reference,R,Low,1,SP,2,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,Nelson,Reference,R,Low,1,SP,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,Nelson,Reference,R,Low,2,SP,1,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,Nelson,Reference,R,Low,2,SP,2,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,16,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,Nelson,Reference,R,Low,2,SP,3,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,1,SP,1,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,1,SP,2,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,1,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,1,SP,3,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,2,SP,1,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,2,SP,2,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,21,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,2,SP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,2,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,1,SP,1,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,1,SP,2,2,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,1,SP,3,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,2,SP,1,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,2,SP,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,2,SP,3,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,1,SP,1,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,1,SP,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,1,SP,3,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,2,SP,1,5,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,2,SP,2,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,2,SP,3,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,Nelson,Reference,R,Low,1,TSA,1,6,130,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,Nelson,Reference,R,Low,1,TSA,2,0,42,0,0,1,0,0,0,0,0,0,43,3,0,0,0,0,0,73,2,0,78,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,Nelson,Reference,R,Low,1,TSA,3,1,70,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,Nelson,Reference,R,Low,2,TSA,1,0,44,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,Nelson,Reference,R,Low,2,TSA,2,0,22,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,35,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,Nelson,Reference,R,Low,2,TSA,3,0,109,0,0,0,0,0,0,0,0,0,109,4,0,0,0,0,0,46,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,Nelson,Reference,R,Low,1,TSA,1,3,105,0,0,4,0,0,0,0,0,0,112,43,0,0,0,0,0,341,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,Nelson,Reference,R,Low,1,TSA,2,13,91,0,0,0,0,0,0,0,0,0,104,52,0,0,0,0,0,231,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,Nelson,Reference,R,Low,1,TSA,3,0,185,0,0,0,0,0,0,0,0,0,185,22,0,0,0,0,0,228,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,Nelson,Reference,R,Low,2,TSA,1,0,87,0,0,0,2,0,0,0,0,0,89,121,0,0,0,0,0,119,6,0,246,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,Nelson,Reference,R,Low,2,TSA,2,0,7,0,0,1,0,0,0,0,0,0,8,29,0,0,0,0,0,138,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,Nelson,Reference,R,Low,2,TSA,3,0,45,0,0,0,1,0,0,0,0,0,46,14,0,0,0,0,0,233,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,Nelson,Reference,R,Low,1,TSA,1,0,39,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,Nelson,Reference,R,Low,1,TSA,2,1,81,0,0,2,0,0,0,0,0,0,84,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,Nelson,Reference,R,Low,1,TSA,3,0,30,0,0,1,1,0,0,0,0,0,32,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,Nelson,Reference,R,Low,2,TSA,1,1,89,0,0,1,0,0,0,0,0,0,91,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,Nelson,Reference,R,Low,2,TSA,2,1,99,0,0,2,0,0,0,0,0,0,102,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,Nelson,Reference,R,Low,2,TSA,3,0,33,0,0,1,2,0,0,0,0,0,36,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,1,TSA,1,0,23,0,0,0,3,0,0,0,0,0,26,1,0,0,0,0,0,110,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,1,TSA,2,1,17,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,97,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,1,TSA,3,0,10,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,60,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,2,TSA,1,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,81,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,2,TSA,2,0,43,0,0,1,0,0,0,0,0,0,44,2,0,0,0,0,0,223,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,July,West,Reference,R,Low,2,TSA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,1,TSA,1,3,167,0,0,2,0,0,0,0,0,0,172,25,0,0,0,0,0,196,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,1,TSA,2,3,63,0,0,0,0,0,0,0,0,0,66,33,0,0,0,0,0,273,2,0,308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,1,TSA,3,7,47,0,0,0,1,0,0,0,0,0,55,0,0,0,0,0,0,255,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,2,TSA,1,17,39,0,0,0,0,0,0,0,0,0,56,20,4,0,0,0,0,147,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,2,TSA,2,1,68,0,0,0,0,0,0,0,0,0,69,24,0,0,0,0,0,125,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,West,Reference,R,Low,2,TSA,3,0,51,0,0,2,0,0,0,0,0,0,53,44,0,0,0,0,0,97,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,1,TSA,1,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,1,TSA,2,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,1,TSA,3,3,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,2,TSA,1,0,79,0,0,2,0,0,0,0,0,0,81,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,2,TSA,2,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,September,West,Reference,R,Low,2,TSA,3,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,Nelson,Referenceient_Nutrients,L,Ambient,2,CW,1,341,163,0,0,1,0,0,0,0,0,0,505,76,0,0,0,0,0,52,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2005,June,Nelson,Referenceient_Nutrients,L,Ambient,2,CW,2,203,145,0,0,1,3,0,0,0,0,0,352,34,0,0,0,0,0,84,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
