DBCODE,ENTITY,WATERSHED,PLOTID,YEAR,PLOT,SPECIES,STRATUM,COVER,FREQ
TP041,4,WS10,"WS100031",1973,31,"PILA",M,0.0,3
TP041,4,WS10,"WS100031",1973,31,"POMU",S,8.0,36
TP041,4,WS10,"WS100031",1973,31,"PSME",M,35.0,0
TP041,4,WS10,"WS100031",1973,31,"RHMA",S,19.0,33
TP041,4,WS10,"WS100031",1973,31,"ROGY",S,0.0,1
TP041,4,WS10,"WS100031",1973,31,"RUUR",S,0.0,1
TP041,4,WS10,"WS100031",1973,31,"SMRA",S,0.0,2
TP041,4,WS10,"WS100031",1973,31,"SYRE",S,0.0,1
TP041,4,WS10,"WS100031",1973,31,"TABR",M,0.0,1
TP041,4,WS10,"WS100031",1973,31,"TRLA2",S,0.0,1
TP041,4,WS10,"WS100031",1973,31,"TROV",S,0.0,1
TP041,4,WS10,"WS100031",1973,31,"TSHE",M,40.0,7
TP041,4,WS10,"WS100031",1973,31,"VAHE",S,0.0,1
TP041,4,WS10,"WS100031",1973,31,"VAPA",S,0.0,1
TP041,4,WS10,"WS100031",1973,31,"VISE",S,1.0,7
TP041,4,WS10,"WS100031",1973,31,"XETE",S,0.0,2
TP041,4,WS10,"WS100032",1973,32,"ACCI",S,20.0,29
TP041,4,WS10,"WS100032",1973,32,"ACMA",M,7.0,0
TP041,4,WS10,"WS100032",1973,32,"ACTR",S,0.0,9
TP041,4,WS10,"WS100032",1973,32,"ANDE",S,1.0,13
TP041,4,WS10,"WS100032",1973,32,"ANLY",S,0.0,1
TP041,4,WS10,"WS100032",1973,32,"BENE",S,1.0,4
TP041,4,WS10,"WS100032",1973,32,"CACH",S,2.0,4
TP041,4,WS10,"WS100032",1973,32,"CASC2",S,0.0,2
TP041,4,WS10,"WS100032",1973,32,"COLA",S,5.0,38
TP041,4,WS10,"WS100032",1973,32,"CONU",S,9.0,16
TP041,4,WS10,"WS100032",1973,32,"GASH",S,35.0,67
TP041,4,WS10,"WS100032",1973,32,"GATR",S,0.0,2
TP041,4,WS10,"WS100032",1973,32,"GOOB",S,0.0,2
TP041,4,WS10,"WS100032",1973,32,"HIAL",S,0.0,1
TP041,4,WS10,"WS100032",1973,32,"LIBO2",S,3.0,36
TP041,4,WS10,"WS100032",1973,32,"PILA",M,0.0,5
TP041,4,WS10,"WS100032",1973,32,"POMU",S,0.0,1
TP041,4,WS10,"WS100032",1973,32,"PSME",M,25.0,40
TP041,4,WS10,"WS100032",1973,32,"PYPI",S,0.0,2
TP041,4,WS10,"WS100032",1973,32,"RHMA",S,30.0,38
TP041,4,WS10,"WS100032",1973,32,"RUUR",S,1.0,13
TP041,4,WS10,"WS100032",1973,32,"SMRA",S,0.0,2
TP041,4,WS10,"WS100032",1973,32,"SYRE",S,0.0,4
TP041,4,WS10,"WS100032",1973,32,"TABR",M,0.0,10
TP041,4,WS10,"WS100032",1973,32,"THPL",M,30.0,0
TP041,4,WS10,"WS100032",1973,32,"TRLA2",S,0.0,1
TP041,4,WS10,"WS100032",1973,32,"TROV",S,1.0,9
TP041,4,WS10,"WS100032",1973,32,"TSHE",M,0.0,30
TP041,4,WS10,"WS100032",1973,32,"VAPA",S,2.0,2
TP041,4,WS10,"WS100032",1973,32,"VISE",S,1.0,7
TP041,4,WS10,"WS100033",1973,33,"ACCI",S,40.0,44
TP041,4,WS10,"WS100033",1973,33,"ANDE",S,0.0,2
TP041,4,WS10,"WS100033",1973,33,"BENE",S,9.0,22
TP041,4,WS10,"WS100033",1973,33,"COLA",S,5.0,67
TP041,4,WS10,"WS100033",1973,33,"CONU",S,11.0,13
TP041,4,WS10,"WS100033",1973,33,"GASH",S,3.0,7
TP041,4,WS10,"WS100033",1973,33,"GATR",S,0.0,4
TP041,4,WS10,"WS100033",1973,33,"GOOB",S,0.0,2
TP041,4,WS10,"WS100033",1973,33,"LIBO2",S,2.0,18
TP041,4,WS10,"WS100033",1973,33,"POMU",S,2.0,7
TP041,4,WS10,"WS100033",1973,33,"PSME",M,35.0,5
TP041,4,WS10,"WS100033",1973,33,"RHMA",S,10.0,18
TP041,4,WS10,"WS100033",1973,33,"RUUR",S,0.0,7
TP041,4,WS10,"WS100033",1973,33,"SEBO",S,0.0,2
TP041,4,WS10,"WS100033",1973,33,"SMRA",S,0.0,1
TP041,4,WS10,"WS100033",1973,33,"SYRE",S,0.0,11
TP041,4,WS10,"WS100033",1973,33,"TABR",M,10.0,7
TP041,4,WS10,"WS100033",1973,33,"TROV",S,1.0,11
TP041,4,WS10,"WS100033",1973,33,"TSHE",M,20.0,60
TP041,4,WS10,"WS100033",1973,33,"VAHE",S,0.0,1
TP041,4,WS10,"WS100033",1973,33,"VISE",S,0.0,9
TP041,4,WS10,"WS100033",1973,33,"XETE",S,2.0,2
TP041,4,WS10,"WS100034",1973,34,"ACCI",S,14.0,18
TP041,4,WS10,"WS100034",1973,34,"ACMA",M,10.0,0
TP041,4,WS10,"WS100034",1973,34,"ACTR",S,0.0,2
TP041,4,WS10,"WS100034",1973,34,"ADBI",S,0.0,4
TP041,4,WS10,"WS100034",1973,34,"ANDE",S,2.0,24
TP041,4,WS10,"WS100034",1973,34,"ANLY",S,0.0,9
TP041,4,WS10,"WS100034",1973,34,"ASCA3",S,0.0,1
TP041,4,WS10,"WS100034",1973,34,"BENE",S,11.0,20
TP041,4,WS10,"WS100034",1973,34,"CASC2",S,0.0,4
TP041,4,WS10,"WS100034",1973,34,"COCOC",S,0.0,1
TP041,4,WS10,"WS100034",1973,34,"COLA",S,11.0,47
TP041,4,WS10,"WS100034",1973,34,"CONU",S,11.0,16
TP041,4,WS10,"WS100034",1973,34,"DIHO",S,0.0,1
TP041,4,WS10,"WS100034",1973,34,"FEOC",S,0.0,2
TP041,4,WS10,"WS100034",1973,34,"GAOR",S,0.0,2
TP041,4,WS10,"WS100034",1973,34,"GASH",S,31.0,44
TP041,4,WS10,"WS100034",1973,34,"GATR",S,1.0,13
TP041,4,WS10,"WS100034",1973,34,"GOOB",S,0.0,2
TP041,4,WS10,"WS100034",1973,34,"HIAL",S,0.0,1
TP041,4,WS10,"WS100034",1973,34,"LIBO2",S,7.0,73
TP041,4,WS10,"WS100034",1973,34,"LOCI",S,0.0,1
TP041,4,WS10,"WS100034",1973,34,"POMU",S,6.0,16
TP041,4,WS10,"WS100034",1973,34,"PSME",M,5.0,0
TP041,4,WS10,"WS100034",1973,34,"RHMA",S,37.0,49
TP041,4,WS10,"WS100034",1973,34,"ROGY",S,0.0,1
TP041,4,WS10,"WS100034",1973,34,"RUUR",S,0.0,2
TP041,4,WS10,"WS100034",1973,34,"SEBO",S,1.0,9
TP041,4,WS10,"WS100034",1973,34,"SMRA",S,0.0,1
TP041,4,WS10,"WS100034",1973,34,"SYRE",S,2.0,18
TP041,4,WS10,"WS100034",1973,34,"TABR",M,15.0,15
TP041,4,WS10,"WS100034",1973,34,"THPL",M,15.0,7
TP041,4,WS10,"WS100034",1973,34,"TRLA2",S,0.0,2
TP041,4,WS10,"WS100034",1973,34,"TROV",S,0.0,7
TP041,4,WS10,"WS100034",1973,34,"TSHE",M,25.0,5
TP041,4,WS10,"WS100034",1973,34,"VAHE",S,1.0,7
TP041,4,WS10,"WS100034",1973,34,"VAPA",S,1.0,9
TP041,4,WS10,"WS100034",1973,34,"VISE",S,1.0,20
TP041,4,WS10,"WS100034",1973,34,"XETE",S,0.0,1
TP041,4,WS10,"WS100035",1973,35,"ACCI",S,16.0,22
TP041,4,WS10,"WS100035",1973,35,"ACMA",M,50.0,0
TP041,4,WS10,"WS100035",1973,35,"ACTR",S,0.0,1
TP041,4,WS10,"WS100035",1973,35,"ADBI",S,0.0,1
TP041,4,WS10,"WS100035",1973,35,"ADPE",S,1.0,4
TP041,4,WS10,"WS100035",1973,35,"AMAL",S,0.0,1
TP041,4,WS10,"WS100035",1973,35,"ANDE",S,0.0,1
TP041,4,WS10,"WS100035",1973,35,"ARCA3",S,4.0,4
TP041,4,WS10,"WS100035",1973,35,"BENE",S,8.0,20
TP041,4,WS10,"WS100035",1973,35,"CASC2",S,0.0,1
TP041,4,WS10,"WS100035",1973,35,"COCOC",S,10.0,16
TP041,4,WS10,"WS100035",1973,35,"COLA",S,3.0,29
TP041,4,WS10,"WS100035",1973,35,"DIHO",S,0.0,1
TP041,4,WS10,"WS100035",1973,35,"FEOC",S,0.0,1
TP041,4,WS10,"WS100035",1973,35,"GASH",S,6.0,16
TP041,4,WS10,"WS100035",1973,35,"GATR",S,0.0,2
TP041,4,WS10,"WS100035",1973,35,"LIBO2",S,1.0,18
TP041,4,WS10,"WS100035",1973,35,"POMU",S,49.0,93
TP041,4,WS10,"WS100035",1973,35,"PSME",M,7.0,15
TP041,4,WS10,"WS100035",1973,35,"RHMA",S,0.0,4
TP041,4,WS10,"WS100035",1973,35,"ROGY",S,0.0,4
TP041,4,WS10,"WS100035",1973,35,"RUUR",S,1.0,2
TP041,4,WS10,"WS100035",1973,35,"SMRA",S,0.0,1
TP041,4,WS10,"WS100035",1973,35,"SYRE",S,4.0,42
TP041,4,WS10,"WS100035",1973,35,"TABR",M,0.0,1
TP041,4,WS10,"WS100035",1973,35,"THPL",M,0.0,2
TP041,4,WS10,"WS100035",1973,35,"TRLA2",S,1.0,13
TP041,4,WS10,"WS100035",1973,35,"TSHE",M,0.0,15
TP041,4,WS10,"WS100035",1973,35,"VAHE",S,0.0,2
TP041,4,WS10,"WS100035",1973,35,"VAPA",S,2.0,2
TP041,4,WS10,"WS100035",1973,35,"WHMO",S,5.0,20
TP041,4,WS10,"WS100036",1973,36,"ACCI",S,23.0,24
TP041,4,WS10,"WS100036",1973,36,"ACTR",S,0.0,4
TP041,4,WS10,"WS100036",1973,36,"ANDE",S,0.0,4
TP041,4,WS10,"WS100036",1973,36,"BENE",S,3.0,9
TP041,4,WS10,"WS100036",1973,36,"CACH",M,15.0,0
TP041,4,WS10,"WS100036",1973,36,"CACH",S,5.0,9
TP041,4,WS10,"WS100036",1973,36,"CHME",S,0.0,1
TP041,4,WS10,"WS100036",1973,36,"CHUM",S,1.0,13
TP041,4,WS10,"WS100036",1973,36,"CLUN",S,1.0,11
TP041,4,WS10,"WS100036",1973,36,"CONU",S,8.0,9
TP041,4,WS10,"WS100036",1973,36,"DIHO",S,0.0,1
TP041,4,WS10,"WS100036",1973,36,"GASH",S,34.0,62
TP041,4,WS10,"WS100036",1973,36,"GOOB",S,0.0,4
TP041,4,WS10,"WS100036",1973,36,"LIBO2",S,8.0,71
TP041,4,WS10,"WS100036",1973,36,"PSME",M,20.0,15
TP041,4,WS10,"WS100036",1973,36,"PYAS",S,1.0,7
TP041,4,WS10,"WS100036",1973,36,"PYPI",S,0.0,1
TP041,4,WS10,"WS100036",1973,36,"RHMA",S,12.0,20
TP041,4,WS10,"WS100036",1973,36,"ROGY",S,0.0,1
TP041,4,WS10,"WS100036",1973,36,"SMRA",S,0.0,1
TP041,4,WS10,"WS100036",1973,36,"TABR",M,0.0,3
TP041,4,WS10,"WS100036",1973,36,"TRLA2",S,0.0,4
TP041,4,WS10,"WS100036",1973,36,"TROV",S,0.0,2
TP041,4,WS10,"WS100036",1973,36,"TSHE",M,25.0,10
TP041,4,WS10,"WS100036",1973,36,"VAPA",S,5.0,11
TP041,4,WS10,"WS100036",1973,36,"VISE",S,0.0,2
TP041,4,WS10,"WS100036",1973,36,"WHMO",S,1.0,11
TP041,4,WS10,"WS100036",1973,36,"XETE",S,8.0,22
