year,site,block,plot,subplot,treatment,species,value,dataset_id,timepoints,design,time_since_disturbance,treatment_type,realm,taxon,metric,unit,comment
2005,West,TSA,2,2,fish manipulation,Cernosvitoviella.immota,132,johnson_2019,T3,AI,1,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2005,West,TSA,2,2,fish manipulation,Insect,4.33333333333333,johnson_2019,T3,AI,1,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2005,West,TSA,2,3,control,Fabricia.sabella,0.666666666666667,johnson_2019,T3,AC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2005,West,TSA,2,3,control,Manayunkia.aestuarina,39,johnson_2019,T3,AC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2005,West,TSA,2,3,control,Eteone.heteropoda,0.333333333333333,johnson_2019,T3,AC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2005,West,TSA,2,3,control,Total.polychaetes,40,johnson_2019,T3,AC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2005,West,TSA,2,3,control,Paranais.litoralis,9.66666666666667,johnson_2019,T3,AC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2005,West,TSA,2,3,control,Cernosvitoviella.immota,114.333333333333,johnson_2019,T3,AC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2005,West,TSA,2,3,control,Insect,1.66666666666667,johnson_2019,T3,AC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2005,West,TSA,2,3,fish manipulation,Manayunkia.aestuarina,42.5,johnson_2019,T3,AI,1,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2005,West,TSA,2,3,fish manipulation,Captiella.capitata,1,johnson_2019,T3,AI,1,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2005,West,TSA,2,3,fish manipulation,Total.polychaetes,43.5,johnson_2019,T3,AI,1,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2005,West,TSA,2,3,fish manipulation,Paranais.litoralis,22,johnson_2019,T3,AI,1,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2005,West,TSA,2,3,fish manipulation,Cernosvitoviella.immota,61,johnson_2019,T3,AI,1,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2005,West,TSA,2,3,fish manipulation,Insect,1,johnson_2019,T3,AI,1,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,1,nutrient addition,Manayunkia.aestuarina,18,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,1,nutrient addition,Total.polychaetes,18,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,1,nutrient addition,Cernosvitoviella.immota,2,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,1,nutrient addition,Hargeria.rapax,2,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,1,nutrient+fish,Manayunkia.aestuarina,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,1,nutrient+fish,Nereis.diversicolor,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,1,nutrient+fish,Total.polychaetes,2,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,1,nutrient+fish,Paranais.litoralis,3,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,1,nutrient+fish,Cernosvitoviella.immota,6,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,1,nutrient+fish,Hargeria.rapax,2,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,2,nutrient addition,Manayunkia.aestuarina,2,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,2,nutrient addition,Total.polychaetes,2,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,2,nutrient addition,Cernosvitoviella.immota,4,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,2,nutrient addition,Hargeria.rapax,3,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,2,nutrient+fish,Captiella.capitata,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,2,nutrient+fish,Total.polychaetes,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,2,nutrient+fish,Paranais.litoralis,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,2,nutrient+fish,Cernosvitoviella.immota,7,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,1,2,nutrient+fish,Hargeria.rapax,11,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,1,nutrient addition,Manayunkia.aestuarina,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,1,nutrient addition,Captiella.capitata,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,1,nutrient addition,Streblospio.benedicti,17,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,1,nutrient addition,Hobsonia.florida,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,1,nutrient addition,Total.polychaetes,20,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,1,nutrient addition,Paranais.litoralis,3,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,1,nutrient addition,Tubificoides.wasselli,3,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,1,nutrient addition,Cernosvitoviella.immota,2,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,1,nutrient addition,Insect,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,1,nutrient+fish,Manayunkia.aestuarina,4,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,1,nutrient+fish,Total.polychaetes,4,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,1,nutrient+fish,Cernosvitoviella.immota,45,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,1,nutrient+fish,other_enchytraeids,3,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,1,nutrient+fish,Hargeria.rapax,2,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,2,nutrient addition,Nereis.diversicolor,2,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,2,nutrient addition,Streblospio.benedicti,10,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,2,nutrient addition,Total.polychaetes,12,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,2,nutrient addition,Paranais.litoralis,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,2,nutrient+fish,Manayunkia.aestuarina,14,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,2,nutrient+fish,Total.polychaetes,14,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,2,nutrient+fish,Cernosvitoviella.immota,28,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,2,nutrient+fish,other_enchytraeids,4,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,2,nutrient+fish,Hargeria.rapax,41,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,2,2,nutrient+fish,Insect,2,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,1,nutrient addition,Manayunkia.aestuarina,15,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,1,nutrient addition,Streblospio.benedicti,4,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,1,nutrient addition,Total.polychaetes,19,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,1,nutrient addition,Paranais.litoralis,13,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,1,nutrient addition,Insect,3,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,1,nutrient+fish,Manayunkia.aestuarina,12,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,1,nutrient+fish,Total.polychaetes,12,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,1,nutrient+fish,Cernosvitoviella.immota,84,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,2,nutrient addition,Manayunkia.aestuarina,15,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,2,nutrient addition,Streblospio.benedicti,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,2,nutrient addition,Polydora.cornuta,7,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,2,nutrient addition,Total.polychaetes,23,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,2,nutrient addition,Paranais.litoralis,39,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,2,nutrient addition,Hargeria.rapax,10,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,2,nutrient addition,Insect,2,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,2,nutrient+fish,Captiella.capitata,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,2,nutrient+fish,Total.polychaetes,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,2,nutrient+fish,Paranais.litoralis,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,2,nutrient+fish,Cernosvitoviella.immota,36,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,2,nutrient+fish,other_enchytraeids,2,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,CW,3,2,nutrient+fish,Hargeria.rapax,3,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,1,nutrient addition,Nereis.diversicolor,8,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,1,nutrient addition,Streblospio.benedicti,58,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,1,nutrient addition,Total.polychaetes,66,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,1,nutrient addition,Tubificoides.brownae,3,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,1,nutrient+fish,Manayunkia.aestuarina,3,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,1,nutrient+fish,Streblospio.benedicti,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,1,nutrient+fish,Total.polychaetes,4,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,1,nutrient+fish,Tubificoides.brownae,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,1,nutrient+fish,Hargeria.rapax,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,1,nutrient+fish,Insect,2,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,2,nutrient addition,Streblospio.benedicti,32,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,2,nutrient addition,Total.polychaetes,32,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,2,nutrient+fish,Manayunkia.aestuarina,4,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,2,nutrient+fish,Total.polychaetes,4,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,2,nutrient+fish,Tubificoides.benedeni,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,2,nutrient+fish,Tubificoides.wasselli,2,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,2,nutrient+fish,Cernosvitoviella.immota,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,1,2,nutrient+fish,Insect,3,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,2,1,nutrient addition,Nereis.diversicolor,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,2,1,nutrient addition,Captiella.capitata,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,2,1,nutrient addition,Streblospio.benedicti,4,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,2,1,nutrient addition,Polydora.cornuta,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,2,1,nutrient addition,Pygospio.elegans,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,2,1,nutrient addition,Total.polychaetes,8,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,2,1,nutrient addition,Tubificoides.wasselli,10,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,2,1,nutrient addition,Tubificoides.brownae,3,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,2,1,nutrient addition,Monopylephorus.sp.,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,2,1,nutrient+fish,Streblospio.benedicti,1,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,2,1,nutrient+fish,Hobsonia.florida,3,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,2,1,nutrient+fish,Total.polychaetes,4,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,2,1,nutrient+fish,Tubificoides.wasselli,11,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2006,Sweeney,MF,2,1,nutrient+fish,Tubificoides.brownae,3,johnson_2019,T4,AI,2,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
