lakeid,year4,sample_date,station,species_code,species,number_per_liter
"LR",1986,1986-10-13,2,61803,"KERATELLA CRASSA",11.48
"LR",1986,1986-10-13,2,61808,"KERATELLA TAUROCEPHALA",31.14
"LR",1986,1986-10-13,2,61900,"LECANE",0.79
"LR",1986,1986-10-13,2,63004,"POLYARTHRA REMATA",186.41
"LR",1986,1986-10-13,2,63005,"POLYARTHRA VULGARIS",39.80
"LR",1986,1986-10-13,2,63600,"TRICHOCERCA",0.79
"LR",1986,1986-10-13,2,63602,"TRICHOCERCA BIROSTRIS",1.73
"LR",1986,1986-10-13,2,63603,"TRICHOCERCA CYLINDRICA",4.80
"LR",1985,1985-07-02,2,51105,"DAPHNIA PARVULA",0.15
"LR",1985,1985-07-02,2,51202,"DIAPHANOSOMA BIRGEI",0.08
"LR",1985,1985-07-02,2,51801,"HOLOPEDIUM GIBBERUM",1.19
"LR",1985,1985-07-02,2,60200,"ASCOMORPHA",1.04
"LR",1985,1985-07-02,2,60300,"ASPLANCHNA",1.19
"LR",1985,1985-07-02,2,60601,"COLLOTHECA MUTABILIS",22.06
"LR",1985,1985-07-02,2,60800,"CONOCHILOIDES",0.08
"LR",1985,1985-07-02,2,60900,"CONOCHILUS",6.28
"LR",1985,1985-07-02,2,61502,"GASTROPUS STYLIFER",4.74
"LR",1985,1985-07-02,2,61702,"KELLICOTTIA LONGISPINA",15.33
"LR",1985,1985-07-02,2,61801,"KERATELLA COCHLEARIS",48.84
"LR",1985,1985-07-02,2,61803,"KERATELLA CRASSA",0.46
"LR",1985,1985-07-02,2,61805,"KERATELLA HIEMALIS",0.96
"LR",1985,1985-06-17,2,51202,"DIAPHANOSOMA BIRGEI",0.05
"LR",1985,1985-06-17,2,51801,"HOLOPEDIUM GIBBERUM",3.20
"LR",1985,1985-06-17,2,60200,"ASCOMORPHA",0.19
"LR",1985,1985-06-17,2,60300,"ASPLANCHNA",3.25
"LR",1985,1985-06-17,2,60601,"COLLOTHECA MUTABILIS",4.44
"LR",1985,1985-06-17,2,60800,"CONOCHILOIDES",0.63
"LR",1985,1985-06-17,2,60900,"CONOCHILUS",15.41
"LR",1985,1985-06-17,2,61502,"GASTROPUS STYLIFER",2.70
"LR",1985,1985-06-17,2,61701,"KELLICOTTIA BOSTONIENSIS",0.29
"LR",1985,1985-06-17,2,61702,"KELLICOTTIA LONGISPINA",38.03
"LR",1985,1985-06-17,2,61801,"KERATELLA COCHLEARIS",102.77
"LR",1985,1985-06-17,2,61803,"KERATELLA CRASSA",0.53
"LR",1985,1985-06-17,2,61808,"KERATELLA TAUROCEPHALA",13.91
"LR",1985,1985-06-17,2,61900,"LECANE",3.25
"LR",1985,1985-06-17,2,63001,"POLYARTHRA DOLICHOPTERA",0.10
"LR",1985,1985-06-17,2,63004,"POLYARTHRA REMATA",7.10
"LR",1985,1985-06-17,2,63005,"POLYARTHRA VULGARIS",18.40
"LR",1985,1985-06-17,2,63602,"TRICHOCERCA BIROSTRIS",12.04
"LR",1985,1985-06-17,2,63603,"TRICHOCERCA CYLINDRICA",39.67
"LR",1985,1985-06-26,2,10000,"COPEPOD NAUPLII",21.23
"LR",1985,1985-06-26,2,20302,"DIACYCLOPS THOMASI",0.56
"LR",1985,1985-06-26,2,20601,"MESOCYCLOPS EDAX",0.05
"LR",1985,1985-06-26,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.63
"LR",1985,1985-06-26,2,30402,"LEPTODIAPTOMUS MINUTUS",22.99
"LR",1985,1985-06-26,2,50700,"BOSMINIDAE",5.88
"LR",1985,1985-06-26,2,51102,"DAPHNIA DUBIA",2.89
"LR",1985,1985-06-26,2,51104,"DAPHNIA LONGIREMIS",0.56
"LR",1985,1985-06-26,2,51202,"DIAPHANOSOMA BIRGEI",1.12
"LR",1985,1985-06-26,2,51801,"HOLOPEDIUM GIBBERUM",5.17
"LR",1985,1985-06-26,2,60300,"ASPLANCHNA",2.43
"LR",1985,1985-06-26,2,60601,"COLLOTHECA MUTABILIS",1.02
"LR",1985,1985-06-04,2,63603,"TRICHOCERCA CYLINDRICA",21.31
"LR",1985,1985-06-12,2,10000,"COPEPOD NAUPLII",74.78
"LR",1985,1985-06-12,2,20302,"DIACYCLOPS THOMASI",0.93
"LR",1985,1985-06-12,2,20601,"MESOCYCLOPS EDAX",0.09
"LR",1985,1985-06-12,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.05
"LR",1985,1985-06-12,2,30402,"LEPTODIAPTOMUS MINUTUS",18.06
"LR",1985,1985-06-12,2,50700,"BOSMINIDAE",2.80
"LR",1985,1985-06-12,2,51102,"DAPHNIA DUBIA",2.24
"LR",1985,1985-06-12,2,51130,"DAPHNIA PULICARIA",0.05
"LR",1985,1985-06-12,2,51202,"DIAPHANOSOMA BIRGEI",0.56
"LR",1985,1985-06-12,2,51801,"HOLOPEDIUM GIBBERUM",8.07
"LR",1985,1985-06-12,2,60200,"ASCOMORPHA",0.79
"LR",1985,1985-06-12,2,60300,"ASPLANCHNA",7.92
"LR",1985,1985-06-12,2,60601,"COLLOTHECA MUTABILIS",0.79
"LR",1985,1985-06-12,2,60800,"CONOCHILOIDES",0.61
"LR",1985,1985-06-12,2,60900,"CONOCHILUS",28.69
"LR",1985,1985-06-12,2,61502,"GASTROPUS STYLIFER",0.56
"LR",1985,1985-06-12,2,61702,"KELLICOTTIA LONGISPINA",71.30
"LR",1985,1985-06-12,2,61801,"KERATELLA COCHLEARIS",41.90
"LR",1985,1985-06-12,2,61803,"KERATELLA CRASSA",0.70
"LR",1985,1985-06-12,2,61808,"KERATELLA TAUROCEPHALA",22.52
"LR",1985,1985-06-12,2,61900,"LECANE",1.40
"LR",1985,1985-06-12,2,63004,"POLYARTHRA REMATA",4.53
"LR",1985,1985-06-12,2,63005,"POLYARTHRA VULGARIS",22.67
"LR",1985,1985-06-12,2,63603,"TRICHOCERCA CYLINDRICA",20.28
"LR",1985,1985-06-17,2,10000,"COPEPOD NAUPLII",42.10
"LR",1985,1985-06-17,2,20601,"MESOCYCLOPS EDAX",2.15
"LR",1985,1985-06-17,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.05
"LR",1985,1985-06-17,2,30402,"LEPTODIAPTOMUS MINUTUS",21.85
"LR",1985,1985-06-17,2,50700,"BOSMINIDAE",3.00
"LR",1985,1985-06-17,2,51102,"DAPHNIA DUBIA",0.75
"LR",1985,1985-06-17,2,51130,"DAPHNIA PULICARIA",0.05
"LR",1985,1985-05-29,2,61803,"KERATELLA CRASSA",6.44
"LR",1985,1985-05-29,2,61808,"KERATELLA TAUROCEPHALA",23.02
"LR",1985,1985-05-29,2,63004,"POLYARTHRA REMATA",1.08
"LR",1985,1985-05-29,2,63005,"POLYARTHRA VULGARIS",28.16
"LR",1985,1985-05-29,2,63603,"TRICHOCERCA CYLINDRICA",0.09
"LR",1985,1985-06-04,2,10000,"COPEPOD NAUPLII",39.65
"LR",1985,1985-06-04,2,20302,"DIACYCLOPS THOMASI",0.49
"LR",1985,1985-06-04,2,20601,"MESOCYCLOPS EDAX",0.88
"LR",1985,1985-06-04,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.05
"LR",1985,1985-06-04,2,30201,"EPISCHURA LACUSTRIS",0.28
"LR",1985,1985-06-04,2,30402,"LEPTODIAPTOMUS MINUTUS",10.02
"LR",1985,1985-06-04,2,50700,"BOSMINIDAE",2.07
"LR",1985,1985-06-04,2,51102,"DAPHNIA DUBIA",0.73
"LR",1985,1985-06-04,2,51105,"DAPHNIA PARVULA",0.28
"LR",1985,1985-06-04,2,51801,"HOLOPEDIUM GIBBERUM",3.61
"LR",1985,1985-06-04,2,60200,"ASCOMORPHA",2.20
"LR",1985,1985-06-04,2,60300,"ASPLANCHNA",11.16
"LR",1985,1985-06-04,2,60601,"COLLOTHECA MUTABILIS",0.14
"LR",1985,1985-06-04,2,60800,"CONOCHILOIDES",0.43
"LR",1985,1985-06-04,2,60900,"CONOCHILUS",35.67
"LR",1985,1985-06-04,2,61502,"GASTROPUS STYLIFER",11.01
"LR",1985,1985-06-04,2,61701,"KELLICOTTIA BOSTONIENSIS",0.28
"LR",1985,1985-06-04,2,61702,"KELLICOTTIA LONGISPINA",55.93
"LR",1985,1985-06-04,2,61801,"KERATELLA COCHLEARIS",68.41
"LR",1985,1985-06-04,2,61803,"KERATELLA CRASSA",6.29
"LR",1985,1985-06-04,2,61808,"KERATELLA TAUROCEPHALA",22.71
"LR",1985,1985-06-04,2,61900,"LECANE",0.37
"LR",1985,1985-06-04,2,63004,"POLYARTHRA REMATA",3.72
"LR",1985,1985-06-04,2,63005,"POLYARTHRA VULGARIS",34.49
"LR",1985,1985-06-04,2,63400,"SYNCHAETA",0.05
"LR",1985,1985-06-04,2,63602,"TRICHOCERCA BIROSTRIS",4.11
"LR",1985,1985-05-22,2,10000,"COPEPOD NAUPLII",28.94
"LR",1985,1985-05-22,2,30402,"LEPTODIAPTOMUS MINUTUS",16.96
"LR",1985,1985-05-22,2,50700,"BOSMINIDAE",1.20
"LR",1985,1985-05-22,2,51801,"HOLOPEDIUM GIBBERUM",7.86
"LR",1985,1985-05-22,2,60200,"ASCOMORPHA",0.60
"LR",1985,1985-05-22,2,60300,"ASPLANCHNA",7.16
"LR",1985,1985-05-22,2,60601,"COLLOTHECA MUTABILIS",1.80
"LR",1985,1985-05-22,2,60900,"CONOCHILUS",467.55
"LR",1985,1985-05-22,2,61501,"GASTROPUS HYPTOPUS",0.60
"LR",1985,1985-05-22,2,61502,"GASTROPUS STYLIFER",63.85
"LR",1985,1985-05-22,2,61702,"KELLICOTTIA LONGISPINA",68.23
"LR",1985,1985-05-22,2,61801,"KERATELLA COCHLEARIS",85.41
"LR",1985,1985-05-22,2,61803,"KERATELLA CRASSA",18.03
"LR",1985,1985-05-22,2,61808,"KERATELLA TAUROCEPHALA",63.44
"LR",1985,1985-05-22,2,61900,"LECANE",0.60
"LR",1985,1985-05-22,2,62900,"PLOESOMA",3.15
"LR",1985,1985-05-22,2,63004,"POLYARTHRA REMATA",105.00
"LR",1985,1985-05-22,2,63005,"POLYARTHRA VULGARIS",53.18
"LR",1985,1985-05-22,2,63603,"TRICHOCERCA CYLINDRICA",2.45
"LR",1985,1985-05-29,2,10000,"COPEPOD NAUPLII",42.07
"LR",1985,1985-05-29,2,20302,"DIACYCLOPS THOMASI",0.30
"LR",1985,1985-05-29,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.09
"LR",1985,1985-05-29,2,30402,"LEPTODIAPTOMUS MINUTUS",16.14
"LR",1985,1985-05-29,2,50700,"BOSMINIDAE",0.61
"LR",1985,1985-05-29,2,51130,"DAPHNIA PULICARIA",0.04
"LR",1985,1985-05-29,2,51801,"HOLOPEDIUM GIBBERUM",1.86
"LR",1985,1985-05-29,2,60300,"ASPLANCHNA",5.15
"LR",1985,1985-05-29,2,60601,"COLLOTHECA MUTABILIS",0.52
"LR",1985,1985-05-29,2,60900,"CONOCHILUS",135.48
"LR",1985,1985-05-29,2,61502,"GASTROPUS STYLIFER",21.76
"LR",1985,1985-05-29,2,61702,"KELLICOTTIA LONGISPINA",100.40
"LR",1985,1985-05-29,2,61801,"KERATELLA COCHLEARIS",49.21
"LR",1985,1985-04-24,2,61803,"KERATELLA CRASSA",8.77
"LR",1985,1985-04-24,2,61805,"KERATELLA HIEMALIS",40.76
"LR",1985,1985-04-24,2,61808,"KERATELLA TAUROCEPHALA",86.35
"LR",1985,1985-04-24,2,61900,"LECANE",2.15
"LR",1985,1985-04-24,2,63001,"POLYARTHRA DOLICHOPTERA",17.33
"LR",1985,1985-04-24,2,63004,"POLYARTHRA REMATA",23.20
"LR",1985,1985-04-24,2,63005,"POLYARTHRA VULGARIS",2.33
"LR",1985,1985-04-24,2,63400,"SYNCHAETA",184.73
"LR",1985,1985-05-08,2,10000,"COPEPOD NAUPLII",14.13
"LR",1985,1985-05-08,2,20302,"DIACYCLOPS THOMASI",4.02
"LR",1985,1985-05-08,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.68
"LR",1985,1985-05-08,2,30402,"LEPTODIAPTOMUS MINUTUS",18.79
"LR",1985,1985-05-08,2,50700,"BOSMINIDAE",2.24
"LR",1985,1985-05-08,2,51801,"HOLOPEDIUM GIBBERUM",6.06
"LR",1985,1985-05-08,2,60200,"ASCOMORPHA",3.08
"LR",1985,1985-05-08,2,60300,"ASPLANCHNA",5.15
"LR",1985,1985-05-08,2,60800,"CONOCHILOIDES",0.05
"LR",1985,1985-05-08,2,60900,"CONOCHILUS",132.11
"LR",1985,1985-05-08,2,61501,"GASTROPUS HYPTOPUS",31.69
"LR",1985,1985-05-08,2,61502,"GASTROPUS STYLIFER",90.91
"LR",1985,1985-05-08,2,61701,"KELLICOTTIA BOSTONIENSIS",1.68
"LR",1985,1985-05-08,2,61702,"KELLICOTTIA LONGISPINA",131.62
"LR",1985,1985-05-08,2,61801,"KERATELLA COCHLEARIS",298.95
"LR",1985,1985-05-08,2,61803,"KERATELLA CRASSA",38.75
"LR",1985,1985-05-08,2,61805,"KERATELLA HIEMALIS",14.17
"LR",1985,1985-05-08,2,61808,"KERATELLA TAUROCEPHALA",74.86
"LR",1985,1985-05-08,2,63001,"POLYARTHRA DOLICHOPTERA",38.71
"LR",1985,1985-05-08,2,63004,"POLYARTHRA REMATA",116.51
"LR",1985,1985-05-08,2,63005,"POLYARTHRA VULGARIS",35.38
"LR",1985,1985-05-08,2,63400,"SYNCHAETA",32.99
"LR",1985,1985-05-08,2,63603,"TRICHOCERCA CYLINDRICA",0.05
"LR",1985,1985-04-02,2,10000,"COPEPOD NAUPLII",80.94
"LR",1985,1985-04-02,2,20302,"DIACYCLOPS THOMASI",0.79
"LR",1985,1985-04-02,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.35
"LR",1985,1985-04-02,2,30402,"LEPTODIAPTOMUS MINUTUS",141.65
"LR",1985,1985-04-02,2,50700,"BOSMINIDAE",12.40
"LR",1985,1985-04-02,2,60300,"ASPLANCHNA",5.54
"LR",1985,1985-04-02,2,60900,"CONOCHILUS",3.56
"LR",1985,1985-04-02,2,61502,"GASTROPUS STYLIFER",131.29
"LR",1985,1985-04-02,2,61701,"KELLICOTTIA BOSTONIENSIS",0.05
"LR",1985,1985-04-02,2,61702,"KELLICOTTIA LONGISPINA",15.85
"LR",1985,1985-04-02,2,61801,"KERATELLA COCHLEARIS",26.57
"LR",1985,1985-04-02,2,61803,"KERATELLA CRASSA",3.12
"LR",1985,1985-04-02,2,61805,"KERATELLA HIEMALIS",25.40
"LR",1985,1985-04-02,2,61808,"KERATELLA TAUROCEPHALA",19.10
"LR",1985,1985-04-02,2,61809,"KERATELLA TESTUDO",0.09
"LR",1985,1985-04-02,2,62900,"PLOESOMA",8.99
"LR",1985,1985-04-02,2,63001,"POLYARTHRA DOLICHOPTERA",3.03
"LR",1985,1985-04-02,2,63005,"POLYARTHRA VULGARIS",0.09
"LR",1985,1985-04-24,2,10000,"COPEPOD NAUPLII",67.10
"LR",1985,1985-04-24,2,20302,"DIACYCLOPS THOMASI",6.34
"LR",1985,1985-04-24,2,20601,"MESOCYCLOPS EDAX",0.56
"LR",1985,1985-04-24,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",2.81
"LR",1985,1985-04-24,2,30402,"LEPTODIAPTOMUS MINUTUS",11.65
"LR",1985,1985-04-24,2,51202,"DIAPHANOSOMA BIRGEI",0.79
"LR",1985,1985-04-24,2,51801,"HOLOPEDIUM GIBBERUM",0.79
"LR",1985,1985-04-24,2,60200,"ASCOMORPHA",1.64
"LR",1985,1985-04-24,2,60900,"CONOCHILUS",8.15
"LR",1985,1985-04-24,2,61501,"GASTROPUS HYPTOPUS",8.54
"LR",1985,1985-04-24,2,61502,"GASTROPUS STYLIFER",90.51
"LR",1985,1985-04-24,2,61702,"KELLICOTTIA LONGISPINA",11.80
"LR",1985,1985-04-24,2,61801,"KERATELLA COCHLEARIS",73.40
"LR",1985,1985-02-21,2,60200,"ASCOMORPHA",1.40
"LR",1985,1985-02-21,2,61502,"GASTROPUS STYLIFER",122.14
"LR",1985,1985-02-21,2,61701,"KELLICOTTIA BOSTONIENSIS",4.18
"LR",1985,1985-02-21,2,61702,"KELLICOTTIA LONGISPINA",40.03
"LR",1985,1985-02-21,2,61801,"KERATELLA COCHLEARIS",152.74
"LR",1985,1985-02-21,2,61803,"KERATELLA CRASSA",123.74
"LR",1985,1985-02-21,2,61805,"KERATELLA HIEMALIS",48.77
"LR",1985,1985-02-21,2,61808,"KERATELLA TAUROCEPHALA",68.52
"LR",1985,1985-02-21,2,61900,"LECANE",12.24
"LR",1985,1985-02-21,2,63001,"POLYARTHRA DOLICHOPTERA",7.45
"LR",1985,1985-02-21,2,63004,"POLYARTHRA REMATA",37.68
"LR",1985,1985-02-21,2,63005,"POLYARTHRA VULGARIS",13.54
"LR",1985,1985-02-21,2,63602,"TRICHOCERCA BIROSTRIS",7.21
"LR",1985,1985-02-21,2,80000,"UNKNOWN",28.18
"LR",1985,1985-03-20,2,10000,"COPEPOD NAUPLII",53.10
"LR",1985,1985-03-20,2,20302,"DIACYCLOPS THOMASI",0.10
"LR",1985,1985-03-20,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.69
"LR",1985,1985-03-20,2,30402,"LEPTODIAPTOMUS MINUTUS",15.12
"LR",1985,1985-03-20,2,50700,"BOSMINIDAE",3.50
"LR",1985,1985-03-20,2,61502,"GASTROPUS STYLIFER",95.30
"LR",1985,1985-03-20,2,61701,"KELLICOTTIA BOSTONIENSIS",0.24
"LR",1985,1985-03-20,2,61702,"KELLICOTTIA LONGISPINA",19.59
"LR",1985,1985-03-20,2,61801,"KERATELLA COCHLEARIS",34.92
"LR",1985,1985-03-20,2,61803,"KERATELLA CRASSA",6.25
"LR",1985,1985-03-20,2,61805,"KERATELLA HIEMALIS",5.84
"LR",1985,1985-03-20,2,61808,"KERATELLA TAUROCEPHALA",23.42
"LR",1985,1985-03-20,2,62900,"PLOESOMA",14.69
"LR",1985,1985-03-20,2,63001,"POLYARTHRA DOLICHOPTERA",4.55
"LR",1985,1985-03-20,2,63005,"POLYARTHRA VULGARIS",0.60
"LR",1985,1985-03-20,2,63603,"TRICHOCERCA CYLINDRICA",0.85
"LR",1985,1985-03-20,2,80000,"UNKNOWN",4.14
"LR",1984,1984-12-04,2,61805,"KERATELLA HIEMALIS",2.25
"LR",1984,1984-12-04,2,61808,"KERATELLA TAUROCEPHALA",27.50
"LR",1984,1984-12-04,2,63004,"POLYARTHRA REMATA",91.55
"LR",1984,1984-12-04,2,63005,"POLYARTHRA VULGARIS",52.39
"LR",1984,1984-12-04,2,63602,"TRICHOCERCA BIROSTRIS",3.81
"LR",1985,1985-01-16,2,10000,"COPEPOD NAUPLII",153.41
"LR",1985,1985-01-16,2,20302,"DIACYCLOPS THOMASI",0.88
"LR",1985,1985-01-16,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.05
"LR",1985,1985-01-16,2,30402,"LEPTODIAPTOMUS MINUTUS",11.35
"LR",1985,1985-01-16,2,50700,"BOSMINIDAE",11.10
"LR",1985,1985-01-16,2,51102,"DAPHNIA DUBIA",0.79
"LR",1985,1985-01-16,2,60200,"ASCOMORPHA",0.05
"LR",1985,1985-01-16,2,60800,"CONOCHILOIDES",4.06
"LR",1985,1985-01-16,2,60900,"CONOCHILUS",0.18
"LR",1985,1985-01-16,2,61502,"GASTROPUS STYLIFER",203.82
"LR",1985,1985-01-16,2,61701,"KELLICOTTIA BOSTONIENSIS",5.73
"LR",1985,1985-01-16,2,61702,"KELLICOTTIA LONGISPINA",73.53
"LR",1985,1985-01-16,2,61801,"KERATELLA COCHLEARIS",232.39
"LR",1985,1985-01-16,2,61803,"KERATELLA CRASSA",77.38
"LR",1985,1985-01-16,2,61805,"KERATELLA HIEMALIS",70.54
"LR",1985,1985-01-16,2,61808,"KERATELLA TAUROCEPHALA",80.36
"LR",1985,1985-01-16,2,61900,"LECANE",3.41
"LR",1985,1985-01-16,2,63004,"POLYARTHRA REMATA",55.56
"LR",1985,1985-01-16,2,63005,"POLYARTHRA VULGARIS",38.17
"LR",1985,1985-01-16,2,63602,"TRICHOCERCA BIROSTRIS",7.04
"LR",1985,1985-01-16,2,80000,"UNKNOWN",10.38
"LR",1985,1985-02-21,2,10000,"COPEPOD NAUPLII",73.57
"LR",1985,1985-02-21,2,20302,"DIACYCLOPS THOMASI",3.33
"LR",1985,1985-02-21,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.56
"LR",1985,1985-02-21,2,30402,"LEPTODIAPTOMUS MINUTUS",20.06
"LR",1985,1985-02-21,2,50700,"BOSMINIDAE",2.42
"LR",1984,1984-10-24,2,51102,"DAPHNIA DUBIA",0.60
"LR",1984,1984-10-24,2,51801,"HOLOPEDIUM GIBBERUM",3.11
"LR",1984,1984-10-24,2,60200,"ASCOMORPHA",2.01
"LR",1984,1984-10-24,2,60300,"ASPLANCHNA",0.65
"LR",1984,1984-10-24,2,60800,"CONOCHILOIDES",0.60
"LR",1984,1984-10-24,2,60900,"CONOCHILUS",6.34
"LR",1984,1984-10-24,2,61502,"GASTROPUS STYLIFER",3.60
"LR",1984,1984-10-24,2,61701,"KELLICOTTIA BOSTONIENSIS",1.16
"LR",1984,1984-10-24,2,61702,"KELLICOTTIA LONGISPINA",2.05
"LR",1984,1984-10-24,2,61801,"KERATELLA COCHLEARIS",21.66
"LR",1984,1984-10-24,2,61803,"KERATELLA CRASSA",3.36
"LR",1984,1984-10-24,2,61808,"KERATELLA TAUROCEPHALA",18.67
"LR",1984,1984-10-24,2,63004,"POLYARTHRA REMATA",38.18
"LR",1984,1984-10-24,2,63005,"POLYARTHRA VULGARIS",25.89
"LR",1984,1984-10-24,2,63602,"TRICHOCERCA BIROSTRIS",3.35
"LR",1984,1984-10-24,2,63603,"TRICHOCERCA CYLINDRICA",0.60
"LR",1984,1984-10-24,2,63616,"TRICHOCERCA ROUSSELETI",0.05
"LR",1984,1984-12-04,2,10000,"COPEPOD NAUPLII",68.82
"LR",1984,1984-12-04,2,20302,"DIACYCLOPS THOMASI",0.85
"LR",1984,1984-12-04,2,30402,"LEPTODIAPTOMUS MINUTUS",16.19
"LR",1984,1984-12-04,2,50700,"BOSMINIDAE",8.25
"LR",1984,1984-12-04,2,51102,"DAPHNIA DUBIA",0.60
"LR",1984,1984-12-04,2,51801,"HOLOPEDIUM GIBBERUM",2.51
"LR",1984,1984-12-04,2,60200,"ASCOMORPHA",18.90
"LR",1984,1984-12-04,2,60300,"ASPLANCHNA",0.60
"LR",1984,1984-12-04,2,60800,"CONOCHILOIDES",0.85
"LR",1984,1984-12-04,2,60900,"CONOCHILUS",0.60
"LR",1984,1984-12-04,2,61502,"GASTROPUS STYLIFER",49.66
"LR",1984,1984-12-04,2,61701,"KELLICOTTIA BOSTONIENSIS",2.71
"LR",1984,1984-12-04,2,61702,"KELLICOTTIA LONGISPINA",6.98
"LR",1984,1984-12-04,2,61801,"KERATELLA COCHLEARIS",74.74
"LR",1984,1984-12-04,2,61803,"KERATELLA CRASSA",8.51
"LR",1984,1984-09-10,2,60900,"CONOCHILUS",27.64
"LR",1984,1984-09-10,2,61701,"KELLICOTTIA BOSTONIENSIS",3.09
"LR",1984,1984-09-10,2,61702,"KELLICOTTIA LONGISPINA",9.33
"LR",1984,1984-09-10,2,61801,"KERATELLA COCHLEARIS",8.19
"LR",1984,1984-09-10,2,61803,"KERATELLA CRASSA",1.73
"LR",1984,1984-09-10,2,61808,"KERATELLA TAUROCEPHALA",30.31
"LR",1984,1984-09-10,2,63004,"POLYARTHRA REMATA",314.18
"LR",1984,1984-09-10,2,63005,"POLYARTHRA VULGARIS",56.46
"LR",1984,1984-09-10,2,63603,"TRICHOCERCA CYLINDRICA",27.10
"LR",1984,1984-10-02,2,10000,"COPEPOD NAUPLII",4.37
"LR",1984,1984-10-02,2,20302,"DIACYCLOPS THOMASI",1.87
"LR",1984,1984-10-02,2,20601,"MESOCYCLOPS EDAX",0.56
"LR",1984,1984-10-02,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.44
"LR",1984,1984-10-02,2,30402,"LEPTODIAPTOMUS MINUTUS",1.25
"LR",1984,1984-10-02,2,51102,"DAPHNIA DUBIA",0.88
"LR",1984,1984-10-02,2,51105,"DAPHNIA PARVULA",0.05
"LR",1984,1984-10-02,2,51801,"HOLOPEDIUM GIBBERUM",2.95
"LR",1984,1984-10-02,2,60300,"ASPLANCHNA",3.34
"LR",1984,1984-10-02,2,60900,"CONOCHILUS",6.83
"LR",1984,1984-10-02,2,61701,"KELLICOTTIA BOSTONIENSIS",3.18
"LR",1984,1984-10-02,2,61702,"KELLICOTTIA LONGISPINA",6.51
"LR",1984,1984-10-02,2,61801,"KERATELLA COCHLEARIS",8.88
"LR",1984,1984-10-02,2,61803,"KERATELLA CRASSA",3.69
"LR",1984,1984-10-02,2,61808,"KERATELLA TAUROCEPHALA",35.88
"LR",1984,1984-10-02,2,63004,"POLYARTHRA REMATA",14.81
"LR",1984,1984-10-02,2,63005,"POLYARTHRA VULGARIS",12.27
"LR",1984,1984-10-24,2,10000,"COPEPOD NAUPLII",0.60
"LR",1984,1984-10-24,2,20302,"DIACYCLOPS THOMASI",2.42
"LR",1984,1984-10-24,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.90
"LR",1984,1984-10-24,2,30402,"LEPTODIAPTOMUS MINUTUS",1.81
"LR",1984,1984-10-24,2,50700,"BOSMINIDAE",1.16
"LR",1984,1984-08-20,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.74
"LR",1984,1984-08-20,2,30402,"LEPTODIAPTOMUS MINUTUS",7.24
"LR",1984,1984-08-20,2,50700,"BOSMINIDAE",1.39
"LR",1984,1984-08-20,2,51102,"DAPHNIA DUBIA",7.67
"LR",1984,1984-08-20,2,51105,"DAPHNIA PARVULA",0.05
"LR",1984,1984-08-20,2,51130,"DAPHNIA PULICARIA",0.79
"LR",1984,1984-08-20,2,51202,"DIAPHANOSOMA BIRGEI",2.14
"LR",1984,1984-08-20,2,51801,"HOLOPEDIUM GIBBERUM",1.77
"LR",1984,1984-08-20,2,53001,"POLYPHEMUS PEDICULUS",0.79
"LR",1984,1984-08-20,2,60200,"ASCOMORPHA",0.05
"LR",1984,1984-08-20,2,60800,"CONOCHILOIDES",0.13
"LR",1984,1984-08-20,2,60900,"CONOCHILUS",21.09
"LR",1984,1984-08-20,2,61502,"GASTROPUS STYLIFER",0.22
"LR",1984,1984-08-20,2,61701,"KELLICOTTIA BOSTONIENSIS",0.82
"LR",1984,1984-08-20,2,61702,"KELLICOTTIA LONGISPINA",9.30
"LR",1984,1984-08-20,2,61801,"KERATELLA COCHLEARIS",5.59
"LR",1984,1984-08-20,2,61808,"KERATELLA TAUROCEPHALA",14.10
"LR",1984,1984-08-20,2,63004,"POLYARTHRA REMATA",36.60
"LR",1984,1984-08-20,2,63005,"POLYARTHRA VULGARIS",12.48
"LR",1984,1984-08-20,2,63603,"TRICHOCERCA CYLINDRICA",14.06
"LR",1984,1984-08-20,2,63616,"TRICHOCERCA ROUSSELETI",0.05
"LR",1984,1984-09-10,2,10000,"COPEPOD NAUPLII",13.06
"LR",1984,1984-09-10,2,20601,"MESOCYCLOPS EDAX",1.40
"LR",1984,1984-09-10,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",4.75
"LR",1984,1984-09-10,2,30402,"LEPTODIAPTOMUS MINUTUS",6.99
"LR",1984,1984-09-10,2,50700,"BOSMINIDAE",3.23
"LR",1984,1984-09-10,2,51102,"DAPHNIA DUBIA",10.46
