site,block,species,value,dataset_id,year,treatment,treatment_type,design,timepoints,time_since_disturbance,realm,taxon,metric,unit,comment
site_140,A,BLACK,796,hershey_2016,1996,impact_140,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,B,BLACK,381,hershey_2016,1996,impact_140,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,A,BLACK,272,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,B,BLACK,458,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,A,BLACK,64,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,B,BLACK,20,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,A,BLACK,131,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,B,BLACK,129,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,A,BLACK,12,hershey_2016,1996,impact_1400,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,B,BLACK,651,hershey_2016,1996,impact_1400,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,A,BLACK,8,hershey_2016,1996,impact_1200,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,B,BLACK,20,hershey_2016,1996,impact_1200,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,B,BLACK,58,hershey_2016,1996,impact_740,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,A,BLACK,80,hershey_2016,1996,impact_590,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,B,BLACK,60,hershey_2016,1996,impact_590,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,A,BLACK,4,hershey_2016,1996,impact_340,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,A,BLACK,366,hershey_2016,1996,impact_140,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,B,BLACK,44,hershey_2016,1996,impact_140,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,B,BLACK,427,hershey_2016,1997,impact_140,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,B,BLACK,1,hershey_2016,1997,impact_340,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,B,BLACK,13,hershey_2016,1997,impact_590,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,B,BLACK,132,hershey_2016,1997,impact_740,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,B,BLACK,24,hershey_2016,1997,impact_1200,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,B,BLACK,119,hershey_2016,1997,impact_1400,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,B,BLACK,10,hershey_2016,1997,impact_2050,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,B,BLACK,344,hershey_2016,1997,impact_2600,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,A,BLACK,95,hershey_2016,1998,impact_140,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,A,BLACK,265,hershey_2016,1998,impact_340,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,A,BLACK,22,hershey_2016,1998,impact_740,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,A,BLACK,5,hershey_2016,1998,impact_1200,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,A,BLACK,127,hershey_2016,1998,impact_1400,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,A,BLACK,1,hershey_2016,1998,impact_2050,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,A,BLACK,306,hershey_2016,1998,impact_2600,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,1,BLKPUPA,1,hershey_2016,1987,impact_1000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,1,BLKPUPA,2,hershey_2016,1987,impact_1400,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,1,BLKPUPA,6,hershey_2016,1987,impact_3000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_4000,1,BLKPUPA,2,hershey_2016,1987,impact_4000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,2,BLKPUPA,3,hershey_2016,1987,impact_740,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,2,BLKPUPA,3,hershey_2016,1987,impact_1000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,2,BLKPUPA,1,hershey_2016,1987,impact_1400,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_4000,2,BLKPUPA,2,hershey_2016,1987,impact_4000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,3,BLKPUPA,13,hershey_2016,1987,impact_1400,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_4000,3,BLKPUPA,1,hershey_2016,1987,impact_4000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,A,BLKPUPA,4,hershey_2016,1993,impact_340,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,A,BLKPUPA,1,hershey_2016,1993,impact_1000,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2100,A,BLKPUPA,1,hershey_2016,1993,impact_2100,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2500,A,BLKPUPA,1,hershey_2016,1993,impact_2500,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,A,BLKPUPA,3,hershey_2016,1993,impact_3000,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,A,BLKPUPA,3,hershey_2016,1994,impact_2000,eutrophication,AI,T6,10,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2500,A,BLKPUPA,2,hershey_2016,1994,impact_2500,eutrophication,AI,T6,10,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,A,BLKPUPA,2,hershey_2016,1994,impact_3000,eutrophication,AI,T6,10,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,A,BLKPUPA,9,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,B,BLKPUPA,3,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,A,BLKPUPA,9,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,B,BLKPUPA,3,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,A,BLKPUPA,78,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,B,BLKPUPA,21,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,A,BLKPUPA,6,hershey_2016,1996,impact_1400,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,B,BLKPUPA,1,hershey_2016,1996,impact_1400,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,B,BLKPUPA,42,hershey_2016,1996,impact_1200,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,A,BLKPUPA,44,hershey_2016,1996,impact_740,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,B,BLKPUPA,38,hershey_2016,1996,impact_740,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,A,BLKPUPA,3,hershey_2016,1996,impact_590,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,B,BLKPUPA,3,hershey_2016,1996,impact_590,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,B,BLKPUPA,6,hershey_2016,1996,impact_340,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,A,BLKPUPA,2,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,B,BLKPUPA,3,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,A,BLKPUPA,8,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,A,BLKPUPA,9,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,B,BLKPUPA,7,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,B,BLKPUPA,1,hershey_2016,1996,impact_1400,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,B,BLKPUPA,2,hershey_2016,1996,impact_740,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,A,BLKPUPA,4,hershey_2016,1996,impact_590,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,B,BLKPUPA,1,hershey_2016,1996,impact_590,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,B,BLKPUPA,1,hershey_2016,1996,impact_140,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,B,BLKPUPA,8,hershey_2016,1997,impact_740,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,B,BLKPUPA,2,hershey_2016,1997,impact_1200,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,B,BLKPUPA,13,hershey_2016,1997,impact_1400,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,B,BLKPUPA,4,hershey_2016,1997,impact_2050,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,B,BLKPUPA,9,hershey_2016,1997,impact_2600,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,B,BLKPUPA,1,hershey_2016,1997,impact_3000,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,A,BLKPUPA,1,hershey_2016,1998,impact_2600,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,1,BAETIS,11,hershey_2016,1984,control_-500,eutrophication,AC,T9,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,1,BAETIS,10,hershey_2016,1984,control_-400,eutrophication,AC,T9,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,1,BAETIS,29,hershey_2016,1984,impact_140,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,1,BAETIS,33,hershey_2016,1984,impact_340,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,1,BAETIS,15,hershey_2016,1984,impact_590,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,1,BAETIS,13,hershey_2016,1984,impact_2000,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,1,BAETIS,23,hershey_2016,1984,impact_3000,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,2,BAETIS,4,hershey_2016,1984,control_-500,eutrophication,AC,T9,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,2,BAETIS,17,hershey_2016,1984,control_-400,eutrophication,AC,T9,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,2,BAETIS,23,hershey_2016,1984,impact_140,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,2,BAETIS,2,hershey_2016,1984,impact_340,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,2,BAETIS,4,hershey_2016,1984,impact_590,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,2,BAETIS,5,hershey_2016,1984,impact_1000,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,2,BAETIS,16,hershey_2016,1984,impact_2000,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,2,BAETIS,2,hershey_2016,1984,impact_3000,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,3,BAETIS,2,hershey_2016,1984,control_-500,eutrophication,AC,T9,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,3,BAETIS,8,hershey_2016,1984,control_-400,eutrophication,AC,T9,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,3,BAETIS,1,hershey_2016,1984,impact_140,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,3,BAETIS,3,hershey_2016,1984,impact_340,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,3,BAETIS,33,hershey_2016,1984,impact_590,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,3,BAETIS,20,hershey_2016,1984,impact_2000,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,3,BAETIS,5,hershey_2016,1984,impact_3000,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,5,BAETIS,19,hershey_2016,1984,impact_1000,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,6,BAETIS,29,hershey_2016,1984,impact_1000,eutrophication,AI,T9,0,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,1,BAETIS,51,hershey_2016,1985,control_-1000,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,1,BAETIS,74,hershey_2016,1985,control_-500,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,1,BAETIS,33,hershey_2016,1985,control_-400,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,1,BAETIS,37,hershey_2016,1985,impact_140,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,1,BAETIS,48,hershey_2016,1985,impact_340,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,1,BAETIS,32,hershey_2016,1985,impact_590,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,1,BAETIS,70,hershey_2016,1985,impact_740,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,1,BAETIS,36,hershey_2016,1985,impact_1000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,1,BAETIS,17,hershey_2016,1985,impact_2000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,1,BAETIS,48,hershey_2016,1985,impact_3000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,2,BAETIS,30,hershey_2016,1985,control_-1000,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,2,BAETIS,39,hershey_2016,1985,control_-500,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,2,BAETIS,26,hershey_2016,1985,control_-400,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,2,BAETIS,57,hershey_2016,1985,impact_140,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,2,BAETIS,162,hershey_2016,1985,impact_340,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,2,BAETIS,90,hershey_2016,1985,impact_590,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,2,BAETIS,45,hershey_2016,1985,impact_740,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,2,BAETIS,36,hershey_2016,1985,impact_1000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,2,BAETIS,10,hershey_2016,1985,impact_2000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,2,BAETIS,21,hershey_2016,1985,impact_3000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,3,BAETIS,17,hershey_2016,1985,control_-1000,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,3,BAETIS,31,hershey_2016,1985,control_-500,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,3,BAETIS,33,hershey_2016,1985,control_-400,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,3,BAETIS,52,hershey_2016,1985,impact_140,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,3,BAETIS,50,hershey_2016,1985,impact_590,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,3,BAETIS,62,hershey_2016,1985,impact_740,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,3,BAETIS,72,hershey_2016,1985,impact_1000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,3,BAETIS,14,hershey_2016,1985,impact_2000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,3,BAETIS,38,hershey_2016,1985,impact_3000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,1,BAETIS,400,hershey_2016,1985,control_-1000,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,1,BAETIS,16,hershey_2016,1985,control_-500,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,1,BAETIS,41,hershey_2016,1985,control_-400,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,1,BAETIS,19,hershey_2016,1985,impact_140,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,1,BAETIS,130,hershey_2016,1985,impact_340,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,1,BAETIS,116,hershey_2016,1985,impact_590,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
