year,block,treatment,species,value,dataset_id,site,treatment_type,timepoints,design,time_since_disturbance,realm,taxon,metric,unit,comment
2005,B7,Ex,Jalysus spinosus,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B7,Ex,Orius insidiosus,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B7,Ex,Scaphytopius acutus,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B7,Ex,Campylenchia latipes,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B7,Ex,Rhinoncus pyrrhopus,1.66666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B7,Ex,Odontocorynus scutellumalbum,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B7,Ex,Tiphia sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B7,Ex,Chrysotus sp.,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B7,Ex,Dioxyna piccicola,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B7,Ex,Curtonotus helvum,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B6,ExBu,Corythucha marmorata,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B6,ExBu,Melanorhopala clavata,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B6,ExBu,Nabis americoferus,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B6,ExBu,Plagiognathus sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B6,ExBu,Campylenchia latipes,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B6,ExBu,Coccinella septempunctata,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B6,ExBu,Trirhabda canadensis,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B6,ExBu,Euarestoides abstersus,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B6,ExBu,Phidippus sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B4,Bu,Empoasca fabae,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B4,Bu,Typhlocyba sp.,2,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B4,Bu,Tychius sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B4,Bu,Bocchus sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B4,Bu,Rivellia sp.,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B4,Bu,Cerodontha sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B4,Bu,Eugaurax floridens,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B4,Bu,Olcella sp.,1.33333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B4,Bu,Incertella sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Amblysellus curtisii,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Archips sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Chrysotus sp.,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Pseudodinia sp.,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Malloweia? sp.,5.66666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Araneus sp.,1,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B8,FeBu,Orphulella speciosa,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B8,FeBu,Homaemus sp.,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B8,FeBu,Sinea diadema,1,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B8,FeBu,Plagiognathus sp.,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B8,FeBu,Acanalonia bivittata,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B8,FeBu,Lebia pumila,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B8,FeBu,Diprion simile,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B8,FeBu,Tetrastichus sp.,6.33333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B8,FeBu,Eribolus sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B8,FeBu,Thanatus sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B1,ExFe,Conocephalus saltans,1,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B1,ExFe,Collaria meilleurii,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B1,ExFe,Hemerobius sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B1,ExFe,Hypolampis pilosa,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B1,ExFe,Tetrastichus sp.,34,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B1,ExFe,Dialictus sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B1,ExFe,Platycheirus sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B1,ExFe,Araneus pratense,8.33333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B1,ExFe,Misumenops sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Nemobius sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Orius insidiosus,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Dorycephalus? platyrhynchus,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Chauliognathus pennsylvanicus,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Anthicus sp.,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Diabrotica barberi,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Pristocera armifera,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Euaresta bella,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B2,Fe,Araneus pratense,12,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B3,ExFeBu,Conocephalus saltans,1.33333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B3,ExFeBu,Dorycephalus? platyrhynchus,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B3,ExFeBu,Macrosteles fascifrons,1,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B3,ExFeBu,Diabrotica barberi,1.33333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B3,ExFeBu,Ponera pennsylvanica,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B4,Bu,Conocephalus saltans,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B4,Bu,Ligyrocoris diffusus,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B4,Bu,Tetrastichus sp.,18.6666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B5,control,Conocephalus saltans,2,knops_2018a,Field.B,prairie management,T3,AC,,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B5,control,Conocephalus brevipennis,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AC,,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B5,control,Bruchomorpha dorsata,1,knops_2018a,Field.B,prairie management,T3,AC,,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B5,control,Rogas sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AC,,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B5,control,Araneus pratense,15.3333333333333,knops_2018a,Field.B,prairie management,T3,AC,,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B5,control,Euschistus sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AC,,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B5,control,Empoasca fabae,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AC,,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B5,control,Macrosteles fascifrons,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AC,,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B5,control,Deltocephalus sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AC,,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B5,control,Chauliognathus pennsylvanicus,1.33333333333333,knops_2018a,Field.B,prairie management,T3,AC,,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B5,control,Diabrotica barberi,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AC,,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B5,control,Misumenops sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AC,,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B6,ExBu,Adelphocoris lineolatus,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B6,ExBu,Chrysopa sp.,0.333333333333333,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B6,ExBu,Chauliognathus pennsylvanicus,10,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
2005,B6,ExBu,Diabrotica barberi,0.666666666666667,knops_2018a,Field.B,prairie management,T3,AI,5,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being Ex (Exclosure meaning no grazing), Fe (fertilization) and Bu (burning every other year). Life stage is also given (sometimes) so subadults could be excluded hence diminishing greatly the number of undeterminate species."
