year,site,block,treatment,species,value,dataset_id,treatment_type,timepoints,design,realm,taxon,metric,unit,comment,time_since_disturbance
2013,NAPL,9,annual,Scorpaenichthys marmoratus,0.00625,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,9,annual,Sebastes mystinus,0.0875,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,9,annual,Sebastes paucispinis,0.0125,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,9,annual,Semicossyphus pulcher,0.01875,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,9,annual,Sebastes rastrelliger,0.003125,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,9,annual,Sebastes serranoides,0.003125,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,9,annual,Triakis semifasciata,0.003125,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Brachyistius frenatus,0.00625,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Chromis punctipinnis,0.090625,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Rhacochilus vacca,0.084375,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Embiotoca jacksoni,0.025,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Embiotoca lateralis,0.009375,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Girella nigricans,0.003125,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Hypsurus caryi,0.0125,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Hexagrammos decagrammus,0.003125,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Hypsypops rubicundus,0.003125,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Ophiodon elongatus,0.009375,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Paralabrax clathratus,0.025,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Phanerodon furcatus,0.01875,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Rhacochilus toxotes,0.009375,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Sebastes carnatus,0.003125,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Scorpaenichthys marmoratus,0.00625,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Sebastes mystinus,0.2,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Sebastes paucispinis,0.003125,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Semicossyphus pulcher,0.028125,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Sebastes rastrelliger,0.003125,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Sebastes serranoides,0.01875,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2013,NAPL,10,continual,Sebastes serriceps,0.003125,reed_2020a,kelp removal,T6,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",5
2014,AQUE,4,control,Rhinogobiops nicholsii,0.0421875,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Unidentified Cottidae,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Citharichthys stigmaeus,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Leiocottus hirundo,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Neoclinus blanchardi,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Oxylebius pictus,0.0140625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Anisotremus davidsonii,0.0140625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Brachyistius frenatus,0.003125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Myliobatis californica,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Rhacochilus vacca,0.0203125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Embiotoca jacksoni,0.0421875,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Heterostichus rostratus,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Oxyjulis californica,0.05,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Ophiodon elongatus,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Paralabrax clathratus,0.025,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Phanerodon furcatus,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Rhacochilus toxotes,0.0078125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Sebastes atrovirens,0.015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Sebastes carnatus,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Sebastes mystinus,0.028125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Sebastes paucispinis,0.0078125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Semicossyphus pulcher,0.0046875,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,4,control,Sebastes serranoides,0.00625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,AQUE,7,annual,Rhinogobiops nicholsii,0.059375,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Unidentified Cottidae,0.0125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Oxylebius pictus,0.05625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Anisotremus davidsonii,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Chromis punctipinnis,0.0171875,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Embiotoca jacksoni,0.00625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Hypsurus caryi,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Oxyjulis californica,0.0234375,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Ophiodon elongatus,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Paralabrax clathratus,0.0171875,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Paralabrax nebulifer,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Rhacochilus toxotes,0.0140625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Sebastes atrovirens,0.0078125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Sebastes carnatus,0.00625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Sebastes chrysomelas,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Scorpaena guttata,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Sebastes mystinus,0.0453125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Sebastes paucispinis,0.025,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Semicossyphus pulcher,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,7,annual,Sebastes serranoides,0.00625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Chromis punctipinnis,0.2375,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Embiotoca jacksoni,0.03125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Oxyjulis californica,0.015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Ophiodon elongatus,0.00625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Paralabrax clathratus,0.009375,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Phanerodon furcatus,0.00625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Sebastes atrovirens,0.021875,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Sebastes auriculatus,0.009375,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Sebastes carnatus,0.025,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Sebastes caurinus,0.003125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Sebastes chrysomelas,0.009375,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Sebastes mystinus,0.0125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Semicossyphus pulcher,0.003125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Sebastes rastrelliger,0.003125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,AQUE,8,continual,Sebastes serranoides,0.025,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,7,control,Neoclinus blanchardi,0.0125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,CARP,7,control,Oxylebius pictus,0.0046875,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,CARP,7,control,Unidentified Flatfish spp.,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,CARP,7,control,Rhacochilus vacca,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,CARP,7,control,Halichoeres semicinctus,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,CARP,7,control,Oxyjulis californica,0.003125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,CARP,7,control,Paralabrax clathratus,0.0046875,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,CARP,7,control,Paralabrax nebulifer,0.0109375,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2014,CARP,9,annual,Oxylebius pictus,0.0046875,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,9,annual,Rhacochilus vacca,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,9,annual,Embiotoca jacksoni,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,9,annual,Heterostichus rostratus,0.0046875,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,9,annual,Halichoeres semicinctus,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,9,annual,Oxyjulis californica,0.040625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,9,annual,Paralabrax clathratus,0.0171875,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,9,annual,Paralabrax nebulifer,0.009375,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,9,annual,Sebastes auriculatus,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,9,annual,Sebastes miniatus,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,9,annual,Semicossyphus pulcher,0.0015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,10,continual,Ophiodon elongatus,0.003125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,10,continual,Paralabrax clathratus,0.015625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,10,continual,Paralabrax nebulifer,0.00625,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,10,continual,Sebastes auriculatus,0.003125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
2014,CARP,10,continual,Sebastes miniatus,0.003125,reed_2020a,kelp removal,T7,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",6
